Parameter S1 S1_conf ST ST_conf
alpha -2.833719 0.000000 4.951551 0.000000
N -1.515015 0.000000 1.415343 0.000000
M -9.474181 0.000000 55.349161 0.000000
k1 0.770311 0.000000 0.365898 0.000000
k2 -4.372740 0.000000 11.790575 0.000000
tau1 -1.585432 0.000000 1.549968 0.000000
tau2 -0.859931 0.000000 0.455990 0.000000
tauAch 99.999551 0.000000 6166.288089 0.000000
tauNor -37.896723 0.000000 885.586577 0.000000
beta 0.025606 0.000000 0.000404 0.000000
h0 -15.090407 0.000000 140.420206 0.000000
mNor -1.455268 0.000000 1.305912 0.000000
mAch -0.170706 0.000000 0.017969 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 29.888906 0.000000
alpha M 115.847892 0.000000
alpha k1 5.207385 0.000000
alpha k2 60.752330 0.000000
alpha tau1 30.649401 0.000000
alpha tau2 22.813998 0.000000
alpha tauAch -1066.468408 0.000000
alpha tauNor 422.811347 0.000000
alpha beta 13.250197 0.000000
alpha h0 176.503133 0.000000
alpha mNor 29.243638 0.000000
alpha mAch 15.370365 0.000000
N M 51.963837 0.000000
N k1 2.574605 0.000000
N k2 27.369522 0.000000
N tau1 13.931763 0.000000
N tau2 10.434087 0.000000
N tauAch -475.814784 0.000000
N tauNor 188.990409 0.000000
N beta 6.164866 0.000000
N h0 79.039959 0.000000
N mNor 13.304238 0.000000
N mAch 7.111296 0.000000
M k1 10.510057 0.000000
M k2 34.750066 0.000000
M tau1 21.613042 0.000000
M tau2 18.193645 0.000000
M tauAch -457.173019 0.000000
M tauNor 192.753891 0.000000
M beta 14.019968 0.000000
M h0 85.264123 0.000000
M mNor 20.999562 0.000000
M mAch 14.945217 0.000000
k1 k2 62.849841 0.000000
k1 tau1 29.783563 0.000000
k1 tau2 21.176838 0.000000
k1 tauAch -1175.335123 0.000000
k1 tauNor 460.550145 0.000000
k1 beta 10.671571 0.000000
k1 h0 189.995216 0.000000
k1 mNor 28.239415 0.000000
k1 mAch 13.000449 0.000000
k2 tau1 31.212433 0.000000
k2 tau2 23.651956 0.000000
k2 tauAch -1027.410014 0.000000
k2 tauNor 409.614311 0.000000
k2 beta 14.423727 0.000000
k2 h0 171.948491 0.000000
k2 mNor 29.855995 0.000000
k2 mAch 16.469503 0.000000
tau1 tau2 17.622234 0.000000
tau1 tauAch -856.670223 0.000000
tau1 tauNor 338.672739 0.000000
tau1 beta 9.946025 0.000000
tau1 h0 140.977988 0.000000
tau1 mNor 22.782867 0.000000
tau1 mAch 11.647739 0.000000
tau2 tauAch -154.428584 0.000000
tau2 tauNor 61.850834 0.000000
tau2 beta 2.372656 0.000000
tau2 h0 26.080928 0.000000
tau2 mNor 4.695290 0.000000
tau2 mAch 2.680555 0.000000
tauAch tauNor -344.372498 0.000000
tauAch beta -106.060601 0.000000
tauAch h0 -201.052807 0.000000
tauAch mNor -115.366726 0.000000
tauAch mAch -107.294266 0.000000
tauNor beta 43.414613 0.000000
tauNor h0 129.894117 0.000000
tauNor mNor 51.886773 0.000000
tauNor mAch 44.537724 0.000000
beta h0 90.533007 0.000000
beta mNor 13.745648 0.000000
beta mAch 6.511534 0.000000
h0 mNor 40.161811 0.000000
h0 mAch 26.991667 0.000000
mNor mAch -52.931291 0.000000
