Parameter S1 S1_conf ST ST_conf
alpha 0.566144 0.000000 0.085910 0.000000
N 0.536954 0.000000 0.077280 0.000000
M -1.289776 0.000000 0.445883 0.000000
k1 1.444889 0.000000 0.559579 0.000000
k2 0.461434 0.000000 0.057071 0.000000
tau1 0.552567 0.000000 0.081839 0.000000
tau2 0.933730 0.000000 0.233687 0.000000
tauAch 0.335342 0.000000 0.030142 0.000000
tauNor 0.401019 0.000000 0.043104 0.000000
beta 2.240138 0.000000 1.345061 0.000000
h0 -0.088248 0.000000 0.002087 0.000000
mNor 0.292576 0.000000 0.022944 0.000000
mAch 8.610275 0.000000 19.871311 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -0.200011 0.000000
alpha M 1.831463 0.000000
alpha k1 -1.209708 0.000000
alpha k2 -0.116027 0.000000
alpha tau1 -0.217374 0.000000
alpha tau2 -0.641258 0.000000
alpha tauAch 0.024199 0.000000
alpha tauNor -0.048839 0.000000
alpha beta -2.094090 0.000000
alpha h0 0.495265 0.000000
alpha mNor 0.071758 0.000000
alpha mAch -9.178201 0.000000
N M 1.750814 0.000000
N k1 -1.151036 0.000000
N k2 -0.107457 0.000000
N tau1 -0.204162 0.000000
N tau2 -0.608627 0.000000
N tauAch 0.026344 0.000000
N tauNor -0.043348 0.000000
N beta -1.994902 0.000000
N h0 0.475830 0.000000
N mNor 0.071725 0.000000
N mAch -8.754480 0.000000
M k1 0.788571 0.000000
M k2 1.640326 0.000000
M tau1 1.561397 0.000000
M tau2 1.231278 0.000000
M tauAch 1.749533 0.000000
M tauNor 1.692651 0.000000
M beta 0.099819 0.000000
M h0 2.116397 0.000000
M mNor 1.786572 0.000000
M mAch -5.417258 0.000000
k1 k2 -0.828039 0.000000
k1 tau1 -0.966928 0.000000
k1 tau2 -1.547826 0.000000
k1 tauAch -0.635872 0.000000
k1 tauNor -0.735965 0.000000
k1 beta -3.538814 0.000000
k1 h0 0.009686 0.000000
k1 mNor -0.570696 0.000000
k1 mAch -13.247014 0.000000
k2 tau1 0.158500 0.000000
k2 tau2 -0.594948 0.000000
k2 tauAch 0.587892 0.000000
k2 tauNor 0.458068 0.000000
k2 beta -3.177338 0.000000
k2 h0 1.425206 0.000000
k2 mNor 0.672428 0.000000
k2 mAch -15.769254 0.000000
tau1 tau2 -0.637193 0.000000
tau1 tauAch 0.112534 0.000000
tau1 tauNor 0.030247 0.000000
tau1 beta -2.274006 0.000000
tau1 h0 0.643254 0.000000
tau1 mNor 0.166116 0.000000
tau1 mAch -10.255222 0.000000
tau2 tauAch -0.381250 0.000000
tau2 tauNor -0.449603 0.000000
tau2 beta -2.363679 0.000000
tau2 h0 0.059604 0.000000
tau2 mNor -0.336740 0.000000
tau2 mAch -8.993443 0.000000
tauAch tauNor -1.454589 0.000000
tauAch beta 2.970541 0.000000
tauAch h0 -2.631819 0.000000
tauAch mNor -1.715515 0.000000
tauAch mAch 18.297814 0.000000
tauNor beta -5.304844 0.000000
tauNor h0 3.005493 0.000000
tauNor mNor 1.646280 0.000000
tauNor mAch -28.040763 0.000000
beta h0 -0.893927 0.000000
beta mNor -1.431071 0.000000
beta mAch -13.163022 0.000000
h0 mNor 0.509272 0.000000
h0 mAch -5.595823 0.000000
mNor mAch 5.129413 0.000000
