Parameter S1 S1_conf ST ST_conf
alpha 0.861095 0.000000 0.080977 0.000000
N -0.065626 0.000000 0.000470 0.000000
M -0.999584 0.000000 0.109119 0.000000
k1 0.303760 0.000000 0.010077 0.000000
k2 -1.161476 0.000000 0.147327 0.000000
tau1 0.262382 0.000000 0.007518 0.000000
tau2 0.180953 0.000000 0.003576 0.000000
tauAch 0.211353 0.000000 0.004878 0.000000
tauNor -0.254540 0.000000 0.007076 0.000000
beta -0.324750 0.000000 0.011518 0.000000
h0 0.311963 0.000000 0.010628 0.000000
mNor 0.476268 0.000000 0.024772 0.000000
mAch 0.177816 0.000000 0.003453 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -1.006101 0.000000
alpha M -0.425625 0.000000
alpha k1 -1.235682 0.000000
alpha k2 -0.325006 0.000000
alpha tau1 -1.209965 0.000000
alpha tau2 -1.159355 0.000000
alpha tauAch -1.178249 0.000000
alpha tauNor -0.888686 0.000000
alpha beta -0.845049 0.000000
alpha h0 -1.240781 0.000000
alpha mNor -1.342900 0.000000
alpha mAch -1.157406 0.000000
N M 0.723888 0.000000
N k1 -0.500607 0.000000
N k2 0.875986 0.000000
N tau1 -0.461732 0.000000
N tau2 -0.385230 0.000000
N tauAch -0.413791 0.000000
N tauNor 0.023918 0.000000
N beta 0.089880 0.000000
N h0 -0.508314 0.000000
N mNor -0.662679 0.000000
N mAch -0.382283 0.000000
M k1 1.507757 0.000000
M k2 0.272314 0.000000
M tau1 1.472869 0.000000
M tau2 1.404211 0.000000
M tauAch 1.429843 0.000000
M tauNor 1.037015 0.000000
M beta 0.977817 0.000000
M h0 1.514674 0.000000
M mNor 1.653212 0.000000
M mAch 1.401566 0.000000
k1 k2 0.343874 0.000000
k1 tau1 -0.725220 0.000000
k1 tau2 -0.664080 0.000000
k1 tauAch -0.686905 0.000000
k1 tauNor -0.337092 0.000000
k1 beta -0.284376 0.000000
k1 h0 -0.762448 0.000000
k1 mNor -0.885815 0.000000
k1 mAch -0.661725 0.000000
k2 tau1 0.357839 0.000000
k2 tau2 0.474421 0.000000
k2 tauAch 0.430897 0.000000
k2 tauNor 1.097918 0.000000
k2 beta 1.198437 0.000000
k2 h0 0.286853 0.000000
k2 mNor 0.051617 0.000000
k2 mAch 0.478911 0.000000
tau1 tau2 -0.483826 0.000000
tau1 tauAch -0.497854 0.000000
tau1 tauNor -0.282867 0.000000
tau1 beta -0.250469 0.000000
tau1 h0 -0.544281 0.000000
tau1 mNor -0.620100 0.000000
tau1 mAch -0.482379 0.000000
tau2 tauAch -0.727059 0.000000
tau2 tauNor -0.228463 0.000000
tau2 beta -0.153325 0.000000
tau2 h0 -0.834731 0.000000
tau2 mNor -1.010570 0.000000
tau2 mAch -0.691169 0.000000
tauAch tauNor -0.253857 0.000000
tauAch beta -0.186636 0.000000
tauAch h0 -0.796238 0.000000
tauAch mNor -0.953547 0.000000
tauAch mAch -0.667804 0.000000
tauNor beta 0.264389 0.000000
tauNor h0 0.021494 0.000000
tauNor mNor -0.041185 0.000000
tauNor mAch 0.072669 0.000000
beta h0 -0.500875 0.000000
beta mNor -0.722933 0.000000
beta mAch -0.319577 0.000000
h0 mNor -1.089780 0.000000
h0 mAch -0.790321 0.000000
mNor mAch -0.924578 0.000000
