Parameter S1 S1_conf ST ST_conf
alpha -14.308731 0.000000 1.073578 0.000000
N 68.298083 0.000000 24.459554 0.000000
M 283.013710 0.000000 419.997260 0.000000
k1 221.601880 0.000000 257.500685 0.000000
k2 -17.874154 0.000000 1.675261 0.000000
tau1 -24.195960 0.000000 3.069850 0.000000
tau2 -79.662282 0.000000 33.276451 0.000000
tauAch 1.091264 0.000000 0.006244 0.000000
tauNor -21.185576 0.000000 2.353488 0.000000
beta -24.385579 0.000000 3.118155 0.000000
h0 20.113127 0.000000 2.121244 0.000000
mNor 72.663140 0.000000 27.685975 0.000000
mAch -7.563589 0.000000 0.299977 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 77.667866 0.000000
alpha M 172.061397 0.000000
alpha k1 145.063458 0.000000
alpha k2 39.784728 0.000000
alpha tau1 37.005528 0.000000
alpha tau2 12.621359 0.000000
alpha tauAch 48.122327 0.000000
alpha tauNor 38.328956 0.000000
alpha beta 36.922167 0.000000
alpha h0 56.484740 0.000000
alpha mNor 79.586837 0.000000
alpha mAch 44.317470 0.000000
N M -221.731669 0.000000
N k1 -195.472901 0.000000
N k2 -93.076578 0.000000
N tau1 -90.373469 0.000000
N tau2 -66.656910 0.000000
N tauAch -101.185903 0.000000
N tauNor -91.660664 0.000000
N beta -90.292391 0.000000
N h0 -109.319363 0.000000
N mNor -131.788952 0.000000
N mAch -97.485219 0.000000
M k1 -381.373191 0.000000
M k2 -302.177880 0.000000
M tau1 -300.087244 0.000000
M tau2 -281.744395 0.000000
M tauAch -308.449790 0.000000
M tauNor -301.082785 0.000000
M beta -300.024536 0.000000
M h0 -314.740367 0.000000
M mNor -332.118785 0.000000
M mAch -305.587609 0.000000
k1 k2 -145.208193 0.000000
k1 tau1 -153.542050 0.000000
k1 tau2 -226.661722 0.000000
k1 tauAch -120.206622 0.000000
k1 tauNor -149.573546 0.000000
k1 beta -153.792019 0.000000
k1 h0 -95.130643 0.000000
k1 mNor -25.855458 0.000000
k1 mAch -131.616069 0.000000
k2 tau1 57.440743 0.000000
k2 tau2 14.932615 0.000000
k2 tauAch 76.820297 0.000000
k2 tauNor 59.747833 0.000000
k2 beta 57.295423 0.000000
k2 h0 91.398220 0.000000
k2 mNor 131.671356 0.000000
k2 mAch 70.187414 0.000000
tau1 tau2 33.268988 0.000000
tau1 tauAch -157.620413 0.000000
tau1 tauNor -104.961268 0.000000
tau1 beta -97.396936 0.000000
tau1 h0 -202.585274 0.000000
tau1 mNor -326.805707 0.000000
tau1 mAch -137.161623 0.000000
tau2 tauAch -247.850015 0.000000
tau2 tauNor -152.993225 0.000000
tau2 beta -139.367325 0.000000
tau2 h0 -328.846819 0.000000
tau2 mNor -552.609502 0.000000
tau2 mAch -210.996870 0.000000
tauAch tauNor -170.612821 0.000000
tauAch beta -160.684478 0.000000
tauAch h0 -298.746366 0.000000
tauAch mNor -461.788277 0.000000
tauAch mAch -212.876459 0.000000
tauNor beta -89.689282 0.000000
tauNor h0 -185.605592 0.000000
tauNor mNor -298.876378 0.000000
tauNor mAch -125.948834 0.000000
beta h0 -105.474126 0.000000
beta mNor -176.605359 0.000000
beta mAch -68.011167 0.000000
h0 mNor -114.983194 0.000000
h0 mAch -63.725469 0.000000
mNor mAch -113.339258 0.000000
