Parameter S1 S1_conf ST ST_conf
alpha 1.352909 0.000000 0.527929 0.000000
N 0.357070 0.000000 0.036774 0.000000
M -3.049698 0.000000 2.682574 0.000000
k1 -0.085734 0.000000 0.002120 0.000000
k2 -0.498862 0.000000 0.071779 0.000000
tau1 -0.195965 0.000000 0.011076 0.000000
tau2 0.368493 0.000000 0.039165 0.000000
tauAch 18.732516 0.000000 101.211578 0.000000
tauNor 7.042476 0.000000 14.305030 0.000000
beta 0.738636 0.000000 0.157362 0.000000
h0 -0.366491 0.000000 0.038741 0.000000
mNor 1.107011 0.000000 0.353461 0.000000
mAch 0.281699 0.000000 0.022888 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -0.121282 0.000000
alpha M 7.610601 0.000000
alpha k1 0.883692 0.000000
alpha k2 1.821311 0.000000
alpha tau1 1.133866 0.000000
alpha tau2 -0.147208 0.000000
alpha tauAch -41.825554 0.000000
alpha tauNor -15.294247 0.000000
alpha beta -0.987270 0.000000
alpha h0 1.520888 0.000000
alpha mNor -1.823322 0.000000
alpha mAch 0.049778 0.000000
N M 6.593085 0.000000
N k1 1.377153 0.000000
N k2 2.104167 0.000000
N tau1 1.571134 0.000000
N tau2 0.577810 0.000000
N tauAch -31.738876 0.000000
N tauNor -11.166948 0.000000
N beta -0.073559 0.000000
N h0 1.871224 0.000000
N mNor -0.721821 0.000000
N mAch 0.730550 0.000000
M k1 4.170811 0.000000
M k2 4.640799 0.000000
M tau1 4.296212 0.000000
M tau2 3.654065 0.000000
M tauAch -17.237506 0.000000
M tauNor -3.938497 0.000000
M beta 3.232978 0.000000
M h0 4.490210 0.000000
M mNor 2.813900 0.000000
M mAch 3.752805 0.000000
k1 k2 5.832168 0.000000
k1 tau1 4.587656 0.000000
k1 tau2 2.268469 0.000000
k1 tauAch -73.183708 0.000000
k1 tauNor -25.152894 0.000000
k1 beta 0.747668 0.000000
k1 h0 5.288298 0.000000
k1 mNor -0.765876 0.000000
k1 mAch 2.625081 0.000000
k2 tau1 1.376617 0.000000
k2 tau2 0.924437 0.000000
k2 tauAch -13.786741 0.000000
k2 tauNor -4.422003 0.000000
k2 beta 0.627921 0.000000
k2 h0 1.513224 0.000000
k2 mNor 0.332820 0.000000
k2 mAch 0.993967 0.000000
tau1 tau2 0.003676 0.000000
tau1 tauAch 6.650654 0.000000
tau1 tauNor 2.419368 0.000000
tau1 beta 0.137651 0.000000
tau1 h0 -0.262357 0.000000
tau1 mNor 0.270987 0.000000
tau1 mAch -0.027740 0.000000
tau2 tauAch 10.738224 0.000000
tau2 tauNor 3.457362 0.000000
tau2 beta -0.468834 0.000000
tau2 h0 -1.157136 0.000000
tau2 mNor -0.239400 0.000000
tau2 mAch -0.753426 0.000000
tauAch tauNor -26.584533 0.000000
tauAch beta -18.526581 0.000000
tauAch h0 -17.113940 0.000000
tauAch mNor -18.997461 0.000000
tauAch mAch -17.942497 0.000000
tauNor beta -6.936619 0.000000
tauNor h0 -6.210479 0.000000
tauNor mNor -7.178666 0.000000
tauNor mAch -6.636382 0.000000
beta h0 2.643031 0.000000
beta mNor -1.292182 0.000000
beta mAch 0.911940 0.000000
h0 mNor 0.897283 0.000000
h0 mAch -1.216234 0.000000
mNor mAch -0.007971 0.000000
