Parameter S1 S1_conf ST ST_conf
alpha -1.770054 0.000000 14.493040 0.000000
N 0.987877 0.000000 4.514318 0.000000
M -1.188479 0.000000 6.533852 0.000000
k1 0.832590 0.000000 3.206634 0.000000
k2 0.280834 0.000000 0.364827 0.000000
tau1 1.166671 0.000000 6.296265 0.000000
tau2 0.234457 0.000000 0.254280 0.000000
tauAch 0.642352 0.000000 1.908676 0.000000
tauNor 0.510740 0.000000 1.206662 0.000000
beta 0.560698 0.000000 1.454267 0.000000
h0 1.186466 0.000000 6.511738 0.000000
mNor 0.377029 0.000000 0.657560 0.000000
mAch 0.301833 0.000000 0.421425 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 0.201875 0.000000
alpha M 7.986327 0.000000
alpha k1 0.757308 0.000000
alpha k2 2.730845 0.000000
alpha tau1 -0.437639 0.000000
alpha tau2 2.896730 0.000000
alpha tauAch 1.437760 0.000000
alpha tauNor 1.908514 0.000000
alpha beta 1.729822 0.000000
alpha h0 -0.508443 0.000000
alpha mNor 2.386775 0.000000
alpha mAch 2.655736 0.000000
N M -14.998318 0.000000
N k1 1.294683 0.000000
N k2 -3.153340 0.000000
N tau1 3.987895 0.000000
N tau2 -3.527216 0.000000
N tauAch -0.238942 0.000000
N tauNor -1.299943 0.000000
N beta -0.897201 0.000000
N h0 4.147475 0.000000
N mNor -2.377864 0.000000
N mAch -2.984056 0.000000
M k1 0.161955 0.000000
M k2 2.162341 0.000000
M tau1 -1.049250 0.000000
M tau2 2.330483 0.000000
M tauAch 0.851664 0.000000
M tauNor 1.328822 0.000000
M beta 1.147699 0.000000
M h0 -1.121017 0.000000
M mNor 1.813590 0.000000
M mAch 2.086210 0.000000
k1 k2 0.852251 0.000000
k1 tau1 -4.703995 0.000000
k1 tau2 1.143146 0.000000
k1 tauAch -1.415300 0.000000
k1 tauNor -0.589787 0.000000
k1 beta -0.903141 0.000000
k1 h0 -4.828157 0.000000
k1 mNor 0.248891 0.000000
k1 mAch 0.720540 0.000000
k2 tau1 2.071027 0.000000
k2 tau2 -1.481085 0.000000
k2 tauAch 0.073159 0.000000
k2 tauNor -0.428336 0.000000
k2 beta -0.237975 0.000000
k2 h0 2.146455 0.000000
k2 mNor -0.937829 0.000000
k2 mAch -1.224354 0.000000
tau1 tau2 0.251181 0.000000
tau1 tauAch -1.584841 0.000000
tau1 tauNor -0.992427 0.000000
tau1 beta -1.217300 0.000000
tau1 h0 -4.034017 0.000000
tau1 mNor -0.390565 0.000000
tau1 mAch -0.052095 0.000000
tau2 tauAch -2.181220 0.000000
tau2 tauNor 0.576721 0.000000
tau2 beta -0.470158 0.000000
tau2 h0 -13.583176 0.000000
tau2 mNor 3.378644 0.000000
tau2 mAch 4.954368 0.000000
tauAch tauNor -0.842960 0.000000
tauAch beta -0.584061 0.000000
tauAch h0 2.658852 0.000000
tauAch mNor -1.535889 0.000000
tauAch mAch -1.925574 0.000000
tauNor beta -1.511992 0.000000
tauNor h0 -57.215642 0.000000
tauNor mNor 14.837590 0.000000
tauNor mAch 21.531213 0.000000
beta h0 -10.722311 0.000000
beta mNor 2.189749 0.000000
beta mAch 3.389257 0.000000
h0 mNor -1.966411 0.000000
h0 mAch -2.306556 0.000000
mNor mAch -27.897132 0.000000
