Parameter S1 S1_conf ST ST_conf
alpha 1.883697 0.000000 0.691693 0.000000
N 0.614404 0.000000 0.073587 0.000000
M -1.292313 0.000000 0.325557 0.000000
k1 1.334097 0.000000 0.346949 0.000000
k2 -0.988883 0.000000 0.190625 0.000000
tau1 -0.076383 0.000000 0.001137 0.000000
tau2 0.171557 0.000000 0.005737 0.000000
tauAch 0.477861 0.000000 0.044514 0.000000
tauNor 0.616035 0.000000 0.073978 0.000000
beta 0.523099 0.000000 0.053341 0.000000
h0 0.480900 0.000000 0.045082 0.000000
mNor 0.519258 0.000000 0.052560 0.000000
mAch 0.068092 0.000000 0.000904 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -1.862685 0.000000
alpha M -0.174956 0.000000
alpha k1 -2.499720 0.000000
alpha k2 -0.443537 0.000000
alpha tau1 -1.251236 0.000000
alpha tau2 -1.470699 0.000000
alpha tauAch -1.741824 0.000000
alpha tauNor -1.864128 0.000000
alpha beta -1.781866 0.000000
alpha h0 -1.744515 0.000000
alpha mNor -1.778466 0.000000
alpha mAch -1.379118 0.000000
N M 1.241841 0.000000
N k1 -1.283605 0.000000
N k2 0.950076 0.000000
N tau1 0.072653 0.000000
N tau2 -0.165755 0.000000
N tauAch -0.460284 0.000000
N tauNor -0.593146 0.000000
N beta -0.503783 0.000000
N h0 -0.463207 0.000000
N mNor -0.500089 0.000000
N mAch -0.066267 0.000000
M k1 0.612030 0.000000
M k2 2.882701 0.000000
M tau1 1.990748 0.000000
M tau2 1.748392 0.000000
M tauAch 1.448985 0.000000
M tauNor 1.313923 0.000000
M beta 1.404766 0.000000
M h0 1.446014 0.000000
M mNor 1.408521 0.000000
M mAch 1.849527 0.000000
k1 k2 0.398176 0.000000
k1 tau1 -0.573351 0.000000
k1 tau2 -0.837329 0.000000
k1 tauAch -1.163447 0.000000
k1 tauNor -1.310559 0.000000
k1 beta -1.211611 0.000000
k1 h0 -1.166683 0.000000
k1 mNor -1.207522 0.000000
k1 mAch -0.727171 0.000000
k2 tau1 1.662407 0.000000
k2 tau2 1.428695 0.000000
k2 tauAch 1.139967 0.000000
k2 tauNor 1.009722 0.000000
k2 beta 1.097325 0.000000
k2 h0 1.137102 0.000000
k2 mNor 1.100946 0.000000
k2 mAch 1.526222 0.000000
tau1 tau2 0.292543 0.000000
tau1 tauAch 0.150638 0.000000
tau1 tauNor 0.086625 0.000000
tau1 beta 0.129680 0.000000
tau1 h0 0.149230 0.000000
tau1 mNor 0.131460 0.000000
tau1 mAch 0.340477 0.000000
tau2 tauAch -4.535524 0.000000
tau2 tauNor -0.773483 0.000000
tau2 beta -3.303832 0.000000
tau2 h0 -4.452759 0.000000
tau2 mNor -3.408417 0.000000
tau2 mAch -15.692234 0.000000
tauAch tauNor -0.456046 0.000000
tauAch beta -0.364344 0.000000
tauAch h0 -0.322706 0.000000
tauAch mNor -0.360554 0.000000
tauAch mAch 0.084623 0.000000
tauNor beta -0.437014 0.000000
tauNor h0 -0.371349 0.000000
tauNor mNor -0.431037 0.000000
tauNor mAch 0.271027 0.000000
beta h0 -0.303784 0.000000
beta mNor -0.357283 0.000000
beta mAch 0.271984 0.000000
h0 mNor -0.357684 0.000000
h0 mAch 0.109921 0.000000
mNor mAch 0.078916 0.000000
