Parameter S1 S1_conf ST ST_conf
alpha 3.199488 0.000000 4.084679 0.000000
N 2.694086 0.000000 2.896142 0.000000
M 43.439519 0.000000 752.951660 0.000000
k1 4.976749 0.000000 9.882993 0.000000
k2 4.389898 0.000000 7.689637 0.000000
tau1 7.636375 0.000000 23.268671 0.000000
tau2 3.169205 0.000000 4.007724 0.000000
tauAch -85.091334 0.000000 2889.134440 0.000000
tauNor -6.365560 0.000000 16.168523 0.000000
beta 0.130527 0.000000 0.006798 0.000000
h0 46.129427 0.000000 849.088995 0.000000
mNor 3.633883 0.000000 5.269130 0.000000
mAch 3.497612 0.000000 4.881355 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -6.411172 0.000000
alpha M -83.012586 0.000000
alpha k1 -10.702579 0.000000
alpha k2 -9.599298 0.000000
alpha tau1 -15.702676 0.000000
alpha tau2 -7.304397 0.000000
alpha tauAch 158.625418 0.000000
alpha tauNor 10.620962 0.000000
alpha beta -1.591682 0.000000
alpha h0 -88.069615 0.000000
alpha mNor -8.177991 0.000000
alpha mAch -7.921802 0.000000
N M -44.581811 0.000000
N k1 -6.631878 0.000000
N k2 -6.052851 0.000000
N tau1 -9.256043 0.000000
N tau2 -4.848435 0.000000
N tauAch 82.235297 0.000000
N tauNor 4.559200 0.000000
N beta -1.850273 0.000000
N h0 -47.235854 0.000000
N mNor -5.306917 0.000000
N mAch -5.172463 0.000000
M k1 -28.925561 0.000000
M k2 -31.059743 0.000000
M tau1 -19.253387 0.000000
M tau2 -35.498994 0.000000
M tauAch -356.473157 0.000000
M tauNor -70.173758 0.000000
M beta -46.549653 0.000000
M h0 120.733014 0.000000
M mNor -33.809117 0.000000
M mAch -34.304688 0.000000
k1 k2 -12.216251 0.000000
k1 tau1 -19.120426 0.000000
k1 tau2 -9.620245 0.000000
k1 tauAch 178.080502 0.000000
k1 tauNor 10.657023 0.000000
k1 beta -3.157990 0.000000
k1 h0 -100.982318 0.000000
k1 mNor -10.608460 0.000000
k1 mAch -10.318657 0.000000
k2 tau1 14.675248 0.000000
k2 tau2 1.869361 0.000000
k2 tauAch -251.144186 0.000000
k2 tauNor -25.463633 0.000000
k2 beta -6.841515 0.000000
k2 h0 125.021998 0.000000
k2 mNor 3.201437 0.000000
k2 mAch 2.810794 0.000000
tau1 tau2 -2.294170 0.000000
tau1 tauAch -218.238291 0.000000
tau1 tauNor -25.622563 0.000000
tau1 beta -9.728802 0.000000
tau1 h0 102.815173 0.000000
tau1 mNor -1.157259 0.000000
tau1 mAch -1.490668 0.000000
tau2 tauAch 305.273655 0.000000
tau2 tauNor 23.172964 0.000000
tau2 beta -0.104683 0.000000
tau2 h0 -164.934075 0.000000
tau2 mNor -12.658373 0.000000
tau2 mAch -12.170070 0.000000
tauAch tauNor 100.480062 0.000000
tauAch beta 86.881586 0.000000
tauAch h0 -9.409445 0.000000
tauAch mNor 79.547895 0.000000
tauAch mAch 79.833155 0.000000
tauNor beta 7.264962 0.000000
tauNor h0 -41.110548 0.000000
tauNor mNor 3.580600 0.000000
tauNor mAch 3.723911 0.000000
beta h0 -128.188113 0.000000
beta mNor -7.642418 0.000000
beta mAch -7.255863 0.000000
h0 mNor -84.721653 0.000000
h0 mAch -82.735736 0.000000
mNor mAch 13.480320 0.000000
