Parameter S1 S1_conf ST ST_conf
alpha -3.601158 0.000000 4.880180 0.000000
N 1.215174 0.000000 0.555685 0.000000
M -13.734216 0.000000 70.983781 0.000000
k1 -0.619297 0.000000 0.144328 0.000000
k2 11.752914 0.000000 51.980750 0.000000
tau1 1.003487 0.000000 0.378944 0.000000
tau2 -1.954278 0.000000 1.437222 0.000000
tauAch 13.502261 0.000000 68.606360 0.000000
tauNor -1.268096 0.000000 0.605140 0.000000
beta 4.901458 0.000000 9.040697 0.000000
h0 -13.508116 0.000000 68.665874 0.000000
mNor 10.056265 0.000000 38.056144 0.000000
mAch 1.146714 0.000000 0.494836 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 2.834528 0.000000
alpha M 50.890482 0.000000
alpha k1 8.731577 0.000000
alpha k2 -31.039842 0.000000
alpha tau1 3.515012 0.000000
alpha tau2 13.022972 0.000000
alpha tauAch -36.663249 0.000000
alpha tauNor 10.817189 0.000000
alpha beta -9.015312 0.000000
alpha h0 50.163667 0.000000
alpha mNor -25.585832 0.000000
alpha mAch 3.054599 0.000000
N M -31.604411 0.000000
N k1 -4.512102 0.000000
N k2 21.045952 0.000000
N tau1 -1.159814 0.000000
N tau2 -7.269854 0.000000
N tauAch 24.659686 0.000000
N tauNor -5.852366 0.000000
N beta 6.892468 0.000000
N h0 -31.137343 0.000000
N mNor 17.541076 0.000000
N mAch -0.863942 0.000000
M k1 15.417981 0.000000
M k2 2.365297 0.000000
M tau1 13.705943 0.000000
M tau2 16.826385 0.000000
M tauAch 0.519737 0.000000
M tauNor 16.102463 0.000000
M beta 9.593584 0.000000
M h0 29.015684 0.000000
M mNor 4.155263 0.000000
M mAch 13.554839 0.000000
k1 k2 -6.655568 0.000000
k1 tau1 0.601206 0.000000
k1 tau2 2.597948 0.000000
k1 tauAch -7.836525 0.000000
k1 tauNor 2.134717 0.000000
k1 beta -2.030255 0.000000
k1 h0 10.397768 0.000000
k1 mNor -5.510186 0.000000
k1 mAch 0.504516 0.000000
k2 tau1 -11.769752 0.000000
k2 tau2 -9.911374 0.000000
k2 tauAch -19.622795 0.000000
k2 tauNor -10.342505 0.000000
k2 beta -14.218867 0.000000
k2 h0 -2.652038 0.000000
k2 mNor -17.457658 0.000000
k2 mAch -11.859742 0.000000
tau1 tau2 23.825272 0.000000
tau1 tauAch -107.109946 0.000000
tau1 tauNor 18.012500 0.000000
tau1 beta -34.250941 0.000000
tau1 h0 121.699991 0.000000
tau1 mNor -77.918270 0.000000
tau1 mAch -2.443803 0.000000
tau2 tauAch 30.041281 0.000000
tau2 tauNor -3.079366 0.000000
tau2 beta 10.755074 0.000000
tau2 h0 -30.526055 0.000000
tau2 mNor 22.314073 0.000000
tau2 mAch 2.335538 0.000000
tauAch tauNor -13.774821 0.000000
tauAch beta -13.025717 0.000000
tauAch h0 -15.260998 0.000000
tauAch mNor -12.399823 0.000000
tauAch mAch -13.481616 0.000000
tauNor beta -7.353092 0.000000
tauNor h0 33.085564 0.000000
tauNor mNor -18.676193 0.000000
tauNor mAch 0.894617 0.000000
beta h0 17.255383 0.000000
beta mNor -18.790132 0.000000
beta mAch -5.161539 0.000000
h0 mNor 4.350055 0.000000
h0 mAch 13.336621 0.000000
mNor mAch -10.317830 0.000000
