Parameter S1 S1_conf ST ST_conf
alpha -0.958076 0.000000 0.103949 0.000000
N 0.154934 0.000000 0.002718 0.000000
M 0.618478 0.000000 0.043318 0.000000
k1 -1.298093 0.000000 0.190824 0.000000
k2 -1.063599 0.000000 0.128108 0.000000
tau1 -0.345041 0.000000 0.013482 0.000000
tau2 -0.102801 0.000000 0.001197 0.000000
tauAch -1.204295 0.000000 0.164243 0.000000
tauNor -1.430415 0.000000 0.231710 0.000000
beta -1.450514 0.000000 0.238267 0.000000
h0 -1.070299 0.000000 0.129727 0.000000
mNor -1.093748 0.000000 0.135474 0.000000
mAch -0.453914 0.000000 0.023333 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 0.599349 0.000000
alpha M 0.147059 0.000000
alpha k1 2.017097 0.000000
alpha k2 1.788297 0.000000
alpha tau1 1.087185 0.000000
alpha tau2 0.850826 0.000000
alpha tauAch 1.925577 0.000000
alpha tauNor 2.146207 0.000000
alpha beta 2.165818 0.000000
alpha h0 1.794834 0.000000
alpha mNor 1.817714 0.000000
alpha mAch 1.193414 0.000000
N M -1.145726 0.000000
N k1 1.138836 0.000000
N k2 0.859318 0.000000
N tau1 0.002794 0.000000
N tau2 -0.285958 0.000000
N tauAch 1.027029 0.000000
N tauNor 1.296565 0.000000
N beta 1.320523 0.000000
N h0 0.867304 0.000000
N mNor 0.895256 0.000000
N mAch 0.132571 0.000000
M k1 0.790530 0.000000
M k2 0.486115 0.000000
M tau1 -0.446701 0.000000
M tau2 -0.761173 0.000000
M tauAch 0.668764 0.000000
M tauNor 0.962308 0.000000
M beta 0.988400 0.000000
M h0 0.494812 0.000000
M mNor 0.525254 0.000000
M mAch -0.305365 0.000000
k1 k2 2.374280 0.000000
k1 tau1 1.465453 0.000000
k1 tau2 1.159068 0.000000
k1 tauAch 2.552233 0.000000
k1 tauNor 2.838227 0.000000
k1 beta 2.863649 0.000000
k1 h0 2.382754 0.000000
k1 mNor 2.412413 0.000000
k1 mAch 1.603154 0.000000
k2 tau1 1.293606 0.000000
k2 tau2 0.872533 0.000000
k2 tauAch 2.787195 0.000000
k2 tauNor 3.180244 0.000000
k2 beta 3.215182 0.000000
k2 h0 2.554276 0.000000
k2 mNor 2.595037 0.000000
k2 mAch 1.482852 0.000000
tau1 tau2 0.189274 0.000000
tau1 tauAch 1.750212 0.000000
tau1 tauNor 2.070648 0.000000
tau1 beta 2.099131 0.000000
tau1 h0 1.560324 0.000000
tau1 mNor 1.593555 0.000000
tau1 mAch 0.686840 0.000000
tau2 tauAch 1.113937 0.000000
tau2 tauNor 1.344517 0.000000
tau2 beta 1.365013 0.000000
tau2 h0 0.977297 0.000000
tau2 mNor 1.001209 0.000000
tau2 mAch 0.348753 0.000000
tauAch tauNor 2.200255 0.000000
tauAch beta 2.216695 0.000000
tauAch h0 1.905714 0.000000
tauAch mNor 1.924893 0.000000
tauAch mAch 1.401569 0.000000
tauNor beta 2.867308 0.000000
tauNor h0 2.425935 0.000000
tauNor mNor 2.453156 0.000000
tauNor mAch 1.710405 0.000000
beta h0 2.300448 0.000000
beta mNor 2.323688 0.000000
beta mAch 1.689558 0.000000
h0 mNor 1.826325 0.000000
h0 mAch 1.277272 0.000000
mNor mAch 0.937832 0.000000
