Parameter S1 S1_conf ST ST_conf
alpha 0.243611 0.000000 0.018204 0.000000
N -11.021570 0.000000 37.261760 0.000000
M 7.827848 0.000000 18.795820 0.000000
k1 0.765269 0.000000 0.179641 0.000000
k2 0.675137 0.000000 0.139817 0.000000
tau1 -0.368179 0.000000 0.041581 0.000000
tau2 -5.464018 0.000000 9.158003 0.000000
tauAch 0.854125 0.000000 0.223779 0.000000
tauNor -4.994654 0.000000 7.652216 0.000000
beta 0.372856 0.000000 0.042644 0.000000
h0 2.086633 0.000000 1.335576 0.000000
mNor 0.138174 0.000000 0.005856 0.000000
mAch 0.030611 0.000000 0.000287 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 31.989803 0.000000
alpha M -18.875111 0.000000
alpha k1 0.183170 0.000000
alpha k2 0.426389 0.000000
alpha tau1 3.241765 0.000000
alpha tau2 16.992822 0.000000
alpha tauAch -0.056607 0.000000
alpha tauNor 15.726247 0.000000
alpha beta 1.242091 0.000000
alpha h0 -3.382514 0.000000
alpha mNor 1.875378 0.000000
alpha mAch 2.165635 0.000000
N M 2.834947 0.000000
N k1 11.209096 0.000000
N k2 11.315966 0.000000
N tau1 12.553033 0.000000
N tau2 18.595204 0.000000
N tauAch 11.103739 0.000000
N tauNor 18.038675 0.000000
N beta 11.674382 0.000000
N h0 9.642346 0.000000
N mNor 11.952647 0.000000
N mAch 12.080185 0.000000
M k1 -7.771417 0.000000
M k2 -7.739258 0.000000
M tau1 -7.366995 0.000000
M tau2 -5.548761 0.000000
M tauAch -7.803122 0.000000
M tauNor -5.716234 0.000000
M beta -7.631402 0.000000
M h0 -8.242890 0.000000
M mNor -7.547665 0.000000
M mAch -7.509286 0.000000
k1 k2 -0.566199 0.000000
k1 tau1 0.270305 0.000000
k1 tau2 4.356014 0.000000
k1 tauAch -0.709706 0.000000
k1 tauNor 3.979690 0.000000
k1 beta -0.323838 0.000000
k1 h0 -1.697899 0.000000
k1 mNor -0.135675 0.000000
k1 mAch -0.049434 0.000000
k2 tau1 -12.133823 0.000000
k2 tau2 -57.342450 0.000000
k2 tauAch -1.289938 0.000000
k2 tauNor -53.178398 0.000000
k2 beta -5.559600 0.000000
k2 h0 9.644469 0.000000
k2 mNor -7.641626 0.000000
k2 mAch -8.595888 0.000000
tau1 tau2 244.633719 0.000000
tau1 tauAch 3.018291 0.000000
tau1 tauNor 226.684494 0.000000
tau1 beta 21.422750 0.000000
tau1 h0 -44.114683 0.000000
tau1 mNor 30.397363 0.000000
tau1 mAch 34.510727 0.000000
tau2 tauAch 5.284607 0.000000
tau2 tauNor -9.857536 0.000000
tau2 beta 4.038630 0.000000
tau2 h0 8.475497 0.000000
tau2 mNor 3.431051 0.000000
tau2 mAch 3.152577 0.000000
tauAch tauNor 5.539375 0.000000
tauAch beta -0.259327 0.000000
tauAch h0 -2.110778 0.000000
tauAch mNor -0.005792 0.000000
tauAch mAch 0.110412 0.000000
tauNor beta 5.623054 0.000000
tauNor h0 3.667006 0.000000
tauNor mNor 5.890913 0.000000
tauNor mAch 6.013681 0.000000
beta h0 -3.473228 0.000000
beta mNor 1.720122 0.000000
beta mAch 2.006816 0.000000
h0 mNor -2.828463 0.000000
h0 mAch -2.930078 0.000000
mNor mAch -7.196383 0.000000
