Parameter S1 S1_conf ST ST_conf
alpha 6.957241 0.000000 1.494213 0.000000
N -5.981083 0.000000 1.104328 0.000000
M -1.278033 0.000000 0.050422 0.000000
k1 -1.196217 0.000000 0.044173 0.000000
k2 -5.253902 0.000000 0.852123 0.000000
tau1 -3.478621 0.000000 0.373553 0.000000
tau2 -7.789515 0.000000 1.873093 0.000000
tauAch -76.535297 0.000000 180.826471 0.000000
tauNor 0.620678 0.000000 0.011892 0.000000
beta -8.016627 0.000000 1.983909 0.000000
h0 -8.886987 0.000000 2.438078 0.000000
mNor 2.234442 0.000000 0.154126 0.000000
mAch -5.574821 0.000000 0.959401 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -16.273699 0.000000
alpha M -36.495749 0.000000
alpha k1 -36.847542 0.000000
alpha k2 -19.400413 0.000000
alpha tau1 -27.033722 0.000000
alpha tau2 -8.497853 0.000000
alpha tauAch 287.093443 0.000000
alpha tauNor -44.659780 0.000000
alpha beta -7.521324 0.000000
alpha h0 -3.778971 0.000000
alpha mNor -51.598599 0.000000
alpha mAch -18.020534 0.000000
N M -2.899016 0.000000
N k1 -3.004775 0.000000
N k2 2.240319 0.000000
N tau1 -0.054467 0.000000
N tau2 5.517932 0.000000
N tauAch 94.380927 0.000000
N tauNor -5.353352 0.000000
N beta 5.811504 0.000000
N h0 6.936560 0.000000
N mNor -7.439355 0.000000
N mAch 2.655149 0.000000
M k1 -2.748106 0.000000
M k2 -0.398027 0.000000
M tau1 -1.426212 0.000000
M tau2 1.070517 0.000000
M tauAch 40.885833 0.000000
M tauNor -3.800392 0.000000
M beta 1.202053 0.000000
M h0 1.706137 0.000000
M mNor -4.735032 0.000000
M mAch -0.212161 0.000000
k1 k2 2.125233 0.000000
k1 tau1 2.695141 0.000000
k1 tau2 1.311240 0.000000
k1 tauAch -20.757821 0.000000
k1 tauNor 4.011116 0.000000
k1 beta 1.238331 0.000000
k1 h0 0.958925 0.000000
k1 mNor 4.529173 0.000000
k1 mAch 2.022210 0.000000
k2 tau1 1.281915 0.000000
k2 tau2 4.949103 0.000000
k2 tauAch 63.429719 0.000000
k2 tauNor -2.205274 0.000000
k2 beta 5.142302 0.000000
k2 h0 5.882700 0.000000
k2 mNor -3.578070 0.000000
k2 mAch 3.065109 0.000000
tau1 tau2 3.010851 0.000000
tau1 tauAch 92.759961 0.000000
tau1 tauNor -7.968838 0.000000
tau1 beta 3.307351 0.000000
tau1 h0 4.443625 0.000000
tau1 mNor -10.075642 0.000000
tau1 mAch 0.119521 0.000000
tau2 tauAch -53.617464 0.000000
tau2 tauNor 15.662984 0.000000
tau2 beta 7.907313 0.000000
tau2 h0 7.125792 0.000000
tau2 mNor 17.112026 0.000000
tau2 mAch 10.099876 0.000000
tauAch tauNor 79.509040 0.000000
tauAch beta 76.579788 0.000000
tauAch h0 76.284615 0.000000
tauAch mNor 80.056331 0.000000
tauAch mAch 77.407901 0.000000
tauNor beta -0.705936 0.000000
tauNor h0 -0.140301 0.000000
tauNor mNor -7.367971 0.000000
tauNor mAch -2.292833 0.000000
beta h0 8.821720 0.000000
beta mNor -3.291553 0.000000
beta mAch 5.214165 0.000000
h0 mNor 401.280636 0.000000
h0 mAch 106.132370 0.000000
mNor mAch -2.676235 0.000000
