Parameter S1 S1_conf ST ST_conf
alpha -13.308916 0.000000 5.271473 0.000000
N 4.411546 0.000000 0.579199 0.000000
M -1.785811 0.000000 0.094911 0.000000
k1 20.485404 0.000000 12.489231 0.000000
k2 -202.413739 0.000000 1219.345019 0.000000
tau1 0.194268 0.000000 0.001123 0.000000
tau2 -1.252094 0.000000 0.046657 0.000000
tauAch -1.930213 0.000000 0.110881 0.000000
tauNor 3.623565 0.000000 0.390768 0.000000
beta -14.325966 0.000000 6.107935 0.000000
h0 -0.757333 0.000000 0.017070 0.000000
mNor -11.145996 0.000000 3.697298 0.000000
mAch 6.759903 0.000000 1.359964 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -17.886365 0.000000
alpha M -3.031410 0.000000
alpha k1 -56.415121 0.000000
alpha k2 477.870209 0.000000
alpha tau1 -7.777625 0.000000
alpha tau2 -4.310722 0.000000
alpha tauAch -2.685280 0.000000
alpha tauNor -15.997591 0.000000
alpha beta 27.027120 0.000000
alpha h0 -5.496653 0.000000
alpha mNor 19.404788 0.000000
alpha mAch -23.515336 0.000000
N M 6.570773 0.000000
N k1 42.449917 0.000000
N k2 -316.642779 0.000000
N tau1 9.760700 0.000000
N tau2 7.430597 0.000000
N tauAch 6.338139 0.000000
N tauNor 15.285332 0.000000
N beta -13.631538 0.000000
N h0 8.227660 0.000000
N mNor -8.508576 0.000000
N mAch 20.338001 0.000000
M k1 -162.091935 0.000000
M k2 1093.679823 0.000000
M tau1 -47.775502 0.000000
M tau2 -39.626973 0.000000
M tauAch -35.806573 0.000000
M tauNor -67.095517 0.000000
M beta 34.028758 0.000000
M h0 -42.414358 0.000000
M mNor 16.113408 0.000000
M mAch -84.765050 0.000000
k1 k2 81.447474 0.000000
k1 tau1 -25.112160 0.000000
k1 tau2 -24.351460 0.000000
k1 tauAch -23.994810 0.000000
k1 tauNor -26.915764 0.000000
k1 beta -17.475390 0.000000
k1 h0 -24.611674 0.000000
k1 mNor -19.147862 0.000000
k1 mAch -28.565289 0.000000
k2 tau1 195.393777 0.000000
k2 tau2 196.547951 0.000000
k2 tauAch 197.089079 0.000000
k2 tauNor 192.657252 0.000000
k2 beta 206.980693 0.000000
k2 h0 196.153140 0.000000
k2 mNor 204.443128 0.000000
k2 mAch 190.154504 0.000000
tau1 tau2 -7.053218 0.000000
tau1 tauAch -6.420468 0.000000
tau1 tauNor -11.602667 0.000000
tau1 beta 5.145937 0.000000
tau1 h0 -7.514876 0.000000
tau1 mNor 2.178726 0.000000
tau1 mAch -14.529165 0.000000
tau2 tauAch 17.988977 0.000000
tau2 tauNor 31.919443 0.000000
tau2 beta -13.103113 0.000000
tau2 h0 20.930896 0.000000
tau2 mNor -5.126840 0.000000
tau2 mAch 39.786273 0.000000
tauAch tauNor 5.218917 0.000000
tauAch beta 0.390791 0.000000
tauAch h0 4.040528 0.000000
tauAch mNor 1.246150 0.000000
tauAch mAch 6.062540 0.000000
tauNor beta -65.201896 0.000000
tauNor h0 80.790947 0.000000
tauNor mNor -30.986744 0.000000
tauNor mAch 161.673285 0.000000
beta h0 7.678718 0.000000
beta mNor 16.480688 0.000000
beta mAch 1.309613 0.000000
h0 mNor 0.802151 0.000000
h0 mAch 0.486595 0.000000
mNor mAch 8.900290 0.000000
