Parameter S1 S1_conf ST ST_conf
alpha -0.323448 0.000000 0.010674 0.000000
N -0.313793 0.000000 0.010046 0.000000
M 0.466666 0.000000 0.022220 0.000000
k1 -0.601839 0.000000 0.036956 0.000000
k2 -0.431264 0.000000 0.018976 0.000000
tau1 0.241379 0.000000 0.005945 0.000000
tau2 0.001609 0.000000 0.000000 0.000000
tauAch 0.448429 0.000000 0.020517 0.000000
tauNor -2.481377 0.000000 0.628221 0.000000
beta -0.122567 0.000000 0.001533 0.000000
h0 1.106053 0.000000 0.124818 0.000000
mNor 0.477260 0.000000 0.023240 0.000000
mAch -0.371724 0.000000 0.014098 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 0.166631 0.000000
alpha M -0.601612 0.000000
alpha k1 0.450169 0.000000
alpha k2 0.282264 0.000000
alpha tau1 -0.379851 0.000000
alpha tau2 -0.143834 0.000000
alpha tauAch -0.583660 0.000000
alpha tauNor 2.300288 0.000000
alpha beta -0.021601 0.000000
alpha h0 -1.230990 0.000000
alpha mNor -0.612040 0.000000
alpha mAch 0.223656 0.000000
N M -0.530930 0.000000
N k1 0.429508 0.000000
N k2 0.276185 0.000000
N tau1 -0.328428 0.000000
N tau2 -0.112908 0.000000
N tauAch -0.514537 0.000000
N tauNor 2.118953 0.000000
N beta -0.001291 0.000000
N h0 -1.105650 0.000000
N mNor -0.540452 0.000000
N mAch 0.222667 0.000000
M k1 -0.353854 0.000000
M k2 -0.503330 0.000000
M tau1 -1.092777 0.000000
M tau2 -0.882663 0.000000
M tauAch -1.274217 0.000000
M tauNor 1.293211 0.000000
M beta -0.773846 0.000000
M h0 -1.850502 0.000000
M mNor -1.299482 0.000000
M mAch -0.555506 0.000000
k1 k2 0.662912 0.000000
k1 tau1 1.644782 0.000000
k1 tau2 1.294785 0.000000
k1 tauAch 1.947017 0.000000
k1 tauNor -2.329679 0.000000
k1 beta 1.113523 0.000000
k1 h0 2.906963 0.000000
k1 mNor 1.989102 0.000000
k1 mAch 0.749824 0.000000
k2 tau1 -0.286816 0.000000
k2 tau2 -0.045838 0.000000
k2 tauAch -0.494908 0.000000
k2 tauNor 2.449650 0.000000
k2 beta 0.078963 0.000000
k2 h0 -1.155843 0.000000
k2 mNor -0.523884 0.000000
k2 mAch 0.329374 0.000000
tau1 tau2 -0.597621 0.000000
tau1 tauAch -0.932931 0.000000
tau1 tauNor 1.265706 0.000000
tau1 beta -0.504435 0.000000
tau1 h0 -1.426437 0.000000
tau1 mNor -0.954568 0.000000
tau1 mAch -0.317458 0.000000
tau2 tauAch -0.941701 0.000000
tau2 tauNor 2.047112 0.000000
tau2 beta -0.359205 0.000000
tau2 h0 -1.612569 0.000000
tau2 mNor -0.971113 0.000000
tau2 mAch -0.105030 0.000000
tauAch tauNor 1.237150 0.000000
tauAch beta -0.742640 0.000000
tauAch h0 -1.773841 0.000000
tauAch mNor -1.246085 0.000000
tauAch mAch -0.533518 0.000000
tauNor beta 2.191157 0.000000
tauNor h0 1.173941 0.000000
tauNor mNor 1.694540 0.000000
tauNor mAch 2.397442 0.000000
beta h0 -2.298713 0.000000
beta mNor -1.334601 0.000000
beta mAch -0.032875 0.000000
h0 mNor -1.565423 0.000000
h0 mAch -1.155056 0.000000
mNor mAch -0.483563 0.000000
