Parameter S1 S1_conf ST ST_conf
alpha -181.324844 0.000000 1077.572042 0.000000
N 40.942837 0.000000 54.939862 0.000000
M 23.251488 0.000000 17.718754 0.000000
k1 136.062561 0.000000 606.748858 0.000000
k2 -123.242076 0.000000 497.794048 0.000000
tau1 -22.079723 0.000000 15.977872 0.000000
tau2 28.007474 0.000000 25.708668 0.000000
tauAch -3228.648304 0.000000 341643.504775 0.000000
tauNor 54.866159 0.000000 98.659931 0.000000
beta -67.594740 0.000000 149.746782 0.000000
h0 -63.528028 0.000000 132.270329 0.000000
mNor 10.453979 0.000000 3.581747 0.000000
mAch -7.260346 0.000000 1.727612 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 496.701972 0.000000
alpha M 409.537439 0.000000
alpha k1 965.352837 0.000000
alpha k2 -312.230173 0.000000
alpha tau1 186.192474 0.000000
alpha tau2 432.969983 0.000000
alpha tauAch -15612.435709 0.000000
alpha tauNor 565.301592 0.000000
alpha beta -38.058097 0.000000
alpha h0 -18.021574 0.000000
alpha mNor 346.484654 0.000000
alpha mAch 259.206920 0.000000
N M 9.003737 0.000000
N k1 130.649412 0.000000
N k2 -148.962215 0.000000
N tau1 -39.877509 0.000000
N tau2 14.132180 0.000000
N tauAch -3497.562907 0.000000
N tauNor 43.094256 0.000000
N beta -88.956955 0.000000
N h0 -84.571765 0.000000
N mNor -4.795986 0.000000
N mAch -23.897578 0.000000
M k1 -329.049965 0.000000
M k2 169.252318 0.000000
M tau1 -25.150035 0.000000
M tau2 -121.401938 0.000000
M tauAch 6136.870311 0.000000
M tauNor -173.015917 0.000000
M beta 62.315571 0.000000
M h0 54.500623 0.000000
M mNor -87.669619 0.000000
M mAch -53.628235 0.000000
k1 k2 -712.970519 0.000000
k1 tau1 -130.372872 0.000000
k1 tau2 158.081107 0.000000
k1 tauAch -18597.117232 0.000000
k1 tauNor 312.761246 0.000000
k1 beta -392.495502 0.000000
k1 h0 -369.075156 0.000000
k1 mNor 56.989896 0.000000
k1 mAch -45.027543 0.000000
k2 tau1 130.538685 0.000000
k2 tau2 500.459792 0.000000
k2 tauAch -23551.708789 0.000000
k2 tauNor 698.825744 0.000000
k2 beta -205.614394 0.000000
k2 h0 -175.579516 0.000000
k2 mNor 370.817716 0.000000
k2 mAch 239.987820 0.000000
tau1 tau2 -611.129135 0.000000
tau1 tauAch 39763.555156 0.000000
tau1 tauNor -944.112111 0.000000
tau1 beta 574.107958 0.000000
tau1 h0 523.690519 0.000000
tau1 mNor -393.508097 0.000000
tau1 mAch -173.893149 0.000000
tau2 tauAch 10718.411903 0.000000
tau2 tauNor -289.273633 0.000000
tau2 beta 121.265467 0.000000
tau2 h0 107.632180 0.000000
tau2 mNor -140.385813 0.000000
tau2 mAch -81.000138 0.000000
tauAch tauNor 1875.604152 0.000000
tauAch beta 4001.702422 0.000000
tauAch h0 3931.098408 0.000000
tauAch mNor 2646.663806 0.000000
tauAch mAch 2954.210104 0.000000
tauNor beta 35.663253 0.000000
tauNor h0 27.395087 0.000000
tauNor mNor -123.020138 0.000000
tauNor mAch -87.004567 0.000000
beta h0 233.335917 0.000000
beta mNor -69.722907 0.000000
beta mAch 2.841799 0.000000
h0 mNor -73.385744 0.000000
h0 mAch -1.034464 0.000000
mNor mAch -56.066713 0.000000
