Parameter S1 S1_conf ST ST_conf
alpha 0.218915 0.000000 2.385596 0.000000
N 0.171082 0.000000 1.456978 0.000000
M 1.580021 0.000000 124.271540 0.000000
k1 0.198679 0.000000 1.964937 0.000000
k2 0.220901 0.000000 2.429073 0.000000
tau1 0.188768 0.000000 1.773794 0.000000
tau2 0.257079 0.000000 3.289873 0.000000
tauAch 0.147829 0.000000 1.087841 0.000000
tauNor 0.193771 0.000000 1.869062 0.000000
beta 0.346933 0.000000 5.991526 0.000000
h0 0.208157 0.000000 2.156895 0.000000
mNor -0.071826 0.000000 0.256807 0.000000
mAch 0.173133 0.000000 1.492127 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -0.371773 0.000000
alpha M 10.777114 0.000000
alpha k1 -0.153399 0.000000
alpha k2 0.022444 0.000000
alpha tau1 -0.231821 0.000000
alpha tau2 0.308721 0.000000
alpha tauAch -0.555770 0.000000
alpha tauNor -0.192233 0.000000
alpha beta 1.019733 0.000000
alpha h0 -0.078396 0.000000
alpha mNor -2.293891 0.000000
alpha mAch -0.355541 0.000000
N M 722.820113 0.000000
N k1 4.136609 0.000000
N k2 15.698311 0.000000
N tau1 -1.019663 0.000000
N tau2 34.521063 0.000000
N tauAch -22.319394 0.000000
N tauNor 1.583256 0.000000
N beta 81.270276 0.000000
N h0 9.068096 0.000000
N mNor -136.601206 0.000000
N mAch -9.154256 0.000000
M k1 -1.570155 0.000000
M k2 -1.543675 0.000000
M tau1 -1.581964 0.000000
M tau2 -1.500565 0.000000
M tauAch -1.630747 0.000000
M tauNor -1.576003 0.000000
M beta -1.393496 0.000000
M h0 -1.558860 0.000000
M mNor -1.892487 0.000000
M mAch -1.600595 0.000000
k1 k2 -2.824221 0.000000
k1 tau1 -0.058283 0.000000
k1 tau2 -5.938388 0.000000
k1 tauAch 3.465692 0.000000
k1 tauNor -0.488928 0.000000
k1 beta -13.672904 0.000000
k1 h0 -1.727273 0.000000
k1 mNor 22.373270 0.000000
k1 mAch 1.287560 0.000000
k2 tau1 -0.162320 0.000000
k2 tau2 -2.615824 0.000000
k2 tauAch 1.308077 0.000000
k2 tauNor -0.342009 0.000000
k2 beta -5.843090 0.000000
k2 h0 -0.858714 0.000000
k2 mNor 9.197360 0.000000
k2 mAch 0.399240 0.000000
tau1 tau2 0.743316 0.000000
tau1 tauAch -0.783834 0.000000
tau1 tauNor -0.141634 0.000000
tau1 beta 1.999342 0.000000
tau1 h0 0.059464 0.000000
tau1 mNor -3.854278 0.000000
tau1 mAch -0.430122 0.000000
tau2 tauAch 3.400016 0.000000
tau2 tauNor -0.546752 0.000000
tau2 beta -13.704550 0.000000
tau2 h0 -1.782638 0.000000
tau2 mNor 22.270053 0.000000
tau2 mAch 1.226209 0.000000
tauAch tauNor -0.338200 0.000000
tauAch beta -8.985387 0.000000
tauAch h0 -1.150413 0.000000
tauAch mNor 14.656800 0.000000
tauAch mAch 0.826974 0.000000
tauNor beta -4.000387 0.000000
tauNor h0 -0.625616 0.000000
tauNor mNor 6.183052 0.000000
tauNor mAch 0.226108 0.000000
beta h0 -0.350096 0.000000
beta mNor -0.300232 0.000000
beta mAch -0.343858 0.000000
h0 mNor 2.340849 0.000000
h0 mAch -0.040319 0.000000
mNor mAch 0.073487 0.000000
