Parameter S1 S1_conf ST ST_conf
alpha 0.274480 0.000000 0.008448 0.000000
N -0.931211 0.000000 0.097236 0.000000
M 2.765006 0.000000 0.857277 0.000000
k1 0.279532 0.000000 0.008762 0.000000
k2 -0.237434 0.000000 0.006321 0.000000
tau1 -0.612528 0.000000 0.042071 0.000000
tau2 0.035783 0.000000 0.000144 0.000000
tauAch -1.151805 0.000000 0.148760 0.000000
tauNor 2.000504 0.000000 0.448753 0.000000
beta 0.136398 0.000000 0.002086 0.000000
h0 17.573448 0.000000 34.629249 0.000000
mNor -0.904058 0.000000 0.091648 0.000000
mAch -0.090932 0.000000 0.000927 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 0.227156 0.000000
alpha M -2.438922 0.000000
alpha k1 -0.646152 0.000000
alpha k2 -0.273265 0.000000
alpha tau1 -0.002710 0.000000
alpha tau2 -0.470336 0.000000
alpha tauAch 0.386270 0.000000
alpha tauNor -1.887487 0.000000
alpha beta -0.542910 0.000000
alpha h0 -13.120238 0.000000
alpha mNor 0.207570 0.000000
alpha mAch -0.378937 0.000000
N M -1.919960 0.000000
N k1 0.441616 0.000000
N k2 0.932811 0.000000
N tau1 1.289207 0.000000
N tau2 0.673213 0.000000
N tauAch 1.801602 0.000000
N tauNor -1.193568 0.000000
N beta 0.577614 0.000000
N h0 -15.990217 0.000000
N mNor 1.566204 0.000000
N mAch 0.793612 0.000000
M k1 -3.311033 0.000000
M k2 -2.763221 0.000000
M tau1 -2.365746 0.000000
M tau2 -3.052741 0.000000
M tauAch -1.794291 0.000000
M tauNor -5.134691 0.000000
M beta -3.159359 0.000000
M h0 -21.636837 0.000000
M mNor -2.056822 0.000000
M mAch -2.918464 0.000000
k1 k2 -0.277745 0.000000
k1 tau1 0.120297 0.000000
k1 tau2 -0.567677 0.000000
k1 tauAch 0.692567 0.000000
k1 tauNor -2.652595 0.000000
k1 beta -0.674447 0.000000
k1 h0 -19.178265 0.000000
k1 mNor 0.429662 0.000000
k1 mAch -0.433209 0.000000
k2 tau1 0.508919 0.000000
k2 tau2 0.041782 0.000000
k2 tauAch 0.897492 0.000000
k2 tauNor -1.373885 0.000000
k2 beta -0.030715 0.000000
k2 h0 -12.594873 0.000000
k2 mNor 0.718979 0.000000
k2 mAch 0.133086 0.000000
tau1 tau2 0.427746 0.000000
tau1 tauAch 1.235916 0.000000
tau1 tauNor -0.909273 0.000000
tau1 beta 0.359276 0.000000
tau1 h0 -11.506873 0.000000
tau1 mNor 1.067321 0.000000
tau1 mAch 0.513978 0.000000
tau2 tauAch 0.609053 0.000000
tau2 tauNor -1.609944 0.000000
tau2 beta -0.297748 0.000000
tau2 h0 -12.572167 0.000000
tau2 mNor 0.434657 0.000000
tau2 mAch -0.137725 0.000000
tauAch tauNor -0.773670 0.000000
tauAch beta 0.831376 0.000000
tauAch h0 -14.182398 0.000000
tauAch mNor 1.727236 0.000000
tauAch mAch 1.027113 0.000000
tauNor beta -2.361689 0.000000
tauNor h0 -19.285110 0.000000
tauNor mNor -1.351881 0.000000
tauNor mAch -2.141055 0.000000
beta h0 -11.004851 0.000000
beta mNor 0.271452 0.000000
beta mAch -0.224776 0.000000
h0 mNor -15.717934 0.000000
h0 mAch -17.975525 0.000000
mNor mAch 1.053250 0.000000
