Parameter S1 S1_conf ST ST_conf
alpha -46.670360 0.000000 23.263380 0.000000
N 13.756233 0.000000 2.021108 0.000000
M 198.349030 0.000000 420.194792 0.000000
k1 4.105263 0.000000 0.180000 0.000000
k2 8.642659 0.000000 0.797784 0.000000
tau1 39.918283 0.000000 17.019006 0.000000
tau2 -4.933518 0.000000 0.259958 0.000000
tauAch -1980.609418 0.000000 41897.506925 0.000000
tauNor -139.434903 0.000000 207.650748 0.000000
beta -1.872576 0.000000 0.037452 0.000000
h0 139.434903 0.000000 207.650748 0.000000
mNor 104.360111 0.000000 116.321385 0.000000
mAch 33.346260 0.000000 11.876399 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 74.080886 0.000000
alpha M 181.996676 0.000000
alpha k1 68.438781 0.000000
alpha k2 71.091413 0.000000
alpha tau1 89.375623 0.000000
alpha tau2 63.154571 0.000000
alpha tauAch -1091.855956 0.000000
alpha tauNor -15.477008 0.000000
alpha beta 64.944044 0.000000
alpha h0 147.554571 0.000000
alpha mNor 127.049307 0.000000
alpha mAch 85.533518 0.000000
N M -35.123546 0.000000
N k1 -17.193352 0.000000
N k2 -17.612188 0.000000
N tau1 -20.499169 0.000000
N tau2 -16.359003 0.000000
N tauAch 166.011080 0.000000
N tauNor -3.943490 0.000000
N beta -16.641551 0.000000
N h0 -29.685319 0.000000
N mNor -26.447645 0.000000
N mAch -19.892521 0.000000
M k1 -143.498338 0.000000
M k2 -136.814404 0.000000
M tau1 -90.743006 0.000000
M tau2 -156.813158 0.000000
M tauAch -3067.135734 0.000000
M tauNor -354.944044 0.000000
M beta -152.304155 0.000000
M h0 55.852632 0.000000
M mNor 4.184765 0.000000
M mAch -100.424100 0.000000
k1 k2 296.530748 0.000000
k1 tau1 521.619003 0.000000
k1 tau2 198.824044 0.000000
k1 tauAch -14019.963435 0.000000
k1 tauNor -769.172078 0.000000
k1 beta 220.853407 0.000000
k1 h0 1237.832465 0.000000
k1 mNor 985.401884 0.000000
k1 mAch 474.320665 0.000000
k2 tau1 138.802881 0.000000
k2 tau2 48.271247 0.000000
k2 tauAch -3939.554571 0.000000
k2 tauNor -223.214626 0.000000
k2 beta 54.449640 0.000000
k2 h0 339.673352 0.000000
k2 mNor 268.876233 0.000000
k2 mAch 125.537507 0.000000
tau1 tau2 9.621108 0.000000
tau1 tauAch -3461.489474 0.000000
tau1 tauNor -226.687479 0.000000
tau1 beta 14.998947 0.000000
tau1 h0 263.265319 0.000000
tau1 mNor 201.641607 0.000000
tau1 mAch 76.875734 0.000000
tau2 tauAch -522.383934 0.000000
tau2 tauNor -23.850526 0.000000
tau2 beta 13.397119 0.000000
tau2 h0 51.658837 0.000000
tau2 mNor 42.161662 0.000000
tau2 mAch 22.933296 0.000000
tauAch tauNor 2500.357673 0.000000
tauAch beta 1827.783712 0.000000
tauAch h0 1136.898837 0.000000
tauAch mNor 1308.387590 0.000000
tauAch mAch 1655.590693 0.000000
tauNor beta 181.344155 0.000000
tauNor h0 370.804875 0.000000
tauNor mNor 323.777673 0.000000
tauNor mAch 228.564488 0.000000
beta h0 631.071468 0.000000
beta mNor 503.183380 0.000000
beta mAch 244.255956 0.000000
h0 mNor 1086.978615 0.000000
h0 mAch 453.535069 0.000000
mNor mAch -281.289751 0.000000
