Parameter S1 S1_conf ST ST_conf
alpha 2.760773 0.000000 0.942071 0.000000
N 3.069178 0.000000 1.164304 0.000000
M 1.275106 0.000000 0.200962 0.000000
k1 0.839895 0.000000 0.087191 0.000000
k2 2.917324 0.000000 1.051941 0.000000
tau1 1.513063 0.000000 0.282967 0.000000
tau2 3.139626 0.000000 1.218367 0.000000
tauAch 3.792443 0.000000 1.777708 0.000000
tauNor -5.395523 0.000000 3.598233 0.000000
beta 0.921252 0.000000 0.104901 0.000000
h0 3.145888 0.000000 1.223232 0.000000
mNor 3.479341 0.000000 1.496292 0.000000
mAch 3.102054 0.000000 1.189381 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -5.450611 0.000000
alpha M -3.889824 0.000000
alpha k1 -3.511204 0.000000
alpha k2 -5.318503 0.000000
alpha tau1 -4.096840 0.000000
alpha tau2 -5.511899 0.000000
alpha tauAch -6.079829 0.000000
alpha tauNor 1.913417 0.000000
alpha beta -3.581982 0.000000
alpha h0 -5.517347 0.000000
alpha mNor -5.807440 0.000000
alpha mAch -5.479212 0.000000
N M -3.986783 0.000000
N k1 -3.679070 0.000000
N k2 -5.147902 0.000000
N tau1 -4.155029 0.000000
N tau2 -5.305080 0.000000
N tauAch -5.766649 0.000000
N tauNor 0.729641 0.000000
N beta -3.736593 0.000000
N h0 -5.309507 0.000000
N mNor -5.545273 0.000000
N mAch -5.278515 0.000000
M k1 -1.512787 0.000000
M k2 -2.085206 0.000000
M tau1 -1.698273 0.000000
M tau2 -2.146459 0.000000
M tauAch -2.326337 0.000000
M tauNor 0.205331 0.000000
M beta -1.535204 0.000000
M h0 -2.148185 0.000000
M mNor -2.240065 0.000000
M mAch -2.136106 0.000000
k1 k2 -2.899277 0.000000
k1 tau1 -1.915642 0.000000
k1 tau2 -3.054992 0.000000
k1 tauAch -3.512267 0.000000
k1 tauNor 2.923576 0.000000
k1 beta -1.501100 0.000000
k1 h0 -3.059378 0.000000
k1 mNor -3.292950 0.000000
k1 mAch -3.028674 0.000000
k2 tau1 -5.487231 0.000000
k2 tau2 -8.209080 0.000000
k2 tauAch -9.301487 0.000000
k2 tauNor 6.073422 0.000000
k2 beta -4.496910 0.000000
k2 h0 -8.219559 0.000000
k2 mNor -8.777551 0.000000
k2 mAch -8.146207 0.000000
tau1 tau2 -4.046657 0.000000
tau1 tauAch -4.569681 0.000000
tau1 tauNor 2.791537 0.000000
tau1 beta -2.269339 0.000000
tau1 h0 -4.051674 0.000000
tau1 mNor -4.318830 0.000000
tau1 mAch -4.016555 0.000000
tau2 tauAch -6.423247 0.000000
tau2 tauNor 1.484661 0.000000
tau2 beta -3.952068 0.000000
tau2 h0 -5.866770 0.000000
tau2 mNor -6.153767 0.000000
tau2 mAch -5.829043 0.000000
tauAch tauNor -2.631173 0.000000
tauAch beta -3.996467 0.000000
tauAch h0 -4.477294 0.000000
tauAch mNor -4.549366 0.000000
tauAch mAch -4.467820 0.000000
tauNor beta 6.177279 0.000000
tauNor h0 8.019663 0.000000
tauNor mNor 8.295820 0.000000
tauNor mAch 7.983361 0.000000
beta h0 -10.402492 0.000000
beta mNor -11.400270 0.000000
beta mAch -10.271328 0.000000
h0 mNor 2.871551 0.000000
h0 mAch 2.223271 0.000000
mNor mAch -14.991592 0.000000
