Parameter S1 S1_conf ST ST_conf
alpha 92.545400 0.000000 216.169724 0.000000
N -6.691707 0.000000 1.130210 0.000000
M 83.724117 0.000000 176.923834 0.000000
k1 -8.666299 0.000000 1.895625 0.000000
k2 149.231177 0.000000 562.088006 0.000000
tau1 -219.478657 0.000000 1215.821386 0.000000
tau2 78.763456 0.000000 156.579434 0.000000
tauAch -50.759669 0.000000 65.031347 0.000000
tauNor -11.297827 0.000000 3.221625 0.000000
beta 219.652286 0.000000 1217.745813 0.000000
h0 -22.317439 0.000000 12.571118 0.000000
mNor 115.398001 0.000000 336.110254 0.000000
mAch -8.817205 0.000000 1.962217 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -97.198069 0.000000
alpha M -196.963952 0.000000
alpha k1 -95.019280 0.000000
alpha k2 -269.245213 0.000000
alpha tau1 137.593556 0.000000
alpha tau2 -191.490301 0.000000
alpha tauAch -48.572961 0.000000
alpha tauNor -92.115622 0.000000
alpha beta -346.948693 0.000000
alpha h0 -79.956452 0.000000
alpha mNor -231.913288 0.000000
alpha mAch -94.852769 0.000000
N M -68.079057 0.000000
N k1 4.920241 0.000000
N k2 -119.837341 0.000000
N tau1 171.486805 0.000000
N tau2 -64.159551 0.000000
N tauAch 38.178955 0.000000
N tauNor 6.999457 0.000000
N beta -175.478302 0.000000
N h0 15.706248 0.000000
N mNor -93.105152 0.000000
N mAch 5.039474 0.000000
M k1 -87.586999 0.000000
M k2 -359.635062 0.000000
M tau1 275.630293 0.000000
M tau2 -238.223324 0.000000
M tauAch -15.062599 0.000000
M tauNor -83.053032 0.000000
M beta -480.966490 0.000000
M h0 -64.066888 0.000000
M mNor -301.342490 0.000000
M mAch -87.326997 0.000000
k1 k2 -204.488800 0.000000
k1 tau1 286.285677 0.000000
k1 tau2 -110.692119 0.000000
k1 tauAch 61.710779 0.000000
k1 tauNor 9.184746 0.000000
k1 beta -298.223439 0.000000
k1 h0 23.852499 0.000000
k1 mNor -159.454853 0.000000
k1 mAch 5.882893 0.000000
k2 tau1 69.632713 0.000000
k2 tau2 -243.328526 0.000000
k2 tauAch -107.413054 0.000000
k2 tauNor -148.822454 0.000000
k2 beta -391.170634 0.000000
k2 h0 -137.258991 0.000000
k2 mNor -281.771094 0.000000
k2 mAch -151.425502 0.000000
tau1 tau2 136.249396 0.000000
tau1 tauAch 256.466856 0.000000
tau1 tauNor 219.840173 0.000000
tau1 beta 5.482807 0.000000
tau1 h0 230.068075 0.000000
tau1 mNor 102.246882 0.000000
tau1 mAch 217.537773 0.000000
tau2 tauAch 45.535224 0.000000
tau2 tauNor -77.548583 0.000000
tau2 beta -797.895569 0.000000
tau2 h0 -43.177764 0.000000
tau2 mNor -472.720322 0.000000
tau2 mAch -85.285788 0.000000
tauAch tauNor 51.235099 0.000000
tauAch beta -230.666684 0.000000
tauAch h0 64.685832 0.000000
tauAch mNor -103.412064 0.000000
tauAch mAch 48.207208 0.000000
tauNor beta 218.856628 0.000000
tauNor h0 1.026941 0.000000
tauNor mNor 125.003241 0.000000
tauNor mAch 13.180328 0.000000
beta h0 -296.010119 0.000000
beta mNor 625.678818 0.000000
beta mAch -205.657022 0.000000
h0 mNor -19.140756 0.000000
h0 mAch 21.631059 0.000000
mNor mAch -112.950650 0.000000
