Parameter S1 S1_conf ST ST_conf
alpha -0.978441 0.000000 1.077015 0.000000
N 1.257877 0.000000 1.780037 0.000000
M -0.956882 0.000000 1.030077 0.000000
k1 2.044776 0.000000 4.703748 0.000000
k2 1.140962 0.000000 1.464518 0.000000
tau1 1.312189 0.000000 1.937070 0.000000
tau2 0.931177 0.000000 0.975478 0.000000
tauAch -16.729685 0.000000 314.867652 0.000000
tauNor 1.971808 0.000000 4.374028 0.000000
beta 1.260365 0.000000 1.787084 0.000000
h0 4.218905 0.000000 20.024059 0.000000
mNor 1.114428 0.000000 1.397193 0.000000
mAch 1.129353 0.000000 1.434869 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 1.585620 0.000000
alpha M -2.058817 0.000000
alpha k1 2.880479 0.000000
alpha k2 1.393233 0.000000
alpha tau1 1.674991 0.000000
alpha tau2 1.048028 0.000000
alpha tauAch -28.013317 0.000000
alpha tauNor 2.760408 0.000000
alpha beta 1.589713 0.000000
alpha h0 6.458058 0.000000
alpha mNor 1.349571 0.000000
alpha mAch 1.374131 0.000000
N M 1.817260 0.000000
N k1 -3.183637 0.000000
N k2 -1.677842 0.000000
N tau1 -1.963114 0.000000
N tau2 -1.328332 0.000000
N tauAch 28.095456 0.000000
N tauNor -3.062068 0.000000
N beta -1.876773 0.000000
N h0 -6.805834 0.000000
N mNor -1.633635 0.000000
N mAch -1.658502 0.000000
M k1 2.065326 0.000000
M k2 1.198609 0.000000
M tau1 1.362808 0.000000
M tau2 0.997435 0.000000
M tauAch -15.938541 0.000000
M tauNor 1.995353 0.000000
M beta 1.313111 0.000000
M h0 4.150219 0.000000
M mNor 1.173164 0.000000
M mAch 1.187477 0.000000
k1 k2 -0.378085 0.000000
k1 tau1 0.754059 0.000000
k1 tau2 -1.765167 0.000000
k1 tauAch -118.537734 0.000000
k1 tauNor 5.115418 0.000000
k1 beta 0.411401 0.000000
k1 h0 19.973095 0.000000
k1 mNor -0.553526 0.000000
k1 mAch -0.454840 0.000000
k2 tau1 -1.501873 0.000000
k2 tau2 -1.177018 0.000000
k2 tauAch 13.880845 0.000000
k2 tauNor -2.064271 0.000000
k2 beta -1.457687 0.000000
k2 h0 -3.980174 0.000000
k2 mNor -1.333259 0.000000
k2 mAch -1.345985 0.000000
tau1 tau2 -1.391243 0.000000
tau1 tauAch 31.624025 0.000000
tau1 tauNor -3.336601 0.000000
tau1 beta -2.006627 0.000000
tau1 h0 -7.537332 0.000000
tau1 mNor -1.733812 0.000000
tau1 mAch -1.761714 0.000000
tau2 tauAch -24.992364 0.000000
tau2 tauNor 0.547734 0.000000
tau2 beta -0.423863 0.000000
tau2 h0 3.616532 0.000000
tau2 mNor -0.623165 0.000000
tau2 mAch -0.602782 0.000000
tauAch tauNor 13.642558 0.000000
tauAch beta 15.670701 0.000000
tauAch h0 7.236653 0.000000
tauAch mNor 16.086731 0.000000
tauAch mAch 16.044182 0.000000
tauNor beta -2.109032 0.000000
tauNor h0 -3.201926 0.000000
tauNor mNor -2.055122 0.000000
tauNor mAch -2.060636 0.000000
beta h0 41.445855 0.000000
beta mNor 1.632088 0.000000
beta mAch 1.823501 0.000000
h0 mNor -4.208807 0.000000
h0 mAch -4.208138 0.000000
mNor mAch -3.508304 0.000000
