Parameter S1 S1_conf ST ST_conf
alpha -0.342791 0.000000 0.018002 0.000000
N 0.157875 0.000000 0.003819 0.000000
M 1.614544 0.000000 0.399368 0.000000
k1 0.145512 0.000000 0.003244 0.000000
k2 -0.688673 0.000000 0.072661 0.000000
tau1 0.646178 0.000000 0.063970 0.000000
tau2 0.726532 0.000000 0.080869 0.000000
tauAch -30.242639 0.000000 140.123990 0.000000
tauNor 0.076233 0.000000 0.000890 0.000000
beta -0.219170 0.000000 0.007359 0.000000
h0 -5.205225 0.000000 4.150995 0.000000
mNor -0.388119 0.000000 0.023078 0.000000
mAch -0.388119 0.000000 0.023078 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 0.553154 0.000000
alpha M -1.046056 0.000000
alpha k1 0.566726 0.000000
alpha k2 1.482540 0.000000
alpha tau1 0.017068 0.000000
alpha tau2 -0.071149 0.000000
alpha tauAch 33.928466 0.000000
alpha tauNor 0.642785 0.000000
alpha beta 0.967094 0.000000
alpha h0 6.441052 0.000000
alpha mNor 1.152575 0.000000
alpha mAch 1.152575 0.000000
N M -1.420536 0.000000
N k1 0.045714 0.000000
N k2 0.878320 0.000000
N tau1 -0.454004 0.000000
N tau2 -0.534205 0.000000
N tauAch 30.376313 0.000000
N tauNor 0.114862 0.000000
N beta 0.409706 0.000000
N h0 5.386318 0.000000
N mNor 0.578335 0.000000
N mAch 0.578335 0.000000
M k1 -1.412726 0.000000
M k2 -0.587362 0.000000
M tau1 -1.908098 0.000000
M tau2 -1.987602 0.000000
M tauAch 28.654086 0.000000
M tauNor -1.344180 0.000000
M beta -1.051900 0.000000
M h0 3.881430 0.000000
M mNor -0.884738 0.000000
M mAch -0.884738 0.000000
k1 k2 0.354561 0.000000
k1 tau1 -0.288426 0.000000
k1 tau2 -0.327132 0.000000
k1 tauAch 14.590468 0.000000
k1 tauNor -0.013888 0.000000
k1 beta 0.128405 0.000000
k1 h0 2.530148 0.000000
k1 mNor 0.209787 0.000000
k1 mAch 0.209787 0.000000
k2 tau1 0.083678 0.000000
k2 tau2 -0.080174 0.000000
k2 tauAch 63.070346 0.000000
k2 tauNor 1.245877 0.000000
k2 beta 1.848246 0.000000
k2 h0 12.015518 0.000000
k2 mNor 2.192757 0.000000
k2 mAch 2.192757 0.000000
tau1 tau2 -1.216982 0.000000
tau1 tauAch 45.666903 0.000000
tau1 tauNor -0.232502 0.000000
tau1 beta 0.214706 0.000000
tau1 h0 7.763039 0.000000
tau1 mNor 0.470476 0.000000
tau1 mAch 0.470476 0.000000
tau2 tauAch 36.301722 0.000000
tau2 tauNor -0.395789 0.000000
tau2 beta -0.038238 0.000000
tau2 h0 5.996809 0.000000
tau2 mNor 0.166256 0.000000
tau2 mAch 0.166256 0.000000
tauAch tauNor 30.675982 0.000000
tauAch beta 31.144450 0.000000
tauAch h0 39.051628 0.000000
tauAch mNor 31.412379 0.000000
tauAch mAch 31.412379 0.000000
tauNor beta 0.602458 0.000000
tauNor h0 6.553302 0.000000
tauNor mNor 0.804098 0.000000
tauNor mAch 0.804098 0.000000
beta h0 8.621374 0.000000
beta mNor 1.334893 0.000000
beta mAch 1.334893 0.000000
h0 mNor 9.101874 0.000000
h0 mAch 9.101874 0.000000
mNor mAch 2.672650 0.000000
