Parameter S1 S1_conf ST ST_conf
alpha -1.343704 0.000000 2.089138 0.000000
N 38.939088 0.000000 1754.412364 0.000000
M -0.294841 0.000000 0.100585 0.000000
k1 -3.578632 0.000000 14.818157 0.000000
k2 -1.842659 0.000000 3.928709 0.000000
tau1 -2.419114 0.000000 6.771314 0.000000
tau2 -0.680875 0.000000 0.536408 0.000000
tauAch -2.577948 0.000000 7.689681 0.000000
tauNor 2.423193 0.000000 6.794168 0.000000
beta -1.826288 0.000000 3.859211 0.000000
h0 -4.124447 0.000000 19.683015 0.000000
mNor -1.849581 0.000000 3.958281 0.000000
mAch -3.785685 0.000000 16.582466 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -28.894028 0.000000
alpha M 0.264572 0.000000
alpha k1 2.705081 0.000000
alpha k2 1.414908 0.000000
alpha tau1 1.843329 0.000000
alpha tau2 0.551472 0.000000
alpha tauAch 1.961374 0.000000
alpha tauNor -1.755467 0.000000
alpha beta 1.402741 0.000000
alpha h0 3.110730 0.000000
alpha mNor 1.420053 0.000000
alpha mAch 2.858963 0.000000
N M -16.393988 0.000000
N k1 -67.380836 0.000000
N k2 -40.426685 0.000000
N tau1 -49.377212 0.000000
N tau2 -22.387875 0.000000
N tauAch -51.843389 0.000000
N tauNor 25.808451 0.000000
N beta -40.172497 0.000000
N h0 -75.855614 0.000000
N mNor -40.534160 0.000000
N mAch -70.595716 0.000000
M k1 7.497379 0.000000
M k2 0.671557 0.000000
M tau1 2.938173 0.000000
M tau2 -3.896560 0.000000
M tauAch 3.562703 0.000000
M tauNor -16.101713 0.000000
M beta 0.607187 0.000000
M h0 9.643517 0.000000
M mNor 0.698774 0.000000
M mAch 8.311510 0.000000
k1 k2 2.975550 0.000000
k1 tau1 -0.653058 0.000000
k1 tau2 10.288613 0.000000
k1 tauAch -1.652864 0.000000
k1 tauNor 29.827749 0.000000
k1 beta 3.078599 0.000000
k1 h0 -11.387592 0.000000
k1 mNor 2.931978 0.000000
k1 mAch -9.255192 0.000000
k2 tau1 8.899464 0.000000
k2 tau2 -9.346967 0.000000
k2 tauAch 10.566749 0.000000
k2 tauNor -41.930610 0.000000
k2 beta 2.676518 0.000000
k2 h0 26.800471 0.000000
k2 mNor 2.921024 0.000000
k2 mAch 23.244461 0.000000
tau1 tau2 0.868937 0.000000
tau1 tauAch 3.627724 0.000000
tau1 tauNor -3.645103 0.000000
tau1 beta 2.534635 0.000000
tau1 h0 5.876695 0.000000
tau1 mNor 2.568508 0.000000
tau1 mAch 5.384056 0.000000
tau2 tauAch 13.483956 0.000000
tau2 tauNor -63.558795 0.000000
tau2 beta 1.904609 0.000000
tau2 h0 37.307833 0.000000
tau2 mNor 2.263435 0.000000
tau2 mAch 32.089193 0.000000
tauAch tauNor -17.816437 0.000000
tauAch beta 2.966451 0.000000
tauAch h0 14.206031 0.000000
tauAch mNor 3.080368 0.000000
tauAch mAch 12.549252 0.000000
tauNor beta -2.611122 0.000000
tauNor h0 -8.047996 0.000000
tauNor mNor -2.666227 0.000000
tauNor mAch -7.246569 0.000000
beta h0 30.091948 0.000000
beta mNor 3.047577 0.000000
beta mAch 26.064632 0.000000
h0 mNor 3.915539 0.000000
h0 mAch -0.021650 0.000000
mNor mAch 98.061530 0.000000
