Parameter S1 S1_conf ST ST_conf
alpha 0.589111 0.000000 2.018128 0.000000
N -4.233481 0.000000 104.219838 0.000000
M -0.182901 0.000000 0.194530 0.000000
k1 0.301841 0.000000 0.529801 0.000000
k2 0.541845 0.000000 1.707280 0.000000
tau1 -1.417008 0.000000 11.676162 0.000000
tau2 -0.040260 0.000000 0.009425 0.000000
tauAch 23.588463 0.000000 3235.597547 0.000000
tauNor -1.042952 0.000000 6.325345 0.000000
beta 0.138858 0.000000 0.112123 0.000000
h0 -12.887670 0.000000 965.837408 0.000000
mNor -0.523480 0.000000 1.593510 0.000000
mAch 0.027527 0.000000 0.004406 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 11.479385 0.000000
alpha M 1.153052 0.000000
alpha k1 -0.082724 0.000000
alpha k2 -0.694575 0.000000
alpha tau1 4.299221 0.000000
alpha tau2 0.789410 0.000000
alpha tauAch -59.448401 0.000000
alpha tauNor 3.345622 0.000000
alpha beta 0.332778 0.000000
alpha h0 33.541916 0.000000
alpha mNor 2.021305 0.000000
alpha mAch 0.616598 0.000000
N M 9.976466 0.000000
N k1 5.902770 0.000000
N k2 3.885819 0.000000
N tau1 20.347719 0.000000
N tau2 8.777732 0.000000
N tauAch -189.794418 0.000000
N tauNor 17.204209 0.000000
N beta 7.272459 0.000000
N h0 116.745394 0.000000
N mNor 12.838639 0.000000
N mAch 8.208062 0.000000
M k1 1.678060 0.000000
M k2 -0.128496 0.000000
M tau1 14.616209 0.000000
M tau2 4.253126 0.000000
M tauAch -173.605311 0.000000
M tauNor 11.800610 0.000000
M beta 2.904873 0.000000
M h0 100.958327 0.000000
M mNor 7.890427 0.000000
M mAch 3.742880 0.000000
k1 k2 -0.137024 0.000000
k1 tau1 -7.941163 0.000000
k1 tau2 -2.456147 0.000000
k1 tauAch 91.681507 0.000000
k1 tauNor -6.450911 0.000000
k1 beta -1.742538 0.000000
k1 h0 -53.640678 0.000000
k1 mNor -4.381313 0.000000
k1 mAch -2.186082 0.000000
k2 tau1 21.645671 0.000000
k2 tau2 5.715085 0.000000
k2 tauAch -267.696715 0.000000
k2 tauNor 17.317408 0.000000
k2 beta 3.642491 0.000000
k2 h0 154.374566 0.000000
k2 mNor 11.306503 0.000000
k2 mAch 4.930713 0.000000
tau1 tau2 4.023145 0.000000
tau1 tauAch -109.858339 0.000000
tau1 tauNor 8.855745 0.000000
tau1 beta 3.159868 0.000000
tau1 h0 65.942792 0.000000
tau1 mNor 6.352082 0.000000
tau1 mAch 3.696438 0.000000
tau2 tauAch -36.116401 0.000000
tau2 tauNor 2.457325 0.000000
tau2 beta 0.606566 0.000000
tau2 h0 21.006600 0.000000
tau2 mNor 1.643811 0.000000
tau2 mAch 0.780914 0.000000
tauAch tauNor 4.062189 0.000000
tauAch beta -17.110051 0.000000
tauAch h0 216.261423 0.000000
tauAch mNor -5.244217 0.000000
tauAch mAch -15.115557 0.000000
tauNor beta 4.844791 0.000000
tauNor h0 141.798217 0.000000
tauNor mNor 11.808225 0.000000
tauNor mAch 6.015255 0.000000
beta h0 120.413655 0.000000
beta mNor 9.081264 0.000000
beta mAch 4.119765 0.000000
h0 mNor 17.264742 0.000000
h0 mAch 14.909368 0.000000
mNor mAch 2.461181 0.000000
