Parameter S1 S1_conf ST ST_conf
alpha -11.264196 0.000000 6.605930 0.000000
N 9.085394 0.000000 4.297552 0.000000
M 29.720556 0.000000 45.988305 0.000000
k1 17.697480 0.000000 16.306338 0.000000
k2 10.798821 0.000000 6.071364 0.000000
tau1 5.447006 0.000000 1.544718 0.000000
tau2 4.095170 0.000000 0.873127 0.000000
tauAch 306.788058 0.000000 4900.162122 0.000000
tauNor -17.197731 0.000000 15.398409 0.000000
beta -10.174795 0.000000 5.389952 0.000000
h0 -19.355380 0.000000 19.504595 0.000000
mNor -0.772100 0.000000 0.031037 0.000000
mAch 4.541375 0.000000 1.073763 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 0.231313 0.000000
alpha M -17.994898 0.000000
alpha k1 -7.375398 0.000000
alpha k2 -1.282088 0.000000
alpha tau1 3.444956 0.000000
alpha tau2 4.638978 0.000000
alpha tauAch -262.717516 0.000000
alpha tauNor 23.446144 0.000000
alpha beta 17.243066 0.000000
alpha h0 25.351909 0.000000
alpha mNor 8.938042 0.000000
alpha mAch 4.244863 0.000000
N M -16.308961 0.000000
N k1 -13.687189 0.000000
N k2 -12.182856 0.000000
N tau1 -11.015830 0.000000
N tau2 -10.721047 0.000000
N tauAch -76.726764 0.000000
N tauNor -6.077881 0.000000
N beta -7.609314 0.000000
N h0 -5.607380 0.000000
N mNor -9.659682 0.000000
N mAch -10.818347 0.000000
M k1 -51.660427 0.000000
M k2 -44.488253 0.000000
M tau1 -38.924251 0.000000
M tau2 -37.518818 0.000000
M tauAch -352.212746 0.000000
M tauNor -15.381705 0.000000
M beta -22.683083 0.000000
M h0 -13.138511 0.000000
M mNor -32.458573 0.000000
M mAch -37.982714 0.000000
k1 k2 10.868001 0.000000
k1 tau1 0.105429 0.000000
k1 tau2 -2.613130 0.000000
k1 tauAch 606.106268 0.000000
k1 tauNor -45.433435 0.000000
k1 beta -31.310219 0.000000
k1 h0 -49.772496 0.000000
k1 mNor -12.401274 0.000000
k1 mAch -1.715806 0.000000
k2 tau1 -81.308484 0.000000
k2 tau2 -70.541439 0.000000
k2 tauAch -2481.416953 0.000000
k2 tauNor 99.051358 0.000000
k2 beta 43.115377 0.000000
k2 h0 116.236508 0.000000
k2 mNor -31.774814 0.000000
k2 mAch -74.095353 0.000000
tau1 tau2 -13.691355 0.000000
tau1 tauAch -346.386842 0.000000
tau1 tauNor 9.712076 0.000000
tau1 beta 1.993034 0.000000
tau1 h0 12.083589 0.000000
tau1 mNor -8.341646 0.000000
tau1 mAch -14.181787 0.000000
tau2 tauAch -450.254916 0.000000
tau2 tauNor 15.742265 0.000000
tau2 beta 5.640995 0.000000
tau2 h0 18.845668 0.000000
tau2 mNor -7.883147 0.000000
tau2 mAch -15.525656 0.000000
tauAch tauNor -306.362753 0.000000
tauAch beta -306.579320 0.000000
tauAch h0 -306.296218 0.000000
tauAch mNor -306.869270 0.000000
tauAch mAch -307.033122 0.000000
tauNor beta 16.090671 0.000000
tauNor h0 14.589221 0.000000
tauNor mNor 17.628446 0.000000
tauNor mAch 18.497445 0.000000
beta h0 -13.468672 0.000000
beta mNor 14.078790 0.000000
beta mAch 21.955372 0.000000
h0 mNor 21.751144 0.000000
h0 mAch 26.584768 0.000000
mNor mAch 71.525580 0.000000
