Parameter S1 S1_conf ST ST_conf
alpha 1.033207 0.000000 0.160507 0.000000
N -0.716130 0.000000 0.077109 0.000000
M -2.428346 0.000000 0.886629 0.000000
k1 0.330997 0.000000 0.016473 0.000000
k2 -0.093190 0.000000 0.001306 0.000000
tau1 0.450095 0.000000 0.030460 0.000000
tau2 0.053458 0.000000 0.000430 0.000000
tauAch -0.266035 0.000000 0.010641 0.000000
tauNor -0.272222 0.000000 0.011142 0.000000
beta -0.064962 0.000000 0.000635 0.000000
h0 1.416793 0.000000 0.301810 0.000000
mNor -0.060322 0.000000 0.000547 0.000000
mAch 0.198753 0.000000 0.005939 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -0.266648 0.000000
alpha M 0.998002 0.000000
alpha k1 -1.040061 0.000000
alpha k2 -0.726755 0.000000
alpha tau1 -1.128027 0.000000
alpha tau2 -0.835070 0.000000
alpha tauAch -0.599090 0.000000
alpha tauNor -0.594521 0.000000
alpha beta -0.747604 0.000000
alpha h0 -1.842035 0.000000
alpha mNor -0.751031 0.000000
alpha mAch -0.942385 0.000000
N M 3.495292 0.000000
N k1 0.706751 0.000000
N k2 1.135427 0.000000
N tau1 0.586394 0.000000
N tau2 0.987227 0.000000
N tauAch 1.310102 0.000000
N tauNor 1.316354 0.000000
N beta 1.106901 0.000000
N h0 -0.390533 0.000000
N mNor 1.102212 0.000000
N mAch 0.840395 0.000000
M k1 2.419462 0.000000
M k2 2.825498 0.000000
M tau1 2.305461 0.000000
M tau2 2.685125 0.000000
M tauAch 2.990948 0.000000
M tauNor 2.996870 0.000000
M beta 2.798479 0.000000
M h0 1.380129 0.000000
M mNor 2.794037 0.000000
M mAch 2.546048 0.000000
k1 k2 0.275635 0.000000
k1 tau1 -0.518697 0.000000
k1 tau2 0.061222 0.000000
k1 tauAch 0.528351 0.000000
k1 tauNor 0.537397 0.000000
k1 beta 0.234364 0.000000
k1 h0 -1.932100 0.000000
k1 mNor 0.227579 0.000000
k1 mAch -0.151213 0.000000
k2 tau1 0.001833 0.000000
k2 tau2 0.284090 0.000000
k2 tauAch 0.511451 0.000000
k2 tauNor 0.515853 0.000000
k2 beta 0.368361 0.000000
k2 h0 -0.686097 0.000000
k2 mNor 0.365059 0.000000
k2 mAch 0.180694 0.000000
tau1 tau2 -0.235363 0.000000
tau1 tauAch 0.020381 0.000000
tau1 tauNor 0.025333 0.000000
tau1 beta -0.140571 0.000000
tau1 h0 -1.326664 0.000000
tau1 mNor -0.144286 0.000000
tau1 mAch -0.351666 0.000000
tau2 tauAch 0.529920 0.000000
tau2 tauNor 0.536061 0.000000
tau2 beta 0.330343 0.000000
tau2 h0 -1.140385 0.000000
tau2 mNor 0.325738 0.000000
tau2 mAch 0.068591 0.000000
tauAch tauNor 0.513004 0.000000
tauAch beta 0.426822 0.000000
tauAch h0 -0.189312 0.000000
tauAch mNor 0.424893 0.000000
tauAch mAch 0.317165 0.000000
tauNor beta 0.632598 0.000000
tauNor h0 -0.748363 0.000000
tauNor mNor 0.628274 0.000000
tauNor mAch 0.386822 0.000000
beta h0 -1.457448 0.000000
beta mNor 0.596085 0.000000
beta mAch 0.235911 0.000000
h0 mNor -1.104231 0.000000
h0 mAch -1.316191 0.000000
mNor mAch 0.111681 0.000000
