Parameter S1 S1_conf ST ST_conf
alpha 0.112121 0.000000 0.002364 0.000000
N -0.978023 0.000000 0.179901 0.000000
M 0.779447 0.000000 0.114263 0.000000
k1 1.348159 0.000000 0.341835 0.000000
k2 -0.151296 0.000000 0.004305 0.000000
tau1 -0.319479 0.000000 0.019196 0.000000
tau2 0.093209 0.000000 0.001634 0.000000
tauAch -17.898904 0.000000 60.254186 0.000000
tauNor -6.243678 0.000000 7.331880 0.000000
beta 0.360004 0.000000 0.024375 0.000000
h0 9.053468 0.000000 15.415738 0.000000
mNor 0.067543 0.000000 0.000858 0.000000
mAch -0.032421 0.000000 0.000198 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 1.799666 0.000000
alpha M -0.326176 0.000000
alpha k1 -1.014093 0.000000
alpha k2 0.799654 0.000000
alpha tau1 1.003088 0.000000
alpha tau2 0.503899 0.000000
alpha tauAch 22.267225 0.000000
alpha tauNor 8.169021 0.000000
alpha beta 0.181183 0.000000
alpha h0 -10.334463 0.000000
alpha mNor 0.534945 0.000000
alpha mAch 0.655861 0.000000
N M 0.764553 0.000000
N k1 0.078515 0.000000
N k2 1.887309 0.000000
N tau1 2.090187 0.000000
N tau2 1.592361 0.000000
N tauAch 23.296262 0.000000
N tauNor 9.236554 0.000000
N beta 1.270526 0.000000
N h0 -9.216406 0.000000
N mNor 1.623323 0.000000
N mAch 1.743909 0.000000
M k1 -1.726696 0.000000
M k2 0.178099 0.000000
M tau1 0.391745 0.000000
M tau2 -0.132502 0.000000
M tauAch 22.723332 0.000000
M tauNor 7.917405 0.000000
M beta -0.471419 0.000000
M h0 -11.514945 0.000000
M mNor -0.099898 0.000000
M mAch 0.027089 0.000000
k1 k2 0.736993 0.000000
k1 tau1 1.202229 0.000000
k1 tau2 0.060627 0.000000
k1 tauAch 49.831492 0.000000
k1 tauNor 17.590106 0.000000
k1 beta -0.677398 0.000000
k1 h0 -24.725780 0.000000
k1 mNor 0.131627 0.000000
k1 mAch 0.408152 0.000000
k2 tau1 0.915851 0.000000
k2 tau2 0.573622 0.000000
k2 tauAch 15.493910 0.000000
k2 tauNor 5.828601 0.000000
k2 beta 0.352377 0.000000
k2 h0 -6.856837 0.000000
k2 mNor 0.594906 0.000000
k2 mAch 0.677803 0.000000
tau1 tau2 0.913503 0.000000
tau1 tauAch 21.899730 0.000000
tau1 tauNor 8.304928 0.000000
tau1 beta 0.602310 0.000000
tau1 h0 -9.537856 0.000000
tau1 mNor 0.943440 0.000000
tau1 mAch 1.060039 0.000000
tau2 tauAch 15.869878 0.000000
tau2 tauNor 5.813692 0.000000
tau2 beta 0.116003 0.000000
tau2 h0 -7.384760 0.000000
tau2 mNor 0.368340 0.000000
tau2 mAch 0.454589 0.000000
tauAch tauNor 26.884491 0.000000
tauAch beta 18.217158 0.000000
tauAch h0 6.806987 0.000000
tauAch mNor 18.601014 0.000000
tauAch mAch 18.732216 0.000000
tauNor beta 6.443557 0.000000
tauNor h0 -0.722587 0.000000
tauNor mNor 6.684637 0.000000
tauNor mAch 6.767039 0.000000
beta h0 -17.760100 0.000000
beta mNor 0.741408 0.000000
beta mAch 0.947228 0.000000
h0 mNor -8.649001 0.000000
h0 mAch -8.573418 0.000000
mNor mAch 0.267008 0.000000
