Parameter S1 S1_conf ST ST_conf
alpha 2.832959 0.000000 0.608986 0.000000
N -302.229267 0.000000 6931.054821 0.000000
M -26.854802 0.000000 54.723038 0.000000
k1 4.509475 0.000000 1.543044 0.000000
k2 -9.815689 0.000000 7.310850 0.000000
tau1 -2.082784 0.000000 0.329166 0.000000
tau2 2.149519 0.000000 0.350598 0.000000
tauAch -30.093957 0.000000 68.720275 0.000000
tauNor -2.477845 0.000000 0.465881 0.000000
beta -12.519226 0.000000 11.892722 0.000000
h0 -33.934670 0.000000 87.380303 0.000000
mNor 67.987662 0.000000 350.740984 0.000000
mAch 16.892303 0.000000 21.652299 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -725.833715 0.000000
alpha M -40.491648 0.000000
alpha k1 37.566637 0.000000
alpha k2 1.914684 0.000000
alpha tau1 21.160059 0.000000
alpha tau2 31.693263 0.000000
alpha tauAch -48.553141 0.000000
alpha tauNor 20.176845 0.000000
alpha beta -4.813783 0.000000
alpha h0 -58.111768 0.000000
alpha mNor 195.548866 0.000000
alpha mAch 68.384573 0.000000
N M 291.358827 0.000000
N k1 313.890888 0.000000
N k2 303.599707 0.000000
N tau1 309.155017 0.000000
N tau2 312.195499 0.000000
N tauAch 289.031822 0.000000
N tauNor 308.871205 0.000000
N beta 301.657488 0.000000
N h0 286.272658 0.000000
N mNor 359.493547 0.000000
N mAch 322.786698 0.000000
M k1 -61.878397 0.000000
M k2 16.427133 0.000000
M tau1 -25.843182 0.000000
M tau2 -48.978189 0.000000
M tauAch 127.274072 0.000000
M tauNor -23.683662 0.000000
M beta 31.205460 0.000000
M h0 148.268529 0.000000
M mNor -408.868712 0.000000
M mAch -129.566550 0.000000
k1 k2 2.735236 0.000000
k1 tau1 32.102896 0.000000
k1 tau2 48.176138 0.000000
k1 tauAch -74.276615 0.000000
k1 tauNor 30.602551 0.000000
k1 beta -7.532132 0.000000
k1 h0 -88.862692 0.000000
k1 mNor 298.213130 0.000000
k1 mAch 104.165585 0.000000
k2 tau1 8.358015 0.000000
k2 tau2 7.718079 0.000000
k2 tauAch 12.593377 0.000000
k2 tauNor 8.417749 0.000000
k2 beta 9.936032 0.000000
k2 h0 13.174102 0.000000
k2 mNor -2.236819 0.000000
k2 mAch 5.488932 0.000000
tau1 tau2 18.853916 0.000000
tau1 tauAch -20.125820 0.000000
tau1 tauNor 13.259809 0.000000
tau1 beta 1.120598 0.000000
tau1 h0 -24.768929 0.000000
tau1 mNor 98.446868 0.000000
tau1 mAch 36.676740 0.000000
tau2 tauAch -16.056505 0.000000
tau2 tauNor 4.849513 0.000000
tau2 beta -2.752039 0.000000
tau2 h0 -18.964010 0.000000
tau2 mNor 58.193485 0.000000
tau2 mAch 19.513150 0.000000
tauAch tauNor 13.351955 0.000000
tauAch beta 31.535210 0.000000
tauAch h0 70.314984 0.000000
tauAch mNor -114.249253 0.000000
tauAch mAch -21.724133 0.000000
tauNor beta 4.114233 0.000000
tauNor h0 48.144474 0.000000
tauNor mNor -161.408269 0.000000
tauNor mAch -56.355995 0.000000
beta h0 -24.560782 0.000000
beta mNor 145.590105 0.000000
beta mAch 60.290637 0.000000
h0 mNor 11.991759 0.000000
h0 mAch 26.057335 0.000000
mNor mAch -127.635360 0.000000
