Parameter S1 S1_conf ST ST_conf
alpha -20.347206 0.000000 1.285523 0.000000
N -98.673008 0.000000 30.232015 0.000000
M -142.567182 0.000000 63.111644 0.000000
k1 -99.766944 0.000000 30.906064 0.000000
k2 -101.024970 0.000000 31.690408 0.000000
tau1 -163.871581 0.000000 83.383026 0.000000
tau2 -199.971463 0.000000 124.167063 0.000000
tauAch -1836.936980 0.000000 10477.529132 0.000000
tauNor 1005.545779 0.000000 3139.598098 0.000000
beta -352.466112 0.000000 385.749257 0.000000
h0 -289.236623 0.000000 259.762782 0.000000
mNor 118.473246 0.000000 43.582380 0.000000
mAch -201.284185 0.000000 125.802616 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -65.659929 0.000000
alpha M 36.441736 0.000000
alpha k1 -63.115339 0.000000
alpha k2 -60.189061 0.000000
alpha tau1 85.997622 0.000000
alpha tau2 169.969084 0.000000
alpha tauAch 3977.693222 0.000000
alpha tauNor -2634.168847 0.000000
alpha beta 524.684899 0.000000
alpha h0 377.607610 0.000000
alpha mNor -570.760999 0.000000
alpha mAch 173.022592 0.000000
N M 109.973023 0.000000
N k1 40.073722 0.000000
N k2 42.128270 0.000000
N tau1 144.766350 0.000000
N tau2 203.722949 0.000000
N tauAch 2877.136742 0.000000
N tauNor -1765.070155 0.000000
N beta 452.769917 0.000000
N h0 349.506540 0.000000
N mNor -316.345719 0.000000
N mAch 205.866825 0.000000
M k1 99.342895 0.000000
M k2 100.858381 0.000000
M tau1 176.566773 0.000000
M tau2 220.054622 0.000000
M tauAch 2192.030916 0.000000
M tauNor -1232.175981 0.000000
M beta 403.757840 0.000000
M h0 327.588213 0.000000
M mNor -163.560921 0.000000
M mAch 221.635999 0.000000
k1 k2 28.074614 0.000000
k1 tau1 158.208086 0.000000
k1 tau2 232.958383 0.000000
k1 tauAch 3622.544590 0.000000
k1 tauNor -2263.248514 0.000000
k1 beta 548.721760 0.000000
k1 h0 417.795482 0.000000
k1 mNor -426.429845 0.000000
k1 mAch 235.676576 0.000000
k2 tau1 217.782625 0.000000
k2 tau2 367.123811 0.000000
k2 tauAch 7139.067776 0.000000
k2 tauNor -4619.966706 0.000000
k2 beta 997.977185 0.000000
k2 h0 736.403835 0.000000
k2 mNor -950.246470 0.000000
k2 mAch 372.554400 0.000000
tau1 tau2 293.304994 0.000000
tau1 tauAch 3587.253270 0.000000
tau1 tauNor -2132.470868 0.000000
tau1 beta 600.159037 0.000000
tau1 h0 472.926873 0.000000
tau1 mNor -347.478448 0.000000
tau1 mAch 295.946492 0.000000
tau2 tauAch 6071.267539 0.000000
tau2 tauNor -3738.387634 0.000000
tau2 beta 948.229489 0.000000
tau2 h0 730.019025 0.000000
tau2 mNor -677.023187 0.000000
tau2 mAch 426.487515 0.000000
tauAch tauNor 4268.175981 0.000000
tauAch beta 1375.020214 0.000000
tauAch h0 1509.726516 0.000000
tauAch mNor 2378.325803 0.000000
tauAch mAch 1697.103448 0.000000
tauNor beta -667.945898 0.000000
tauNor h0 -766.398335 0.000000
tauNor mNor -1401.229191 0.000000
tauNor mAch -903.346017 0.000000
beta h0 903.381688 0.000000
beta mNor -559.055886 0.000000
beta mAch 587.900119 0.000000
h0 mNor 1.623811 0.000000
h0 mAch 363.523187 0.000000
mNor mAch -1130.839477 0.000000
