Parameter S1 S1_conf ST ST_conf
alpha -1.852410 0.000000 0.231735 0.000000
N 0.802244 0.000000 0.043464 0.000000
M 10.187499 0.000000 7.008935 0.000000
k1 -0.944373 0.000000 0.060229 0.000000
k2 24.493904 0.000000 40.516590 0.000000
tau1 -0.375668 0.000000 0.009531 0.000000
tau2 5.858900 0.000000 2.318190 0.000000
tauAch -4.863807 0.000000 1.597605 0.000000
tauNor -7.323341 0.000000 3.621891 0.000000
beta -7.486099 0.000000 3.784670 0.000000
h0 34.271102 0.000000 79.318228 0.000000
mNor -2.347875 0.000000 0.372278 0.000000
mAch -11.591001 0.000000 9.073163 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -1.525401 0.000000
alpha M -12.994695 0.000000
alpha k1 0.609061 0.000000
alpha k2 -30.477904 0.000000
alpha tau1 -0.085929 0.000000
alpha tau2 -7.704911 0.000000
alpha tauAch 5.398823 0.000000
alpha tauNor 8.404508 0.000000
alpha beta 8.603407 0.000000
alpha h0 -42.426175 0.000000
alpha mNor 2.324217 0.000000
alpha mAch 13.619821 0.000000
N M -23.349609 0.000000
N k1 -2.690440 0.000000
N k2 -49.900257 0.000000
N tau1 -3.745877 0.000000
N tau2 -15.316346 0.000000
N tauAch 4.583470 0.000000
N tauNor 9.148015 0.000000
N beta 9.450070 0.000000
N h0 -68.045343 0.000000
N mNor -0.085741 0.000000
N mAch 17.068182 0.000000
M k1 -11.707941 0.000000
M k2 -49.722953 0.000000
M tau1 -12.557816 0.000000
M tau2 -21.874766 0.000000
M tauAch -5.850732 0.000000
M tauNor -2.175199 0.000000
M beta -1.931973 0.000000
M h0 -64.334017 0.000000
M mNor -9.610545 0.000000
M mAch 4.202400 0.000000
k1 k2 -8.810579 0.000000
k1 tau1 0.359523 0.000000
k1 tau2 -1.939336 0.000000
k1 tauAch 2.014425 0.000000
k1 tauNor 2.921323 0.000000
k1 beta 2.981337 0.000000
k1 h0 -12.415704 0.000000
k1 mNor 1.086731 0.000000
k1 mAch 4.494928 0.000000
k2 tau1 -25.828848 0.000000
k2 tau2 -31.076082 0.000000
k2 tauAch -22.051471 0.000000
k2 tauNor -19.981439 0.000000
k2 beta -19.844456 0.000000
k2 h0 -54.988802 0.000000
k2 mNor -24.168968 0.000000
k2 mAch -16.389625 0.000000
tau1 tau2 -6.976141 0.000000
tau1 tauAch 3.103686 0.000000
tau1 tauNor 5.415759 0.000000
tau1 beta 5.568759 0.000000
tau1 h0 -33.684889 0.000000
tau1 mNor 0.738597 0.000000
tau1 mAch 9.427551 0.000000
tau2 tauAch -1.899971 0.000000
tau2 tauNor 1.455335 0.000000
tau2 beta 1.677369 0.000000
tau2 h0 -55.287945 0.000000
tau2 mNor -5.332213 0.000000
tau2 mAch 7.277290 0.000000
tauAch tauNor 7.226142 0.000000
tauAch beta 7.297854 0.000000
tauAch h0 -11.100675 0.000000
tauAch mNor 5.033915 0.000000
tauAch mAch 9.106504 0.000000
tauNor beta 20.861626 0.000000
tauNor h0 -81.471855 0.000000
tauNor mNor 8.269491 0.000000
tauNor mAch 30.921421 0.000000
beta h0 180.198327 0.000000
beta mNor 5.645779 0.000000
beta mAch -38.413647 0.000000
h0 mNor -34.129377 0.000000
h0 mAch -30.736301 0.000000
mNor mAch 7.609587 0.000000
