Parameter S1 S1_conf ST ST_conf
alpha -3.978914 0.000000 3.827007 0.000000
N -1.953174 0.000000 0.922172 0.000000
M 6.857148 0.000000 11.366249 0.000000
k1 4.505778 0.000000 4.907605 0.000000
k2 0.578696 0.000000 0.080953 0.000000
tau1 -0.765903 0.000000 0.141800 0.000000
tau2 0.188427 0.000000 0.008583 0.000000
tauAch -80.133812 0.000000 1552.250054 0.000000
tauNor -0.431125 0.000000 0.044930 0.000000
beta 4.476507 0.000000 4.844051 0.000000
h0 -3.850857 0.000000 3.584635 0.000000
mNor -1.616567 0.000000 0.631710 0.000000
mAch -0.522595 0.000000 0.066018 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 9.887066 0.000000
alpha M -8.964739 0.000000
alpha k1 -3.933416 0.000000
alpha k2 4.469521 0.000000
alpha tau1 7.346613 0.000000
alpha tau2 5.304595 0.000000
alpha tauAch 177.173348 0.000000
alpha tauNor 6.630276 0.000000
alpha beta -3.870785 0.000000
alpha h0 13.947615 0.000000
alpha mNor 9.166814 0.000000
alpha mAch 6.825996 0.000000
N M -11.621790 0.000000
N k1 -6.345070 0.000000
N k2 2.467709 0.000000
N tau1 5.485128 0.000000
N tau2 3.343513 0.000000
N tauAch 183.594952 0.000000
N tauNor 4.733853 0.000000
N beta -6.279385 0.000000
N h0 12.408086 0.000000
N mNor 7.394108 0.000000
N mAch 4.939119 0.000000
M k1 -13.674965 0.000000
M k2 -6.434408 0.000000
M tau1 -3.955304 0.000000
M tau2 -5.714849 0.000000
M tauAch 142.379278 0.000000
M tauNor -4.572550 0.000000
M beta -13.620998 0.000000
M h0 1.732581 0.000000
M mNor -2.386891 0.000000
M mAch -4.403904 0.000000
k1 k2 -5.021664 0.000000
k1 tau1 -8.047011 0.000000
k1 tau2 -5.899770 0.000000
k1 tauAch -186.624807 0.000000
k1 tauNor -7.293762 0.000000
k1 beta 3.748412 0.000000
k1 h0 -14.988159 0.000000
k1 mNor -9.961006 0.000000
k1 mAch -7.499568 0.000000
k2 tau1 2.175597 0.000000
k2 tau2 0.505520 0.000000
k2 tauAch 141.069438 0.000000
k2 tauNor 1.589736 0.000000
k2 beta -6.998621 0.000000
k2 h0 7.574268 0.000000
k2 mNor 3.664260 0.000000
k2 mAch 1.749808 0.000000
tau1 tau2 2.100351 0.000000
tau1 tauAch 175.105739 0.000000
tau1 tauNor 3.434799 0.000000
tau1 beta -7.135710 0.000000
tau1 h0 10.800531 0.000000
tau1 mNor 5.988112 0.000000
tau1 mAch 3.631814 0.000000
tau2 tauAch 164.845012 0.000000
tau2 tauNor 2.338001 0.000000
tau2 beta -7.668245 0.000000
tau2 h0 9.310545 0.000000
tau2 mNor 4.755017 0.000000
tau2 mAch 2.524499 0.000000
tauAch tauNor 81.045606 0.000000
tauAch beta 77.434329 0.000000
tauAch h0 83.562012 0.000000
tauAch mNor 81.917912 0.000000
tauAch mAch 81.112913 0.000000
tauNor beta -11.720876 0.000000
tauNor h0 15.863520 0.000000
tauNor mNor 8.462434 0.000000
tauNor mAch 4.838650 0.000000
beta h0 -5.833503 0.000000
beta mNor -5.182714 0.000000
beta mAch -4.864068 0.000000
h0 mNor 42.918073 0.000000
h0 mAch 25.290662 0.000000
mNor mAch -6.417083 0.000000
