Parameter S1 S1_conf ST ST_conf
alpha 0.100955 0.000000 0.000947 0.000000
N -1.766714 0.000000 0.290009 0.000000
M 14.059097 0.000000 18.365125 0.000000
k1 2.934282 0.000000 0.799987 0.000000
k2 -1.108312 0.000000 0.114131 0.000000
tau1 -4.218168 0.000000 1.653205 0.000000
tau2 4.305955 0.000000 1.722733 0.000000
tauAch -2.690673 0.000000 0.672668 0.000000
tauNor 0.662792 0.000000 0.040816 0.000000
beta -1.371673 0.000000 0.174816 0.000000
h0 7.935950 0.000000 5.851630 0.000000
mNor -2.515099 0.000000 0.587745 0.000000
mAch -0.166795 0.000000 0.002585 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 0.335845 0.000000
alpha M -6.408842 0.000000
alpha k1 -1.667638 0.000000
alpha k2 0.055246 0.000000
alpha tau1 1.380613 0.000000
alpha tau2 -2.252221 0.000000
alpha tauAch 0.729621 0.000000
alpha tauNor -0.699568 0.000000
alpha beta 0.167485 0.000000
alpha h0 -3.799262 0.000000
alpha mNor 0.654794 0.000000
alpha mAch -0.346012 0.000000
N M -0.321830 0.000000
N k1 1.247985 0.000000
N k2 1.818433 0.000000
N tau1 2.257262 0.000000
N tau2 1.054429 0.000000
N tauAch 2.041719 0.000000
N tauNor 1.568513 0.000000
N beta 1.855595 0.000000
N h0 0.542203 0.000000
N mNor 2.016943 0.000000
N mAch 1.685576 0.000000
M k1 -15.045582 0.000000
M k2 -13.960743 0.000000
M tau1 -13.126206 0.000000
M tau2 -15.413674 0.000000
M tauAch -13.536112 0.000000
M tauNor -14.436023 0.000000
M beta -13.890069 0.000000
M h0 -16.387792 0.000000
M mNor -13.583228 0.000000
M mAch -14.213401 0.000000
k1 k2 -2.771355 0.000000
k1 tau1 -1.388915 0.000000
k1 tau2 -5.178187 0.000000
k1 tauAch -2.067940 0.000000
k1 tauNor -3.558673 0.000000
k1 beta -2.654282 0.000000
k1 h0 -6.791847 0.000000
k1 mNor -2.145989 0.000000
k1 mAch -3.189892 0.000000
k2 tau1 2.775607 0.000000
k2 tau2 -1.312635 0.000000
k2 tauAch 2.043007 0.000000
k2 tauNor 0.434657 0.000000
k2 beta 1.410404 0.000000
k2 h0 -3.053611 0.000000
k2 mNor 1.958801 0.000000
k2 mAch 0.832534 0.000000
tau1 tau2 -2.830574 0.000000
tau1 tauAch 6.939595 0.000000
tau1 tauNor 2.256779 0.000000
tau1 beta 5.097728 0.000000
tau1 h0 -7.899539 0.000000
tau1 mNor 6.694422 0.000000
tau1 mAch 3.415224 0.000000
tau2 tauAch -2.465177 0.000000
tau2 tauNor -5.632642 0.000000
tau2 beta -3.711019 0.000000
tau2 h0 -12.502395 0.000000
tau2 mNor -2.631012 0.000000
tau2 mAch -4.849068 0.000000
tauAch tauNor 1.194427 0.000000
tauAch beta 3.361646 0.000000
tauAch h0 -6.553325 0.000000
tauAch mNor 4.579685 0.000000
tauAch mAch 2.078147 0.000000
tauNor beta -0.362242 0.000000
tauNor h0 -4.803481 0.000000
tauNor mNor 0.183358 0.000000
tauNor mAch -0.937163 0.000000
beta h0 12.852351 0.000000
beta mNor -0.974404 0.000000
beta mAch 2.132406 0.000000
h0 mNor -6.106241 0.000000
h0 mAch -8.529246 0.000000
mNor mAch 1.800798 0.000000
