Parameter S1 S1_conf ST ST_conf
alpha -10.085016 0.000000 9.672803 0.000000
N -2.935203 0.000000 0.819361 0.000000
M -63.730931 0.000000 386.277700 0.000000
k1 -9.063103 0.000000 7.811833 0.000000
k2 -7.677359 0.000000 5.605609 0.000000
tau1 -1.451895 0.000000 0.200479 0.000000
tau2 32.235347 0.000000 98.824314 0.000000
tauAch -4.598257 0.000000 2.010878 0.000000
tauNor 2.453237 0.000000 0.572372 0.000000
beta -10.743805 0.000000 10.977800 0.000000
h0 -21.408349 0.000000 43.587852 0.000000
mNor 72.742404 0.000000 503.239138 0.000000
mAch -11.389585 0.000000 12.337151 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 10.170876 0.000000
alpha M 9.415244 0.000000
alpha k1 10.094712 0.000000
alpha k2 10.111936 0.000000
alpha tau1 10.189312 0.000000
alpha tau2 10.608012 0.000000
alpha tauAch 10.150206 0.000000
alpha tauNor 10.237849 0.000000
alpha beta 10.073823 0.000000
alpha h0 9.941273 0.000000
alpha mNor 11.111476 0.000000
alpha mAch 10.065796 0.000000
N M 536.065680 0.000000
N k1 -4.782593 0.000000
N k2 -18.492255 0.000000
N tau1 -80.082978 0.000000
N tau2 -413.362854 0.000000
N tauAch -48.954901 0.000000
N tauNor -118.717848 0.000000
N beta 11.845186 0.000000
N h0 117.353319 0.000000
N mNor -814.113582 0.000000
N mAch 18.234116 0.000000
M k1 61.706345 0.000000
M k2 58.109931 0.000000
M tau1 41.953023 0.000000
M tau2 -45.475276 0.000000
M tauAch 50.118757 0.000000
M tauNor 31.818055 0.000000
M beta 66.068260 0.000000
M h0 93.745888 0.000000
M mNor -150.602999 0.000000
M mAch 67.744249 0.000000
k1 k2 5.923594 0.000000
k1 tau1 -3.100557 0.000000
k1 tau2 -51.932068 0.000000
k1 tauAch 1.460267 0.000000
k1 tauNor -8.761262 0.000000
k1 beta 10.368576 0.000000
k1 h0 25.827420 0.000000
k1 mNor -110.649276 0.000000
k1 mAch 11.304670 0.000000
k2 tau1 -0.997864 0.000000
k2 tau2 -35.824900 0.000000
k2 tauAch 2.254953 0.000000
k2 tauNor -5.035126 0.000000
k2 beta 8.608433 0.000000
k2 h0 19.633808 0.000000
k2 mNor -77.702497 0.000000
k2 mAch 9.276063 0.000000
tau1 tau2 133.734275 0.000000
tau1 tauAch 17.940434 0.000000
tau1 tauNor 40.108225 0.000000
tau1 beta -1.379330 0.000000
tau1 h0 -34.905470 0.000000
tau1 mNor 261.076354 0.000000
tau1 mAch -3.409469 0.000000
tau2 tauAch -43.582057 0.000000
tau2 tauNor -58.836987 0.000000
tau2 beta -30.287018 0.000000
tau2 h0 -7.215756 0.000000
tau2 mNor -210.897843 0.000000
tau2 mAch -28.889963 0.000000
tauAch tauNor -27.690981 0.000000
tauAch beta 6.963151 0.000000
tauAch h0 34.967194 0.000000
tauAch mNor -212.263408 0.000000
tauAch mAch 8.658906 0.000000
tauNor beta -0.415100 0.000000
tauNor h0 23.719629 0.000000
tauNor mNor -189.351167 0.000000
tauNor mAch 1.046352 0.000000
beta h0 -42.173798 0.000000
beta mNor 388.623324 0.000000
beta mAch 3.668161 0.000000
h0 mNor 44.438734 0.000000
h0 mAch 20.977114 0.000000
mNor mAch -68.518415 0.000000
