Parameter S1 S1_conf ST ST_conf
alpha 0.552428 0.000000 0.140573 0.000000
N -1.921385 0.000000 1.700511 0.000000
M -4.148058 0.000000 7.925754 0.000000
k1 3.314570 0.000000 5.060638 0.000000
k2 -1.211466 0.000000 0.676041 0.000000
tau1 2.050406 0.000000 1.936558 0.000000
tau2 0.188989 0.000000 0.016452 0.000000
tauAch -44.746696 0.000000 922.301309 0.000000
tauNor 2.219405 0.000000 2.268945 0.000000
beta 8.092591 0.000000 30.166577 0.000000
h0 27.175598 0.000000 340.180249 0.000000
mNor 0.494278 0.000000 0.112537 0.000000
mAch -1.664554 0.000000 1.276282 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 7.046436 0.000000
alpha M 12.841752 0.000000
alpha k1 -6.581071 0.000000
alpha k2 5.198745 0.000000
alpha tau1 -3.290857 0.000000
alpha tau2 1.553813 0.000000
alpha tauAch 118.506955 0.000000
alpha tauNor -3.730708 0.000000
alpha beta -19.016723 0.000000
alpha h0 -68.683656 0.000000
alpha mNor 0.759243 0.000000
alpha mAch 6.377988 0.000000
N M 10.100335 0.000000
N k1 -1.759913 0.000000
N k2 5.433250 0.000000
N tau1 0.249205 0.000000
N tau2 3.207528 0.000000
N tauAch 74.623169 0.000000
N tauNor -0.019383 0.000000
N beta -9.353553 0.000000
N h0 -39.681904 0.000000
N mNor 2.722336 0.000000
N mAch 6.153337 0.000000
M k1 0.611531 0.000000
M k2 7.521817 0.000000
M tau1 2.541639 0.000000
M tau2 5.383624 0.000000
M tauAch 73.990784 0.000000
M tauNor 2.283613 0.000000
M beta -6.683483 0.000000
M h0 -35.819145 0.000000
M mNor 4.917512 0.000000
M mAch 8.213586 0.000000
k1 k2 -60.786847 0.000000
k1 tau1 24.050930 0.000000
k1 tau2 -24.362531 0.000000
k1 tauAch -1193.091531 0.000000
k1 tauNor 28.446425 0.000000
k1 beta 181.201687 0.000000
k1 h0 677.530254 0.000000
k1 mNor -16.422282 0.000000
k1 mAch -72.571184 0.000000
k2 tau1 0.008999 0.000000
k2 tau2 2.136333 0.000000
k2 tauAch 53.491401 0.000000
k2 tauNor -0.184143 0.000000
k2 beta -6.896355 0.000000
k2 h0 -28.705506 0.000000
k2 mNor 1.787431 0.000000
k2 mAch 4.254667 0.000000
tau1 tau2 -6.371271 0.000000
tau1 tauAch -246.295727 0.000000
tau1 tauNor 4.469703 0.000000
tau1 beta 35.828318 0.000000
tau1 h0 137.717945 0.000000
tau1 mNor -4.741244 0.000000
tau1 mAch -16.267864 0.000000
tau2 tauAch 72.614905 0.000000
tau2 tauNor -2.132482 0.000000
tau2 beta -11.479762 0.000000
tau2 h0 -41.850708 0.000000
tau2 mNor 0.613088 0.000000
tau2 mAch 4.048908 0.000000
tauAch tauNor 38.248394 0.000000
tauAch beta 6.994657 0.000000
tauAch h0 -94.554202 0.000000
tauAch mNor 47.428534 0.000000
tauAch mAch 58.916604 0.000000
tauNor beta -18.941785 0.000000
tauNor h0 -63.923158 0.000000
tauNor mNor -1.031476 0.000000
tauNor mAch 4.057198 0.000000
beta h0 -13.000844 0.000000
beta mNor -7.998096 0.000000
beta mAch -7.593315 0.000000
h0 mNor -26.096787 0.000000
h0 mAch -21.475538 0.000000
mNor mAch 71.805538 0.000000
