Parameter S1 S1_conf ST ST_conf
alpha 1.620443 0.000000 0.440945 0.000000
N -0.177130 0.000000 0.005269 0.000000
M -0.213916 0.000000 0.007684 0.000000
k1 0.104485 0.000000 0.001833 0.000000
k2 -0.028440 0.000000 0.000136 0.000000
tau1 0.178675 0.000000 0.005361 0.000000
tau2 -0.524588 0.000000 0.046212 0.000000
tauAch 22.295469 0.000000 83.473755 0.000000
tauNor -2.135449 0.000000 0.765764 0.000000
beta 0.329529 0.000000 0.018235 0.000000
h0 -1.127077 0.000000 0.213316 0.000000
mNor 0.292279 0.000000 0.014345 0.000000
mAch 0.015456 0.000000 0.000040 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -0.870962 0.000000
alpha M -0.828593 0.000000
alpha k1 -1.195322 0.000000
alpha k2 -1.042221 0.000000
alpha tau1 -1.280774 0.000000
alpha tau2 -0.470764 0.000000
alpha tauAch -26.754581 0.000000
alpha tauNor 1.384602 0.000000
alpha beta -1.454525 0.000000
alpha h0 0.223173 0.000000
alpha mNor -1.411621 0.000000
alpha mAch -1.092780 0.000000
N M 1.030935 0.000000
N k1 0.635513 0.000000
N k2 0.800592 0.000000
N tau1 0.543375 0.000000
N tau2 1.416760 0.000000
N tauAch -26.923515 0.000000
N tauNor 3.417291 0.000000
N beta 0.356030 0.000000
N h0 2.164991 0.000000
N mNor 0.402290 0.000000
N mAch 0.746077 0.000000
M k1 0.648081 0.000000
M k2 0.804438 0.000000
M tau1 0.560811 0.000000
M tau2 1.388052 0.000000
M tauAch -25.454894 0.000000
M tauNor 3.282886 0.000000
M beta 0.383364 0.000000
M h0 2.096751 0.000000
M mNor 0.427180 0.000000
M mAch 0.752804 0.000000
k1 k2 0.822004 0.000000
k1 tau1 0.439771 0.000000
k1 tau2 1.737654 0.000000
k1 tauAch -40.377103 0.000000
k1 tauNor 4.710521 0.000000
k1 beta 0.161367 0.000000
k1 h0 2.849555 0.000000
k1 mNor 0.230112 0.000000
k1 mAch 0.740994 0.000000
k2 tau1 0.295914 0.000000
k2 tau2 0.933757 0.000000
k2 tauAch -19.763504 0.000000
k2 tauNor 2.394770 0.000000
k2 beta 0.159093 0.000000
k2 h0 1.480200 0.000000
k2 mNor 0.192877 0.000000
k2 mAch 0.443949 0.000000
tau1 tau2 0.905094 0.000000
tau1 tauAch -23.871916 0.000000
tau1 tauNor 2.654095 0.000000
tau1 beta -0.022269 0.000000
tau1 h0 1.559250 0.000000
tau1 mNor 0.018175 0.000000
tau1 mAch 0.318738 0.000000
tau2 tauAch -20.388808 0.000000
tau2 tauNor 3.025000 0.000000
tau2 beta 0.662644 0.000000
tau2 h0 2.058609 0.000000
tau2 mNor 0.698343 0.000000
tau2 mAch 0.963642 0.000000
tauAch tauNor -20.007149 0.000000
tauAch beta -22.169123 0.000000
tauAch h0 -20.891569 0.000000
tauAch mNor -22.136453 0.000000
tauAch mAch -21.893658 0.000000
tauNor beta 2.292229 0.000000
tauNor h0 3.877528 0.000000
tauNor mNor 2.332770 0.000000
tauNor mAch 2.634051 0.000000
beta h0 1.660991 0.000000
beta mNor -0.104068 0.000000
beta mAch 0.240179 0.000000
h0 mNor 1.401892 0.000000
h0 mAch 1.821495 0.000000
mNor mAch 0.220163 0.000000
