Parameter S1 S1_conf ST ST_conf
alpha 14.893997 0.000000 31.030094 0.000000
N -5.392159 0.000000 4.067110 0.000000
M -4.124637 0.000000 2.379754 0.000000
k1 10.802423 0.000000 16.323111 0.000000
k2 3.264122 0.000000 1.490367 0.000000
tau1 77.276110 0.000000 835.316493 0.000000
tau2 6.053272 0.000000 5.125556 0.000000
tauAch 11.903712 0.000000 19.820993 0.000000
tauNor -36.222602 0.000000 183.535399 0.000000
beta -21.671325 0.000000 65.694877 0.000000
h0 -112.872111 0.000000 1782.107307 0.000000
mNor 10.875815 0.000000 16.545664 0.000000
mAch -3.323670 0.000000 1.545242 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -62.461489 0.000000
alpha M -51.692891 0.000000
alpha k1 75.124212 0.000000
alpha k2 11.080420 0.000000
alpha tau1 639.870407 0.000000
alpha tau2 34.776443 0.000000
alpha tauAch 84.480530 0.000000
alpha tauNor -324.390323 0.000000
alpha beta -200.765797 0.000000
alpha h0 -975.588127 0.000000
alpha mNor 75.747736 0.000000
alpha mAch -44.888050 0.000000
N M 9.731815 0.000000
N k1 -5.223597 0.000000
N k2 2.329022 0.000000
N tau1 -71.823545 0.000000
N tau2 -0.465426 0.000000
N tauAch -6.326978 0.000000
N tauNor 41.890748 0.000000
N beta 27.311832 0.000000
N h0 118.685846 0.000000
N mNor -5.297129 0.000000
N mAch 8.929327 0.000000
M k1 -37.400459 0.000000
M k2 -7.857274 0.000000
M tau1 -297.915969 0.000000
M tau2 -18.788169 0.000000
M tauAch -41.716496 0.000000
M tauNor 146.894245 0.000000
M beta 89.866669 0.000000
M h0 447.289590 0.000000
M mNor -37.688088 0.000000
M mAch 17.960792 0.000000
k1 k2 -14.071713 0.000000
k1 tau1 -93.214839 0.000000
k1 tau2 -17.054231 0.000000
k1 tauAch -23.310273 0.000000
k1 tauNor 28.152566 0.000000
k1 beta 12.592471 0.000000
k1 h0 110.116069 0.000000
k1 mNor -22.211113 0.000000
k1 mAch -7.027199 0.000000
k2 tau1 -12.751782 0.000000
k2 tau2 -3.983856 0.000000
k2 tauAch -4.704078 0.000000
k2 tauNor 1.220538 0.000000
k2 beta -0.570805 0.000000
k2 h0 10.656517 0.000000
k2 mNor -4.577538 0.000000
k2 mAch -2.829502 0.000000
tau1 tau2 -102.904055 0.000000
tau1 tauAch -128.549361 0.000000
tau1 tauNor 82.411522 0.000000
tau1 beta 18.626248 0.000000
tau1 h0 418.403346 0.000000
tau1 mNor -124.043591 0.000000
tau1 mAch -61.800387 0.000000
tau2 tauAch -20.921705 0.000000
tau2 tauNor 40.253618 0.000000
tau2 beta 21.756897 0.000000
tau2 h0 137.685939 0.000000
tau2 mNor -19.615103 0.000000
tau2 mAch -1.565557 0.000000
tauAch tauNor 105.448497 0.000000
tauAch beta 58.573591 0.000000
tauAch h0 352.364195 0.000000
tauAch mNor -46.272481 0.000000
tauAch mAch -0.530820 0.000000
tauNor beta 87.992993 0.000000
tauNor h0 303.802252 0.000000
tauNor mNor 10.976394 0.000000
tauNor mAch 44.576768 0.000000
beta h0 -53.256704 0.000000
beta mNor 28.740804 0.000000
beta mAch 19.331980 0.000000
h0 mNor 79.628042 0.000000
h0 mAch 123.872832 0.000000
mNor mAch 9.870384 0.000000
