Parameter S1 S1_conf ST ST_conf
alpha 10.570064 0.000000 15.349296 0.000000
N -6.584052 0.000000 5.955520 0.000000
M -0.252125 0.000000 0.008733 0.000000
k1 -7.695025 0.000000 8.134920 0.000000
k2 -7.253569 0.000000 7.228310 0.000000
tau1 -11.935055 0.000000 19.569607 0.000000
tau2 -2.516656 0.000000 0.870124 0.000000
tauAch -0.376498 0.000000 0.019474 0.000000
tauNor -549.633721 0.000000 41503.047175 0.000000
beta -11.766206 0.000000 19.019807 0.000000
h0 -13.165264 0.000000 23.811809 0.000000
mNor -6.467486 0.000000 5.746511 0.000000
mAch 2.556537 0.000000 0.897919 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -15.607477 0.000000
alpha M -52.233113 0.000000
alpha k1 -9.181296 0.000000
alpha k2 -11.734799 0.000000
alpha tau1 15.344227 0.000000
alpha tau2 -39.134431 0.000000
alpha tauAch -51.513706 0.000000
alpha tauNor 3125.543988 0.000000
alpha beta 14.367554 0.000000
alpha h0 22.460101 0.000000
alpha mNor -16.281725 0.000000
alpha mAch -68.479199 0.000000
N M 10.494139 0.000000
N k1 6.453715 0.000000
N k2 6.693362 0.000000
N tau1 4.151989 0.000000
N tau2 9.264824 0.000000
N tauAch 10.426622 0.000000
N tauNor -287.741002 0.000000
N beta 4.243650 0.000000
N h0 3.484163 0.000000
N mNor 7.120092 0.000000
N mAch 12.018838 0.000000
M k1 0.279179 0.000000
M k2 0.229436 0.000000
M tau1 0.756943 0.000000
M tau2 -0.304317 0.000000
M tauAch -0.545469 0.000000
M tauNor 61.344537 0.000000
M beta 0.737917 0.000000
M h0 0.895562 0.000000
M mNor 0.140860 0.000000
M mAch -0.875962 0.000000
k1 k2 7.703099 0.000000
k1 tau1 7.515381 0.000000
k1 tau2 7.893040 0.000000
k1 tauAch 7.978856 0.000000
k1 tauNor -14.045294 0.000000
k1 beta 7.522151 0.000000
k1 h0 7.466052 0.000000
k1 mNor 7.734620 0.000000
k1 mAch 8.096465 0.000000
k2 tau1 16.346698 0.000000
k2 tau2 -2.769452 0.000000
k2 tauAch -7.113246 0.000000
k2 tauNor 1107.692339 0.000000
k2 beta 16.003991 0.000000
k2 h0 18.843605 0.000000
k2 mNor 5.249390 0.000000
k2 mAch -13.066310 0.000000
tau1 tau2 11.561495 0.000000
tau1 tauAch 11.399601 0.000000
tau1 tauNor 52.948636 0.000000
tau1 beta 12.261185 0.000000
tau1 h0 12.367018 0.000000
tau1 mNor 11.860359 0.000000
tau1 mAch 11.177729 0.000000
tau2 tauAch 213.700543 0.000000
tau2 tauNor -16173.297874 0.000000
tau2 beta -126.109496 0.000000
tau2 h0 -167.850177 0.000000
tau2 mNor 31.976929 0.000000
tau2 mAch 301.207143 0.000000
tauAch tauNor -389.891937 0.000000
tauAch beta -2.726822 0.000000
tauAch h0 -3.733885 0.000000
tauAch mNor 1.087276 0.000000
tauAch mAch 7.582903 0.000000
tauNor beta 563.686699 0.000000
tauNor h0 568.247054 0.000000
tauNor mNor 546.415056 0.000000
tauNor mAch 517.000460 0.000000
beta h0 22.006794 0.000000
beta mNor 9.995376 0.000000
beta mAch -6.187796 0.000000
h0 mNor 9.486189 0.000000
h0 mAch -24.135974 0.000000
mNor mAch 32.179199 0.000000
