Parameter S1 S1_conf ST ST_conf
alpha 0.277111 0.000000 0.936693 0.000000
N 0.126031 0.000000 0.193750 0.000000
M 0.902497 0.000000 9.935299 0.000000
k1 0.464698 0.000000 2.634097 0.000000
k2 0.186022 0.000000 0.422101 0.000000
tau1 0.231282 0.000000 0.652487 0.000000
tau2 0.219753 0.000000 0.589061 0.000000
tauAch -7.633720 0.000000 710.823904 0.000000
tauNor 0.347421 0.000000 1.472316 0.000000
beta 0.176628 0.000000 0.380548 0.000000
h0 -0.990455 0.000000 11.966279 0.000000
mNor 0.168942 0.000000 0.348150 0.000000
mAch 0.129874 0.000000 0.205746 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 1.472445 0.000000
alpha M -4.237816 0.000000
alpha k1 -1.018173 0.000000
alpha k2 1.031261 0.000000
alpha tau1 0.698411 0.000000
alpha tau2 0.783194 0.000000
alpha tauAch 58.538944 0.000000
alpha tauNor -0.155694 0.000000
alpha beta 1.100344 0.000000
alpha h0 9.683267 0.000000
alpha mNor 1.156865 0.000000
alpha mAch 1.444184 0.000000
N M -3.497679 0.000000
N k1 -0.756878 0.000000
N k2 0.987754 0.000000
N tau1 0.704407 0.000000
N tau2 0.776580 0.000000
N tauAch 49.942594 0.000000
N tauNor -0.022672 0.000000
N beta 1.046562 0.000000
N h0 8.352988 0.000000
N mNor 1.094677 0.000000
N mAch 1.339264 0.000000
M k1 -1.645658 0.000000
M k2 0.409582 0.000000
M tau1 0.075789 0.000000
M tau2 0.160812 0.000000
M tauAch 58.080176 0.000000
M tauNor -0.780736 0.000000
M beta 0.478860 0.000000
M h0 9.086098 0.000000
M mNor 0.535542 0.000000
M mAch 0.823674 0.000000
k1 k2 1.166134 0.000000
k1 tau1 0.751250 0.000000
k1 tau2 0.856928 0.000000
k1 tauAch 72.847099 0.000000
k1 tauNor -0.313357 0.000000
k1 beta 1.252242 0.000000
k1 h0 11.950504 0.000000
k1 mNor 1.322694 0.000000
k1 mAch 1.680825 0.000000
k2 tau1 1.550390 0.000000
k2 tau2 1.701301 0.000000
k2 tauAch 104.505446 0.000000
k2 tauNor 0.030098 0.000000
k2 beta 2.265822 0.000000
k2 h0 17.543264 0.000000
k2 mNor 2.366429 0.000000
k2 mAch 2.877851 0.000000
tau1 tau2 0.186232 0.000000
tau1 tauAch 22.928582 0.000000
tau1 tauNor -0.183472 0.000000
tau1 beta 0.311115 0.000000
tau1 h0 3.690794 0.000000
tau1 mNor 0.333372 0.000000
tau1 mAch 0.446509 0.000000
tau2 tauAch 34.159037 0.000000
tau2 tauNor -0.148783 0.000000
tau2 beta 0.585388 0.000000
tau2 h0 5.602224 0.000000
tau2 mNor 0.618426 0.000000
tau2 mAch 0.786367 0.000000
tauAch tauNor 7.775889 0.000000
tauAch beta 9.246604 0.000000
tauAch h0 19.296486 0.000000
tauAch mNor 9.312786 0.000000
tauAch mAch 9.649212 0.000000
tauNor beta 0.589092 0.000000
tauNor h0 6.424508 0.000000
tauNor mNor 0.627521 0.000000
tauNor mAch 0.822865 0.000000
beta h0 14.124369 0.000000
beta mNor 1.882259 0.000000
beta mAch 2.294787 0.000000
h0 mNor 3.124493 0.000000
h0 mAch 3.552080 0.000000
mNor mAch 7.190853 0.000000
