Parameter S1 S1_conf ST ST_conf
alpha -12.199578 0.000000 13.099538 0.000000
N 5.561183 0.000000 2.722079 0.000000
M 0.304623 0.000000 0.008168 0.000000
k1 -0.780655 0.000000 0.053640 0.000000
k2 -1.900767 0.000000 0.317998 0.000000
tau1 -10.676091 0.000000 10.032078 0.000000
tau2 -3.811233 0.000000 1.278490 0.000000
tauAch 2.201010 0.000000 0.426393 0.000000
tauNor 4.264355 0.000000 1.600564 0.000000
beta -1.995880 0.000000 0.350619 0.000000
h0 -51.887004 0.000000 236.964636 0.000000
mNor -18.541601 0.000000 30.259436 0.000000
mAch -0.031890 0.000000 0.000090 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 32.415856 0.000000
alpha M 16.003933 0.000000
alpha k1 12.615499 0.000000
alpha k2 9.118309 0.000000
alpha tau1 -18.279832 0.000000
alpha tau2 3.153491 0.000000
alpha tauAch 21.924793 0.000000
alpha tauNor 28.366928 0.000000
alpha beta 8.821347 0.000000
alpha h0 -146.947715 0.000000
alpha mNor -42.837370 0.000000
alpha mAch 14.953278 0.000000
N M -7.568753 0.000000
N k1 -5.780665 0.000000
N k2 -3.935187 0.000000
N tau1 10.522901 0.000000
N tau2 -0.787533 0.000000
N tauAch -10.693210 0.000000
N tauNor -14.092745 0.000000
N beta -3.778479 0.000000
N h0 78.421357 0.000000
N mNor 23.481993 0.000000
N mAch -7.014319 0.000000
M k1 -0.577501 0.000000
M k2 1.716938 0.000000
M tau1 19.692330 0.000000
M tau2 5.630340 0.000000
M tauAch -6.685149 0.000000
M tauNor -10.911709 0.000000
M beta 1.911769 0.000000
M h0 104.108845 0.000000
M mNor 35.804056 0.000000
M mAch -2.111273 0.000000
k1 k2 1.359996 0.000000
k1 tau1 6.511401 0.000000
k1 tau2 2.481503 0.000000
k1 tauAch -1.047882 0.000000
k1 tauNor -2.259134 0.000000
k1 beta 1.415831 0.000000
k1 h0 30.703565 0.000000
k1 mNor 11.128715 0.000000
k1 mAch 0.262904 0.000000
k2 tau1 21.507652 0.000000
k2 tau2 7.719961 0.000000
k2 tauAch -4.355298 0.000000
k2 tauNor -8.499413 0.000000
k2 beta 4.073926 0.000000
k2 h0 104.277505 0.000000
k2 mNor 37.305097 0.000000
k2 mAch 0.129359 0.000000
tau1 tau2 15.629766 0.000000
tau1 tauAch 5.350523 0.000000
tau1 tauNor 1.822783 0.000000
tau1 beta 12.526025 0.000000
tau1 h0 97.825813 0.000000
tau1 mNor 40.814554 0.000000
tau1 mAch 9.168153 0.000000
tau2 tauAch 0.054147 0.000000
tau2 tauNor -2.434605 0.000000
tau2 beta 5.116325 0.000000
tau2 h0 65.293674 0.000000
tau2 mNor 25.073334 0.000000
tau2 mAch 2.747412 0.000000
tauAch tauNor -11.225817 0.000000
tauAch beta -0.315241 0.000000
tauAch h0 86.636906 0.000000
tauAch mNor 28.521271 0.000000
tauAch mAch -3.738158 0.000000
tauNor beta -3.047019 0.000000
tauNor h0 53.083904 0.000000
tauNor mNor 15.568047 0.000000
tauNor mAch -5.256643 0.000000
beta h0 -149.810536 0.000000
beta mNor -50.502417 0.000000
beta mAch 4.622562 0.000000
h0 mNor 81.411875 0.000000
h0 mAch 50.409766 0.000000
mNor mAch 15.627736 0.000000
