Parameter S1 S1_conf ST ST_conf
alpha 3.360422 0.000000 0.883169 0.000000
N -3.081235 0.000000 0.742516 0.000000
M -92.262417 0.000000 665.741831 0.000000
k1 -1.061294 0.000000 0.088090 0.000000
k2 9.947276 0.000000 7.738638 0.000000
tau1 -12.419328 0.000000 12.062918 0.000000
tau2 4.176856 0.000000 1.364442 0.000000
tauAch 8.000119 0.000000 5.005519 0.000000
tauNor 3.425610 0.000000 0.917766 0.000000
beta -3.623238 0.000000 1.026715 0.000000
h0 -32.635837 0.000000 83.300137 0.000000
mNor -14.135451 0.000000 15.626998 0.000000
mAch -5.403222 0.000000 2.283294 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -0.051998 0.000000
alpha M 169.027689 0.000000
alpha k1 -3.881627 0.000000
alpha k2 -24.752910 0.000000
alpha tau1 17.652207 0.000000
alpha tau2 -13.812700 0.000000
alpha tauAch -21.061271 0.000000
alpha tauNor -12.388403 0.000000
alpha beta 0.975593 0.000000
alpha h0 55.980933 0.000000
alpha mNor 20.905826 0.000000
alpha mAch 4.350286 0.000000
N M -56.112678 0.000000
N k1 3.260204 0.000000
N k2 10.426898 0.000000
N tau1 -4.133994 0.000000
N tau2 6.670294 0.000000
N tauAch 9.159279 0.000000
N tauNor 6.181225 0.000000
N beta 1.592352 0.000000
N h0 -17.295153 0.000000
N mNor -5.251209 0.000000
N mAch 0.433564 0.000000
M k1 91.815666 0.000000
M k2 73.925850 0.000000
M tau1 110.273388 0.000000
M tau2 83.303248 0.000000
M tauAch 77.090137 0.000000
M tauNor 84.524084 0.000000
M beta 95.979031 0.000000
M h0 143.126848 0.000000
M mNor 113.062226 0.000000
M mAch 98.871648 0.000000
k1 k2 1.485063 0.000000
k1 tau1 0.645051 0.000000
k1 tau2 1.268346 0.000000
k1 tauAch 1.411934 0.000000
k1 tauNor 1.240132 0.000000
k1 beta 0.975401 0.000000
k1 h0 -0.114211 0.000000
k1 mNor 0.580599 0.000000
k1 mAch 0.908551 0.000000
k2 tau1 58.537571 0.000000
k2 tau2 -44.013584 0.000000
k2 tauAch -67.638296 0.000000
k2 tauNor -39.371482 0.000000
k2 beta 4.184764 0.000000
k2 h0 183.459444 0.000000
k2 mNor 69.141841 0.000000
k2 mAch 15.183641 0.000000
tau1 tau2 -57.697828 0.000000
tau1 tauAch -106.323512 0.000000
tau1 tauNor -48.143197 0.000000
tau1 beta 41.506672 0.000000
tau1 h0 410.499711 0.000000
tau1 mNor 175.204913 0.000000
tau1 mAch 64.145168 0.000000
tau2 tauAch -7.468735 0.000000
tau2 tauNor -5.855816 0.000000
tau2 beta -3.370475 0.000000
tau2 h0 6.859030 0.000000
tau2 mNor 0.336009 0.000000
tau2 mAch -2.742873 0.000000
tauAch tauNor -17.996106 0.000000
tauAch beta -3.199185 0.000000
tauAch h0 57.703983 0.000000
tauAch mNor 18.868024 0.000000
tauAch mAch 0.537352 0.000000
tauNor beta -5.319266 0.000000
tauNor h0 -29.341602 0.000000
tauNor mNor -14.023343 0.000000
tauNor mAch -6.793086 0.000000
beta h0 -467.800587 0.000000
beta mNor -189.154418 0.000000
beta mAch -57.632715 0.000000
h0 mNor 13.386772 0.000000
h0 mAch 26.519362 0.000000
mNor mAch 17.284509 0.000000
