Parameter S1 S1_conf ST ST_conf
alpha 0.276225 0.000000 1.316779 0.000000
N 0.060414 0.000000 0.062988 0.000000
M 0.589983 0.000000 6.007101 0.000000
k1 -0.261410 0.000000 1.179315 0.000000
k2 0.385036 0.000000 2.558523 0.000000
tau1 0.205934 0.000000 0.731886 0.000000
tau2 -0.037944 0.000000 0.024847 0.000000
tauAch -8.749002 0.000000 1320.999884 0.000000
tauNor 0.266678 0.000000 1.227323 0.000000
beta 0.260422 0.000000 1.170420 0.000000
h0 -0.257459 0.000000 1.143938 0.000000
mNor -0.015803 0.000000 0.004310 0.000000
mAch 0.089880 0.000000 0.139417 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 5.790792 0.000000
alpha M -7.007630 0.000000
alpha k1 13.568508 0.000000
alpha k2 -2.054558 0.000000
alpha tau1 2.273911 0.000000
alpha tau2 8.167869 0.000000
alpha tauAch 218.693354 0.000000
alpha tauNor 0.805892 0.000000
alpha beta 0.957070 0.000000
alpha h0 13.473027 0.000000
alpha mNor 7.632778 0.000000
alpha mAch 5.078663 0.000000
N M -3.136904 0.000000
N k1 6.267119 0.000000
N k2 -0.873175 0.000000
N tau1 1.105088 0.000000
N tau2 3.798836 0.000000
N tauAch 100.016432 0.000000
N tauNor 0.434152 0.000000
N beta 0.503246 0.000000
N h0 6.223481 0.000000
N mNor 3.554280 0.000000
N mAch 2.386959 0.000000
M k1 -0.121277 0.000000
M k2 -0.650188 0.000000
M tau1 -0.503650 0.000000
M tau2 -0.304113 0.000000
M tauAch 6.823117 0.000000
M tauNor -0.553349 0.000000
M beta -0.548231 0.000000
M h0 -0.124509 0.000000
M mNor -0.322228 0.000000
M mAch -0.408696 0.000000
k1 k2 -1.217781 0.000000
k1 tau1 2.382577 0.000000
k1 tau2 7.285086 0.000000
k1 tauAch 182.397151 0.000000
k1 tauNor 1.161499 0.000000
k1 beta 1.287247 0.000000
k1 h0 11.697840 0.000000
k1 mNor 6.840005 0.000000
k1 mAch 4.715529 0.000000
k2 tau1 -0.552907 0.000000
k2 tau2 -0.940895 0.000000
k2 tauAch -14.799397 0.000000
k2 tauNor -0.456270 0.000000
k2 beta -0.466222 0.000000
k2 h0 -1.290124 0.000000
k2 mNor -0.905671 0.000000
k2 mAch -0.737539 0.000000
tau1 tau2 -4.597221 0.000000
tau1 tauAch -114.079382 0.000000
tau1 tauNor -0.768681 0.000000
tau1 beta -0.847300 0.000000
tau1 h0 -7.356128 0.000000
tau1 mNor -4.318951 0.000000
tau1 mAch -2.990703 0.000000
tau2 tauAch -86.139340 0.000000
tau2 tauNor -0.387932 0.000000
tau2 beta -0.447430 0.000000
tau2 h0 -5.373188 0.000000
tau2 mNor -3.074709 0.000000
tau2 mAch -2.069517 0.000000
tauAch tauNor 9.094995 0.000000
tauAch beta 9.143332 0.000000
tauAch h0 13.145143 0.000000
tauAch mNor 11.277800 0.000000
tauAch mAch 10.461156 0.000000
tauNor beta 0.473271 0.000000
tauNor h0 7.982551 0.000000
tauNor mNor 4.478538 0.000000
tauNor mAch 2.946129 0.000000
beta h0 35.348316 0.000000
beta mNor 20.222845 0.000000
beta mAch 13.608027 0.000000
h0 mNor 3.492834 0.000000
h0 mAch 2.448009 0.000000
mNor mAch -0.471405 0.000000
