Parameter S1 S1_conf ST ST_conf
alpha 1.339160 0.000000 0.248626 0.000000
N -0.265459 0.000000 0.009770 0.000000
M -0.004353 0.000000 0.000003 0.000000
k1 1.067233 0.000000 0.157907 0.000000
k2 0.169858 0.000000 0.004000 0.000000
tau1 3.561738 0.000000 1.758758 0.000000
tau2 -0.318645 0.000000 0.014077 0.000000
tauAch 0.167669 0.000000 0.003897 0.000000
tauNor -1.145884 0.000000 0.182039 0.000000
beta 0.392927 0.000000 0.021404 0.000000
h0 -0.204349 0.000000 0.005789 0.000000
mNor 6.143138 0.000000 5.231939 0.000000
mAch -0.065774 0.000000 0.000600 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -1.444419 0.000000
alpha M -1.384294 0.000000
alpha k1 -1.137537 0.000000
alpha k2 -1.344178 0.000000
alpha tau1 -0.563120 0.000000
alpha tau2 -1.456666 0.000000
alpha tauAch -1.344682 0.000000
alpha tauNor -1.647157 0.000000
alpha beta -1.292811 0.000000
alpha h0 -1.430347 0.000000
alpha mNor 0.031305 0.000000
alpha mAch -1.398437 0.000000
N M 0.421324 0.000000
N k1 -0.430824 0.000000
N k2 0.282788 0.000000
N tau1 -2.414508 0.000000
N tau2 0.671256 0.000000
N tauAch 0.284529 0.000000
N tauNor 1.329094 0.000000
N beta 0.105399 0.000000
N h0 0.580365 0.000000
N mNor -4.467292 0.000000
N mAch 0.470167 0.000000
M k1 -1.968004 0.000000
M k2 0.053442 0.000000
M tau1 -7.587180 0.000000
M tau2 1.153854 0.000000
M tauAch 0.058374 0.000000
M tauNor 3.017311 0.000000
M beta -0.449047 0.000000
M h0 0.896389 0.000000
M mNor -13.402095 0.000000
M mAch 0.584231 0.000000
k1 k2 -1.045154 0.000000
k1 tau1 -4.481652 0.000000
k1 tau2 -0.550226 0.000000
k1 tauAch -1.042936 0.000000
k1 tauNor 0.287895 0.000000
k1 beta -1.271157 0.000000
k1 h0 -0.666025 0.000000
k1 mNor -7.097007 0.000000
k1 mAch -0.806423 0.000000
k2 tau1 -3.854509 0.000000
k2 tau2 0.388068 0.000000
k2 tauAch -0.143638 0.000000
k2 tauNor 1.292521 0.000000
k2 beta -0.389922 0.000000
k2 h0 0.263104 0.000000
k2 mNor -6.676856 0.000000
k2 mAch 0.111594 0.000000
tau1 tau2 -3.080842 0.000000
tau1 tauAch -3.539139 0.000000
tau1 tauNor -2.301259 0.000000
tau1 beta -3.751420 0.000000
tau1 h0 -3.188553 0.000000
tau1 mNor -9.170364 0.000000
tau1 mAch -3.319145 0.000000
tau2 tauAch 0.346255 0.000000
tau2 tauNor 1.858558 0.000000
tau2 beta 0.086913 0.000000
tau2 h0 0.774562 0.000000
tau2 mNor -6.533350 0.000000
tau2 mAch 0.615019 0.000000
tauAch tauNor 1.571257 0.000000
tauAch beta -0.429348 0.000000
tauAch h0 0.347169 0.000000
tauAch mNor -7.905187 0.000000
tauAch mAch 0.167007 0.000000
tauNor beta 0.688352 0.000000
tauNor h0 2.046049 0.000000
tauNor mNor -12.382734 0.000000
tauNor mAch 1.731046 0.000000
beta h0 0.186977 0.000000
beta mNor -9.108333 0.000000
beta mAch -0.015954 0.000000
h0 mNor -6.024401 0.000000
h0 mAch 0.473765 0.000000
mNor mAch -5.823536 0.000000
