Parameter S1 S1_conf ST ST_conf
alpha -11.122533 0.000000 12.638051 0.000000
N 0.535826 0.000000 0.029331 0.000000
M 32.516297 0.000000 108.012717 0.000000
k1 0.775872 0.000000 0.061497 0.000000
k2 -0.161713 0.000000 0.002672 0.000000
tau1 -0.479073 0.000000 0.023446 0.000000
tau2 -0.772271 0.000000 0.060927 0.000000
tauAch -1.465228 0.000000 0.219322 0.000000
tauNor 1.531803 0.000000 0.239706 0.000000
beta -0.442546 0.000000 0.020007 0.000000
h0 -0.579800 0.000000 0.034342 0.000000
mNor 3.024458 0.000000 0.934475 0.000000
mAch -0.426206 0.000000 0.018557 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 9.852162 0.000000
alpha M -30.550509 0.000000
alpha k1 9.548898 0.000000
alpha k2 10.733400 0.000000
alpha tau1 11.134339 0.000000
alpha tau2 11.504751 0.000000
alpha tauAch 12.380202 0.000000
alpha tauNor 8.593890 0.000000
alpha beta 11.088192 0.000000
alpha h0 11.261593 0.000000
alpha mNor 6.708137 0.000000
alpha mAch 11.067548 0.000000
N M -17.671857 0.000000
N k1 -1.182907 0.000000
N k2 -0.695838 0.000000
N tau1 -0.530971 0.000000
N tau2 -0.378657 0.000000
N tauAch -0.018670 0.000000
N tauNor -1.575608 0.000000
N beta -0.549947 0.000000
N h0 -0.478644 0.000000
N mNor -2.351034 0.000000
N mAch -0.558436 0.000000
M k1 -33.364961 0.000000
M k2 -32.726157 0.000000
M tau1 -32.509930 0.000000
M tau2 -32.310166 0.000000
M tauAch -31.838035 0.000000
M tauNor -33.879999 0.000000
M beta -32.534817 0.000000
M h0 -32.441302 0.000000
M mNor -34.896988 0.000000
M mAch -32.545951 0.000000
k1 k2 -0.437029 0.000000
k1 tau1 -0.786152 0.000000
k1 tau2 -1.108695 0.000000
k1 tauAch -1.871006 0.000000
k1 tauNor 1.425981 0.000000
k1 beta -0.745969 0.000000
k1 h0 -0.896960 0.000000
k1 mNor 3.068028 0.000000
k1 mAch -0.727993 0.000000
k2 tau1 0.167648 0.000000
k2 tau2 0.353872 0.000000
k2 tauAch 0.794002 0.000000
k2 tauNor -1.109555 0.000000
k2 beta 0.144448 0.000000
k2 h0 0.231625 0.000000
k2 mNor -2.057611 0.000000
k2 mAch 0.134070 0.000000
tau1 tau2 0.473354 0.000000
tau1 tauAch 0.460255 0.000000
tau1 tauNor 0.516908 0.000000
tau1 beta 0.479587 0.000000
tau1 h0 0.476992 0.000000
tau1 mNor 0.545124 0.000000
tau1 mAch 0.479896 0.000000
tau2 tauAch 1.536075 0.000000
tau2 tauNor -0.763419 0.000000
tau2 beta 0.751415 0.000000
tau2 h0 0.856724 0.000000
tau2 mNor -1.908669 0.000000
tau2 mAch 0.738878 0.000000
tauAch tauNor -0.611572 0.000000
tauAch beta 1.437023 0.000000
tauAch h0 1.579439 0.000000
tauAch mNor -2.160359 0.000000
tauAch mAch 1.420068 0.000000
tauNor beta -1.556969 0.000000
tauNor h0 -1.429895 0.000000
tauNor mNor -4.766837 0.000000
tauNor mAch -1.572098 0.000000
beta h0 0.548670 0.000000
beta mNor -2.926322 0.000000
beta mAch 0.400584 0.000000
h0 mNor -2.103204 0.000000
h0 mAch 0.546381 0.000000
mNor mAch -3.061245 0.000000
