Parameter S1 S1_conf ST ST_conf
alpha 0.068504 0.000000 0.000641 0.000000
N 0.230436 0.000000 0.007249 0.000000
M -1.082961 0.000000 0.160095 0.000000
k1 -0.128831 0.000000 0.002266 0.000000
k2 0.043579 0.000000 0.000259 0.000000
tau1 0.200113 0.000000 0.005466 0.000000
tau2 0.060883 0.000000 0.000506 0.000000
tauAch 0.151603 0.000000 0.003137 0.000000
tauNor 0.338549 0.000000 0.015646 0.000000
beta 0.185508 0.000000 0.004698 0.000000
h0 0.061737 0.000000 0.000520 0.000000
mNor 0.056914 0.000000 0.000442 0.000000
mAch -0.021035 0.000000 0.000060 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -0.139998 0.000000
alpha M 1.292146 0.000000
alpha k1 0.251751 0.000000
alpha k2 0.063753 0.000000
alpha tau1 -0.106934 0.000000
alpha tau2 0.044884 0.000000
alpha tauAch -0.054038 0.000000
alpha tauNor -0.257887 0.000000
alpha beta -0.091008 0.000000
alpha h0 0.043953 0.000000
alpha mNor 0.049212 0.000000
alpha mAch 0.134209 0.000000
N M 1.095275 0.000000
N k1 0.081595 0.000000
N k2 -0.101575 0.000000
N tau1 -0.267879 0.000000
N tau2 -0.119960 0.000000
N tauAch -0.216342 0.000000
N tauNor -0.414956 0.000000
N beta -0.252362 0.000000
N h0 -0.120866 0.000000
N mNor -0.115743 0.000000
N mAch -0.032928 0.000000
M k1 1.430304 0.000000
M k2 1.226404 0.000000
M tau1 1.041279 0.000000
M tau2 1.205939 0.000000
M tauAch 1.098650 0.000000
M tauNor 0.877559 0.000000
M beta 1.058553 0.000000
M h0 1.204930 0.000000
M mNor 1.210633 0.000000
M mAch 1.302820 0.000000
k1 k2 0.251352 0.000000
k1 tau1 0.093230 0.000000
k1 tau2 0.233872 0.000000
k1 tauAch 0.142232 0.000000
k1 tauNor -0.046610 0.000000
k1 beta 0.107984 0.000000
k1 h0 0.233010 0.000000
k1 mNor 0.237881 0.000000
k1 mAch 0.316621 0.000000
k2 tau1 -0.079431 0.000000
k2 tau2 0.062202 0.000000
k2 tauAch -0.030084 0.000000
k2 tauNor -0.220257 0.000000
k2 beta -0.064573 0.000000
k2 h0 0.061334 0.000000
k2 mNor 0.066239 0.000000
k2 mAch 0.145535 0.000000
tau1 tau2 -0.126126 0.000000
tau1 tauAch -0.190674 0.000000
tau1 tauNor -0.323689 0.000000
tau1 beta -0.214798 0.000000
tau1 h0 -0.126733 0.000000
tau1 mNor -0.123302 0.000000
tau1 mAch -0.067840 0.000000
tau2 tauAch -0.050451 0.000000
tau2 tauNor -0.197467 0.000000
tau2 beta -0.077114 0.000000
tau2 h0 0.020221 0.000000
tau2 mNor 0.024013 0.000000
tau2 mAch 0.085313 0.000000
tauAch tauNor -0.328255 0.000000
tauAch beta -0.172595 0.000000
tauAch h0 -0.046706 0.000000
tauAch mNor -0.041801 0.000000
tauAch mAch 0.037482 0.000000
tauNor beta -0.360453 0.000000
tauNor h0 -0.229095 0.000000
tauNor mNor -0.223977 0.000000
tauNor mAch -0.141249 0.000000
beta h0 -0.077945 0.000000
beta mNor -0.072916 0.000000
beta mAch 0.008382 0.000000
h0 mNor 0.046404 0.000000
h0 mAch 0.124488 0.000000
mNor mAch 0.116646 0.000000
