Parameter S1 S1_conf ST ST_conf
alpha 0.000000 0.000000 0.000000 0.000000
N 0.966926 0.000000 0.080394 0.000000
M 2.989160 0.000000 0.768312 0.000000
k1 0.525016 0.000000 0.023702 0.000000
k2 -0.603999 0.000000 0.031370 0.000000
tau1 1.023649 0.000000 0.090103 0.000000
tau2 3.297837 0.000000 0.935185 0.000000
tauAch -0.031659 0.000000 0.000086 0.000000
tauNor 0.452793 0.000000 0.017629 0.000000
beta 15.871831 0.000000 21.661736 0.000000
h0 -3.007628 0.000000 0.777835 0.000000
mNor 3.229242 0.000000 0.896686 0.000000
mAch 10.927713 0.000000 10.268282 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -0.412403 0.000000
alpha M -0.838137 0.000000
alpha k1 -0.319369 0.000000
alpha k2 -0.081682 0.000000
alpha tau1 -0.424345 0.000000
alpha tau2 -0.903121 0.000000
alpha tauAch -0.202175 0.000000
alpha tauNor -0.304165 0.000000
alpha beta -3.550278 0.000000
alpha h0 0.424345 0.000000
alpha mNor -0.888680 0.000000
alpha mAch -2.509411 0.000000
N M -4.023234 0.000000
N k1 -2.131523 0.000000
N k2 -1.264784 0.000000
N tau1 -2.514321 0.000000
N tau2 -4.260205 0.000000
N tauAch -1.704167 0.000000
N tauNor -2.076078 0.000000
N beta -13.913198 0.000000
N h0 0.580470 0.000000
N mNor -4.207545 0.000000
N mAch -10.117623 0.000000
M k1 -1.797202 0.000000
M k2 -2.684304 0.000000
M tau1 -1.405411 0.000000
M tau2 0.381488 0.000000
M tauAch -2.234599 0.000000
M tauNor -1.853950 0.000000
M beta 10.261258 0.000000
M h0 -4.572908 0.000000
M mNor 0.327591 0.000000
M mAch 6.376514 0.000000
k1 k2 -0.658101 0.000000
k1 tau1 -1.216405 0.000000
k1 tau2 -1.996481 0.000000
k1 tauAch -0.854421 0.000000
k1 tauNor -1.020594 0.000000
k1 beta -6.309520 0.000000
k1 h0 0.166374 0.000000
k1 mNor -1.972952 0.000000
k1 mAch -4.613625 0.000000
k2 tau1 -0.506248 0.000000
k2 tau2 -1.758909 0.000000
k2 tauAch 0.075033 0.000000
k2 tauNor -0.191811 0.000000
k2 beta -8.684875 0.000000
k2 h0 1.714246 0.000000
k2 mNor -1.721126 0.000000
k2 mAch -5.961572 0.000000
tau1 tau2 -3.028422 0.000000
tau1 tauAch -1.472442 0.000000
tau1 tauNor -1.698842 0.000000
tau1 beta -8.904654 0.000000
tau1 h0 -0.081676 0.000000
tau1 mNor -2.996366 0.000000
tau1 mAch -6.594109 0.000000
tau2 tauAch -3.267337 0.000000
tau2 tauNor -3.251950 0.000000
tau2 beta -2.762235 0.000000
tau2 h0 -3.361855 0.000000
tau2 mNor -3.163769 0.000000
tau2 mAch -2.919262 0.000000
tauAch tauNor -0.324948 0.000000
tauAch beta -4.130736 0.000000
tauAch h0 0.529167 0.000000
tauAch mNor -1.010242 0.000000
tauAch mAch -2.910409 0.000000
tauNor beta -11.042415 0.000000
tauNor h0 0.812925 0.000000
tauNor mNor -3.103512 0.000000
tauNor mAch -7.937761 0.000000
beta h0 -14.739635 0.000000
beta mNor -18.242922 0.000000
beta mAch -22.567199 0.000000
h0 mNor -0.057266 0.000000
h0 mAch -5.646866 0.000000
mNor mAch -87.835336 0.000000
