Parameter S1 S1_conf ST ST_conf
alpha -0.019864 0.000000 0.000061 0.000000
N -5.070937 0.000000 3.952101 0.000000
M 1.063130 0.000000 0.173710 0.000000
k1 0.591915 0.000000 0.053848 0.000000
k2 0.069937 0.000000 0.000752 0.000000
tau1 -0.004276 0.000000 0.000003 0.000000
tau2 -0.268300 0.000000 0.011064 0.000000
tauAch 0.159600 0.000000 0.003915 0.000000
tauNor 0.082904 0.000000 0.001056 0.000000
beta -7.679722 0.000000 9.064475 0.000000
h0 -0.082904 0.000000 0.001056 0.000000
mNor -0.158497 0.000000 0.003861 0.000000
mAch -0.041521 0.000000 0.000265 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 7.286985 0.000000
alpha M -0.929917 0.000000
alpha k1 -0.298701 0.000000
alpha k2 0.400516 0.000000
alpha tau1 0.499928 0.000000
alpha tau2 0.853602 0.000000
alpha tauAch 0.280407 0.000000
alpha tauNor 0.383146 0.000000
alpha beta 10.781589 0.000000
alpha h0 0.605254 0.000000
alpha mNor 0.706515 0.000000
alpha mAch 0.549820 0.000000
N M 4.191144 0.000000
N k1 4.775847 0.000000
N k2 5.423538 0.000000
N tau1 5.515625 0.000000
N tau2 5.843237 0.000000
N tauAch 5.312280 0.000000
N tauNor 5.407449 0.000000
N beta 15.039635 0.000000
N h0 5.613190 0.000000
N mNor 5.706989 0.000000
N mAch 5.561840 0.000000
M k1 -1.371812 0.000000
M k2 -0.694286 0.000000
M tau1 -0.597957 0.000000
M tau2 -0.255255 0.000000
M tauAch -0.810669 0.000000
M tauNor -0.711117 0.000000
M beta 9.364761 0.000000
M h0 -0.495898 0.000000
M mNor -0.397779 0.000000
M mAch -0.549613 0.000000
k1 k2 -0.216179 0.000000
k1 tau1 -0.118050 0.000000
k1 tau2 0.231056 0.000000
k1 tauAch -0.334737 0.000000
k1 tauNor -0.233325 0.000000
k1 beta 10.030826 0.000000
k1 h0 -0.014085 0.000000
k1 mNor 0.085868 0.000000
k1 mAch -0.068803 0.000000
k2 tau1 0.229358 0.000000
k2 tau2 0.449856 0.000000
k2 tauAch 0.092498 0.000000
k2 tauNor 0.156551 0.000000
k2 beta 6.639449 0.000000
k2 h0 0.295024 0.000000
k2 mNor 0.358155 0.000000
k2 mAch 0.260463 0.000000
tau1 tau2 0.659190 0.000000
tau1 tauAch 0.208937 0.000000
tau1 tauNor 0.289640 0.000000
tau1 beta 8.457776 0.000000
tau1 h0 0.464109 0.000000
tau1 mNor 0.543651 0.000000
tau1 mAch 0.420565 0.000000
tau2 tauAch 0.493710 0.000000
tau2 tauNor 0.582595 0.000000
tau2 beta 9.578868 0.000000
tau2 h0 0.774754 0.000000
tau2 mNor 0.862360 0.000000
tau2 mAch 0.726794 0.000000
tauAch tauNor 0.157852 0.000000
tauAch beta 9.244475 0.000000
tauAch h0 0.351940 0.000000
tauAch mNor 0.440426 0.000000
tauAch mAch 0.303499 0.000000
tauNor beta 9.829247 0.000000
tauNor h0 0.456273 0.000000
tauNor mNor 0.549540 0.000000
tauNor mAch 0.405215 0.000000
beta h0 8.164162 0.000000
beta mNor 8.247961 0.000000
beta mAch 8.118287 0.000000
h0 mNor 0.599849 0.000000
h0 mAch 0.481881 0.000000
mNor mAch 0.698115 0.000000
