Parameter S1 S1_conf ST ST_conf
alpha 0.779615 0.000000 0.253809 0.000000
N 4.532359 0.000000 8.578195 0.000000
M 0.913972 0.000000 0.348829 0.000000
k1 4.242013 0.000000 7.514345 0.000000
k2 12.180937 0.000000 61.959604 0.000000
tau1 -7.630146 0.000000 24.311566 0.000000
tau2 1.487889 0.000000 0.924460 0.000000
tauAch 1.274168 0.000000 0.677955 0.000000
tauNor -27.103186 0.000000 306.752376 0.000000
beta 1.265014 0.000000 0.668248 0.000000
h0 -0.063929 0.000000 0.001707 0.000000
mNor 4.032202 0.000000 6.789406 0.000000
mAch 0.048926 0.000000 0.001000 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 2.282163 0.000000
alpha M -0.846317 0.000000
alpha k1 2.031127 0.000000
alpha k2 8.895169 0.000000
alpha tau1 -8.233612 0.000000
alpha tau2 -0.350105 0.000000
alpha tauAch -0.534889 0.000000
alpha tauNor -25.070120 0.000000
alpha beta -0.542804 0.000000
alpha h0 -1.691816 0.000000
alpha mNor 1.849724 0.000000
alpha mAch -1.594241 0.000000
N M -4.423065 0.000000
N k1 -9.137850 0.000000
N k2 -20.384804 0.000000
N tau1 7.681256 0.000000
N tau2 -5.236125 0.000000
N tauAch -4.933350 0.000000
N tauNor 35.268416 0.000000
N beta -4.920381 0.000000
N h0 -3.037689 0.000000
N mNor -8.840615 0.000000
N mAch -3.197568 0.000000
M k1 -7.131199 0.000000
M k2 -22.314132 0.000000
M tau1 15.573917 0.000000
M tau2 -1.864026 0.000000
M tauAch -1.455294 0.000000
M tauNor 52.815470 0.000000
M beta -1.437785 0.000000
M h0 1.103773 0.000000
M mNor -6.729942 0.000000
M mAch 0.887943 0.000000
k1 k2 -65.539999 0.000000
k1 tau1 42.985407 0.000000
k1 tau2 -6.963322 0.000000
k1 tauAch -5.792559 0.000000
k1 tauNor 149.659008 0.000000
k1 beta -5.742409 0.000000
k1 h0 1.537557 0.000000
k1 mNor -20.901107 0.000000
k1 mAch 0.919337 0.000000
k2 tau1 17.197798 0.000000
k2 tau2 -13.873780 0.000000
k2 tauAch -13.145485 0.000000
k2 tauNor 83.556188 0.000000
k2 beta -13.114288 0.000000
k2 h0 -8.585643 0.000000
k2 mNor -22.544051 0.000000
k2 mAch -8.970219 0.000000
tau1 tau2 2.856447 0.000000
tau1 tauAch 4.910189 0.000000
tau1 tauNor 277.602111 0.000000
tau1 beta 4.998162 0.000000
tau1 h0 17.768621 0.000000
tau1 mNor -21.593107 0.000000
tau1 mAch 16.684145 0.000000
tau2 tauAch -1.725190 0.000000
tau2 tauNor 22.065707 0.000000
tau2 beta -1.717515 0.000000
tau2 h0 -0.603361 0.000000
tau2 mNor -4.037460 0.000000
tau2 mAch -0.697976 0.000000
tauAch tauNor 73.639902 0.000000
tauAch beta -2.004513 0.000000
tauAch h0 1.539140 0.000000
tauAch mNor -9.383280 0.000000
tauAch mAch 1.238211 0.000000
tauNor beta 26.600619 0.000000
tauNor h0 29.039087 0.000000
tauNor mNor 21.523124 0.000000
tauNor mAch 28.832010 0.000000
beta h0 -3.547813 0.000000
beta mNor 5.314951 0.000000
beta mAch -3.303630 0.000000
h0 mNor 16.386743 0.000000
h0 mAch -4.993234 0.000000
mNor mAch -2.427663 0.000000
