Parameter S1 S1_conf ST ST_conf
alpha -0.170768 0.000000 0.004839 0.000000
N 0.617413 0.000000 0.063252 0.000000
M 0.048091 0.000000 0.000384 0.000000
k1 0.048379 0.000000 0.000388 0.000000
k2 -0.071993 0.000000 0.000860 0.000000
tau1 0.210220 0.000000 0.007333 0.000000
tau2 -0.001800 0.000000 0.000001 0.000000
tauAch -11.189465 0.000000 20.774936 0.000000
tauNor 12.382824 0.000000 25.442538 0.000000
beta 0.156657 0.000000 0.004072 0.000000
h0 2.322211 0.000000 0.894797 0.000000
mNor -0.509136 0.000000 0.043012 0.000000
mAch -0.134771 0.000000 0.003014 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -0.039904 0.000000
alpha M 0.714622 0.000000
alpha k1 0.714240 0.000000
alpha k2 0.873770 0.000000
alpha tau1 0.499752 0.000000
alpha tau2 0.780743 0.000000
alpha tauAch 15.607821 0.000000
alpha tauNor -15.632671 0.000000
alpha beta 0.570739 0.000000
alpha h0 -2.299283 0.000000
alpha mNor 1.453118 0.000000
alpha mAch 0.956971 0.000000
N M -0.158189 0.000000
N k1 -0.158511 0.000000
N k2 -0.023805 0.000000
N tau1 -0.339623 0.000000
N tau2 -0.102357 0.000000
N tauAch 12.417479 0.000000
N tauNor -13.961679 0.000000
N beta -0.279682 0.000000
N h0 -2.703099 0.000000
N mNor 0.465390 0.000000
N mAch 0.046448 0.000000
M k1 0.399917 0.000000
M k2 0.531424 0.000000
M tau1 0.223104 0.000000
M tau2 0.454738 0.000000
M tauAch 12.677348 0.000000
M tauNor -13.075558 0.000000
M beta 0.281622 0.000000
M h0 -2.084262 0.000000
M mNor 1.009006 0.000000
M mAch 0.600010 0.000000
k1 k2 0.430360 0.000000
k1 tau1 0.175656 0.000000
k1 tau2 0.367009 0.000000
k1 tauAch 10.464134 0.000000
k1 tauNor -10.810398 0.000000
k1 beta 0.223998 0.000000
k1 h0 -1.730465 0.000000
k1 mNor 0.824891 0.000000
k1 mAch 0.487019 0.000000
k2 tau1 0.365536 0.000000
k2 tau2 0.616256 0.000000
k2 tauAch 13.846012 0.000000
k2 tauNor -14.028941 0.000000
k2 beta 0.428875 0.000000
k2 h0 -2.131959 0.000000
k2 mNor 1.216196 0.000000
k2 mAch 0.773498 0.000000
tau1 tau2 0.269033 0.000000
tau1 tauAch 11.918575 0.000000
tau1 tauNor -12.626882 0.000000
tau1 beta 0.104035 0.000000
tau1 h0 -2.150923 0.000000
tau1 mNor 0.797314 0.000000
tau1 mAch 0.407495 0.000000
tau2 tauAch 13.464139 0.000000
tau2 tauNor -13.780057 0.000000
tau2 beta 0.350606 0.000000
tau2 h0 -2.152281 0.000000
tau2 mNor 1.120111 0.000000
tau2 mAch 0.687431 0.000000
tauAch tauNor -4.199173 0.000000
tauAch beta 11.578938 0.000000
tauAch h0 8.784247 0.000000
tauAch mNor 12.438157 0.000000
tauAch mAch 11.955032 0.000000
tauNor beta -12.067069 0.000000
tauNor h0 -14.332789 0.000000
tauNor mNor -11.370481 0.000000
tauNor mAch -11.762161 0.000000
beta h0 -3.897712 0.000000
beta mNor 1.785547 0.000000
beta mAch 1.034099 0.000000
h0 mNor -0.376679 0.000000
h0 mAch -1.129415 0.000000
mNor mAch 1.416659 0.000000
