Parameter S1 S1_conf ST ST_conf
alpha -0.525124 0.000000 0.012162 0.000000
N 1.139056 0.000000 0.057224 0.000000
M -0.030890 0.000000 0.000042 0.000000
k1 1.513593 0.000000 0.101044 0.000000
k2 0.326614 0.000000 0.004705 0.000000
tau1 2.656510 0.000000 0.311253 0.000000
tau2 1.142917 0.000000 0.057613 0.000000
tauAch -2.440283 0.000000 0.262646 0.000000
tauNor -3.799428 0.000000 0.636689 0.000000
beta -5.436579 0.000000 1.303594 0.000000
h0 -0.154448 0.000000 0.001052 0.000000
mNor 5.892202 0.000000 1.531250 0.000000
mAch 2.517507 0.000000 0.279532 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -5.216491 0.000000
alpha M -4.046545 0.000000
alpha k1 -5.591028 0.000000
alpha k2 -4.404049 0.000000
alpha tau1 -6.733945 0.000000
alpha tau2 -5.220352 0.000000
alpha tauAch -1.637152 0.000000
alpha tauNor -0.278007 0.000000
alpha beta 1.359145 0.000000
alpha h0 -3.922986 0.000000
alpha mNor -9.969636 0.000000
alpha mAch -6.594942 0.000000
N M -5.112796 0.000000
N k1 -6.455275 0.000000
N k2 -5.423541 0.000000
N tau1 -7.448710 0.000000
N tau2 -6.133080 0.000000
N tauAch -3.018527 0.000000
N tauNor -1.837145 0.000000
N beta -0.414117 0.000000
N h0 -5.005397 0.000000
N mNor -10.261205 0.000000
N mAch -7.327887 0.000000
M k1 -2.085599 0.000000
M k2 -1.674846 0.000000
M tau1 -2.481104 0.000000
M tau2 -1.957327 0.000000
M tauAch -0.717364 0.000000
M tauNor -0.247033 0.000000
M beta 0.319502 0.000000
M h0 -1.508375 0.000000
M mNor -3.600812 0.000000
M mAch -2.433002 0.000000
k1 k2 18.700045 0.000000
k1 tau1 28.254524 0.000000
k1 tau2 22.047555 0.000000
k1 tauAch 7.353506 0.000000
k1 tauNor 1.779901 0.000000
k1 beta -4.933760 0.000000
k1 h0 16.727296 0.000000
k1 mNor 41.523504 0.000000
k1 mAch 27.684496 0.000000
k2 tau1 -5.686853 0.000000
k2 tau2 -4.569186 0.000000
k2 tauAch -1.923281 0.000000
k2 tauNor -0.919662 0.000000
k2 beta 0.289243 0.000000
k2 h0 -3.611186 0.000000
k2 mNor -8.076151 0.000000
k2 mAch -5.584210 0.000000
tau1 tau2 -5.145695 0.000000
tau1 tauAch -3.593300 0.000000
tau1 tauNor -3.004461 0.000000
tau1 beta -2.295177 0.000000
tau1 h0 -4.583621 0.000000
tau1 mNor -7.203287 0.000000
tau1 mAch -5.741225 0.000000
tau2 tauAch -2.362512 0.000000
tau2 tauNor -1.595909 0.000000
tau2 beta -0.672502 0.000000
tau2 h0 -3.651797 0.000000
tau2 mNor -7.062305 0.000000
tau2 mAch -5.158867 0.000000
tauAch tauNor 1.774677 0.000000
tauAch beta 3.131489 0.000000
tauAch h0 -1.246149 0.000000
tauAch mNor -6.257393 0.000000
tauAch mAch -3.460569 0.000000
tauNor beta 4.760710 0.000000
tauNor h0 -1.327414 0.000000
tauNor mNor -8.296713 0.000000
tauNor mAch -4.407079 0.000000
beta h0 5.006792 0.000000
beta mNor 4.422550 0.000000
beta mAch 4.748621 0.000000
h0 mNor -8.052626 0.000000
h0 mAch -5.413559 0.000000
mNor mAch -14.874737 0.000000
