Parameter S1 S1_conf ST ST_conf
alpha 24.658010 0.000000 892.849353 0.000000
N 2.605455 0.000000 9.968485 0.000000
M 0.367985 0.000000 0.198848 0.000000
k1 -0.765063 0.000000 0.859522 0.000000
k2 2.090289 0.000000 6.416156 0.000000
tau1 24.767267 0.000000 900.779095 0.000000
tau2 0.716841 0.000000 0.754584 0.000000
tauAch 0.249742 0.000000 0.091590 0.000000
tauNor 1.861277 0.000000 5.087265 0.000000
beta 1.039373 0.000000 1.586371 0.000000
h0 7.200083 0.000000 76.126718 0.000000
mNor 0.840678 0.000000 1.037818 0.000000
mAch 3.250118 0.000000 15.511732 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -30.910466 0.000000
alpha M -23.046289 0.000000
alpha k1 -19.063893 0.000000
alpha k2 -29.099782 0.000000
alpha tau1 -108.803996 0.000000
alpha tau2 -24.272436 0.000000
alpha tauAch -22.630694 0.000000
alpha tauNor -28.294859 0.000000
alpha beta -25.406058 0.000000
alpha h0 -47.059498 0.000000
alpha mNor -24.707693 0.000000
alpha mAch -33.176304 0.000000
N M -1.753822 0.000000
N k1 0.350474 0.000000
N k2 -4.952484 0.000000
N tau1 -47.068141 0.000000
N tau2 -2.401717 0.000000
N tauAch -1.534222 0.000000
N tauNor -4.527163 0.000000
N beta -3.000723 0.000000
N h0 -14.442387 0.000000
N mNor -2.631707 0.000000
N mAch -7.106516 0.000000
M k1 1.227364 0.000000
M k2 -1.634704 0.000000
M tau1 -24.365011 0.000000
M tau2 -0.258025 0.000000
M tauAch 0.210172 0.000000
M tauNor -1.405153 0.000000
M beta -0.581316 0.000000
M h0 -6.756514 0.000000
M mNor -0.382153 0.000000
M mAch -2.797260 0.000000
k1 k2 2.859971 0.000000
k1 tau1 40.451491 0.000000
k1 tau2 0.583212 0.000000
k1 tauAch -0.191096 0.000000
k1 tauNor 2.480339 0.000000
k1 beta 1.117871 0.000000
k1 h0 11.330451 0.000000
k1 mNor 0.788495 0.000000
k1 mAch 4.782613 0.000000
k2 tau1 -138.940901 0.000000
k2 tau2 -1.463211 0.000000
k2 tauAch 1.206832 0.000000
k2 tauNor -8.005069 0.000000
k2 beta -3.306875 0.000000
k2 h0 -38.522892 0.000000
k2 mNor -2.171090 0.000000
k2 mAch -15.943995 0.000000
tau1 tau2 -25.653966 0.000000
tau1 tauAch -29.429447 0.000000
tau1 tauNor -16.403677 0.000000
tau1 beta -23.046996 0.000000
tau1 h0 26.748993 0.000000
tau1 mNor -24.653014 0.000000
tau1 mAch -5.177914 0.000000
tau2 tauAch -9.318203 0.000000
tau2 tauNor 14.713337 0.000000
tau2 beta 2.456926 0.000000
tau2 h0 94.326686 0.000000
tau2 mNor -0.506052 0.000000
tau2 mAch 35.424006 0.000000
tauAch tauNor -2.841852 0.000000
tauAch beta -0.782902 0.000000
tauAch h0 -16.216069 0.000000
tauAch mNor -0.285152 0.000000
tauAch mAch -6.321029 0.000000
tauNor beta -2.692522 0.000000
tauNor h0 -26.754224 0.000000
tauNor mNor -1.916485 0.000000
tauNor mAch -11.326963 0.000000
beta h0 -150.635210 0.000000
beta mNor -1.371148 0.000000
beta mAch -57.924048 0.000000
h0 mNor -7.245089 0.000000
h0 mAch -14.916640 0.000000
mNor mAch -10.139810 0.000000
