Parameter S1 S1_conf ST ST_conf
alpha 0.084551 0.000000 0.001314 0.000000
N 2.100552 0.000000 0.811200 0.000000
M 0.155495 0.000000 0.004445 0.000000
k1 0.636121 0.000000 0.074394 0.000000
k2 0.904223 0.000000 0.150318 0.000000
tau1 1.712886 0.000000 0.539409 0.000000
tau2 0.848034 0.000000 0.132217 0.000000
tauAch 2.762149 0.000000 1.402669 0.000000
tauNor 0.518239 0.000000 0.049377 0.000000
beta -0.054928 0.000000 0.000555 0.000000
h0 3.036080 0.000000 1.694679 0.000000
mNor 0.899254 0.000000 0.148671 0.000000
mAch -0.284457 0.000000 0.014876 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -1.864908 0.000000
alpha M 0.410440 0.000000
alpha k1 -0.151802 0.000000
alpha k2 -0.465430 0.000000
alpha tau1 -1.411413 0.000000
alpha tau2 -0.399700 0.000000
alpha tauAch -2.638851 0.000000
alpha tauNor -0.013902 0.000000
alpha beta 0.656594 0.000000
alpha h0 -2.959299 0.000000
alpha mNor -0.459617 0.000000
alpha mAch 0.925099 0.000000
N M -2.496357 0.000000
N k1 -2.046777 0.000000
N k2 -1.795993 0.000000
N tau1 -1.039566 0.000000
N tau2 -1.848553 0.000000
N tauAch -0.058081 0.000000
N tauNor -2.157044 0.000000
N beta -2.693186 0.000000
N h0 0.198155 0.000000
N mNor -1.800641 0.000000
N mAch -2.907889 0.000000
M k1 -0.222304 0.000000
M k2 -0.533875 0.000000
M tau1 -1.473652 0.000000
M tau2 -0.468576 0.000000
M tauAch -2.693038 0.000000
M tauNor -0.085309 0.000000
M beta 0.580788 0.000000
M h0 -3.011384 0.000000
M mNor -0.528100 0.000000
M mAch 0.847533 0.000000
k1 k2 -0.847217 0.000000
k1 tau1 -1.371513 0.000000
k1 tau2 -0.810787 0.000000
k1 tauAch -2.051801 0.000000
k1 tauNor -0.596965 0.000000
k1 beta -0.225353 0.000000
k1 h0 -2.229403 0.000000
k1 mNor -0.843995 0.000000
k1 mAch -0.076538 0.000000
k2 tau1 5.578607 0.000000
k2 tau2 0.635542 0.000000
k2 tauAch 11.575672 0.000000
k2 tauNor -1.249403 0.000000
k2 beta -4.525335 0.000000
k2 h0 13.141325 0.000000
k2 mNor 0.928290 0.000000
k2 mAch -5.837210 0.000000
tau1 tau2 -1.828833 0.000000
tau1 tauAch -2.652642 0.000000
tau1 tauNor -1.686893 0.000000
tau1 beta -1.440210 0.000000
tau1 h0 -2.770538 0.000000
tau1 mNor -1.850877 0.000000
tau1 mAch -1.341424 0.000000
tau2 tauAch -4.131737 0.000000
tau2 tauNor -0.757210 0.000000
tau2 beta 0.104751 0.000000
tau2 h0 -4.543690 0.000000
tau2 mNor -1.330203 0.000000
tau2 mAch 0.449931 0.000000
tauAch tauNor -2.707658 0.000000
tauAch beta -2.190511 0.000000
tauAch h0 -4.979412 0.000000
tauAch mNor -3.051434 0.000000
tauAch mAch -1.983416 0.000000
tauNor beta -0.435337 0.000000
tauNor h0 -0.839796 0.000000
tauNor mNor -0.560192 0.000000
tauNor mAch -0.405303 0.000000
beta h0 -0.732768 0.000000
beta mNor -0.047842 0.000000
beta mAch 0.331577 0.000000
h0 mNor -3.032718 0.000000
h0 mAch -3.045129 0.000000
mNor mAch 0.244148 0.000000
