Parameter S1 S1_conf ST ST_conf
alpha 0.310893 0.000000 0.017517 0.000000
N 6.709370 0.000000 8.158152 0.000000
M 0.996442 0.000000 0.179942 0.000000
k1 -8.728478 0.000000 13.807193 0.000000
k2 -4.283956 0.000000 3.325970 0.000000
tau1 -1.195531 0.000000 0.259030 0.000000
tau2 1.541609 0.000000 0.430702 0.000000
tauAch 0.941179 0.000000 0.160536 0.000000
tauNor 1.703386 0.000000 0.525841 0.000000
beta 0.553870 0.000000 0.055596 0.000000
h0 2.207488 0.000000 0.883131 0.000000
mNor -1.266854 0.000000 0.290858 0.000000
mAch -0.173433 0.000000 0.005451 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -8.391936 0.000000
alpha M -0.880680 0.000000
alpha k1 11.905473 0.000000
alpha k2 6.061894 0.000000
alpha tau1 2.001288 0.000000
alpha tau2 -1.597455 0.000000
alpha tauAch -0.808021 0.000000
alpha tauNor -1.810157 0.000000
alpha beta -0.298794 0.000000
alpha h0 -2.472941 0.000000
alpha mNor 2.095061 0.000000
alpha mAch 0.657451 0.000000
N M -7.191128 0.000000
N k1 3.619651 0.000000
N k2 -1.321135 0.000000
N tau1 -4.754405 0.000000
N tau2 -7.797166 0.000000
N tauAch -7.129694 0.000000
N tauNor -7.977007 0.000000
N beta -6.699139 0.000000
N h0 -8.537396 0.000000
N mNor -4.675119 0.000000
N mAch -5.890628 0.000000
M k1 9.600917 0.000000
M k2 4.531774 0.000000
M tau1 1.009311 0.000000
M tau2 -2.112499 0.000000
M tauAch -1.427687 0.000000
M tauNor -2.297012 0.000000
M beta -0.985946 0.000000
M h0 -2.871959 0.000000
M mNor 1.090657 0.000000
M mAch -0.156430 0.000000
k1 k2 17.352036 0.000000
k1 tau1 11.857286 0.000000
k1 tau2 6.987522 0.000000
k1 tauAch 8.055772 0.000000
k1 tauNor 6.699697 0.000000
k1 beta 8.744851 0.000000
k1 h0 5.802828 0.000000
k1 mNor 11.984179 0.000000
k1 mAch 10.038827 0.000000
k2 tau1 5.297214 0.000000
k2 tau2 3.720151 0.000000
k2 tauAch 4.066101 0.000000
k2 tauNor 3.626939 0.000000
k2 beta 4.289258 0.000000
k2 h0 3.336490 0.000000
k2 mNor 5.338308 0.000000
k2 mAch 4.708309 0.000000
tau1 tau2 2.893366 0.000000
tau1 tauAch 1.851575 0.000000
tau1 tauNor 3.174063 0.000000
tau1 beta 1.179563 0.000000
tau1 h0 4.048718 0.000000
tau1 mNor -1.979533 0.000000
tau1 mAch -0.082363 0.000000
tau2 tauAch -1.952773 0.000000
tau2 tauNor -2.781620 0.000000
tau2 beta -1.531601 0.000000
tau2 h0 -3.329795 0.000000
tau2 mNor 0.448308 0.000000
tau2 mAch -0.740711 0.000000
tauAch tauNor -2.620619 0.000000
tauAch beta -0.927625 0.000000
tauAch h0 -3.363054 0.000000
tauAch mNor 1.753914 0.000000
tauAch mAch 0.143537 0.000000
tauNor beta -1.681963 0.000000
tauNor h0 -5.531502 0.000000
tauNor mNor 2.556590 0.000000
tauNor mAch 0.011161 0.000000
beta h0 -286.441908 0.000000
beta mNor 317.586043 0.000000
beta mAch 127.490498 0.000000
h0 mNor 1.524328 0.000000
h0 mAch -0.705513 0.000000
mNor mAch 2.109823 0.000000
