Parameter S1 S1_conf ST ST_conf
alpha -0.996699 0.000000 0.202169 0.000000
N 1.474367 0.000000 0.442383 0.000000
M 0.347113 0.000000 0.024520 0.000000
k1 -0.689050 0.000000 0.096625 0.000000
k2 -1.714172 0.000000 0.597992 0.000000
tau1 0.506868 0.000000 0.052285 0.000000
tau2 -0.007936 0.000000 0.000013 0.000000
tauAch -3.692474 0.000000 2.774736 0.000000
tauNor -1.146404 0.000000 0.267462 0.000000
beta 0.623233 0.000000 0.079047 0.000000
h0 -0.179422 0.000000 0.006551 0.000000
mNor -0.306269 0.000000 0.019089 0.000000
mAch -0.542407 0.000000 0.059874 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 0.207219 0.000000
alpha M 1.324737 0.000000
alpha k1 2.351951 0.000000
alpha k2 3.368218 0.000000
alpha tau1 1.166362 0.000000
alpha tau2 1.676719 0.000000
alpha tauAch 5.329434 0.000000
alpha tauNor 2.805355 0.000000
alpha beta 1.051001 0.000000
alpha h0 1.846724 0.000000
alpha mNor 1.972475 0.000000
alpha mAch 2.206574 0.000000
N M -0.899244 0.000000
N k1 0.901691 0.000000
N k2 2.683435 0.000000
N tau1 -1.176910 0.000000
N tau2 -0.282140 0.000000
N tauAch 6.121883 0.000000
N tauNor 1.696609 0.000000
N beta -1.379163 0.000000
N h0 0.015917 0.000000
N mNor 0.236386 0.000000
N mAch 0.646813 0.000000
M k1 -8.500030 0.000000
M k2 -14.613689 0.000000
M tau1 -1.367771 0.000000
M tau2 -4.437976 0.000000
M tauAch -26.411961 0.000000
M tauNor -11.227615 0.000000
M beta -0.673785 0.000000
M h0 -5.460692 0.000000
M mNor -6.217183 0.000000
M mAch -7.625475 0.000000
k1 k2 4.837614 0.000000
k1 tau1 0.985846 0.000000
k1 tau2 1.878628 0.000000
k1 tauAch 8.268421 0.000000
k1 tauNor 3.852981 0.000000
k1 beta 0.784043 0.000000
k1 h0 2.176023 0.000000
k1 mNor 2.396002 0.000000
k1 mAch 2.805518 0.000000
k2 tau1 1.872635 0.000000
k2 tau2 2.349301 0.000000
k2 tauAch 5.760882 0.000000
k2 tauNor 3.403429 0.000000
k2 beta 1.764890 0.000000
k2 h0 2.508083 0.000000
k2 mNor 2.625532 0.000000
k2 mAch 2.844177 0.000000
tau1 tau2 0.523952 0.000000
tau1 tauAch 6.060979 0.000000
tau1 tauNor 2.234812 0.000000
tau1 beta -0.424552 0.000000
tau1 h0 0.781657 0.000000
tau1 mNor 0.972278 0.000000
tau1 mAch 1.327141 0.000000
tau2 tauAch 4.283128 0.000000
tau2 tauNor 1.792571 0.000000
tau2 beta 0.061517 0.000000
tau2 h0 0.846672 0.000000
tau2 mNor 0.970753 0.000000
tau2 mAch 1.201743 0.000000
tauAch tauNor 7.726911 0.000000
tauAch beta 3.813603 0.000000
tauAch h0 5.588564 0.000000
tauAch mNor 5.869067 0.000000
tauAch mAch 6.391255 0.000000
tauNor beta 1.249013 0.000000
tauNor h0 2.752590 0.000000
tauNor mNor 2.990205 0.000000
tauNor mAch 3.432552 0.000000
beta h0 -4.867640 0.000000
beta mNor -5.495548 0.000000
beta mAch -6.664468 0.000000
h0 mNor 1.576113 0.000000
h0 mAch 1.911194 0.000000
mNor mAch 5.152025 0.000000
