Parameter S1 S1_conf ST ST_conf
alpha -7154.352508 0.000000 3397.848611 0.000000
N -3162.985557 0.000000 664.137149 0.000000
M 1851.724445 0.000000 227.622964 0.000000
k1 -4851.008019 0.000000 1562.166573 0.000000
k2 1391.055547 0.000000 128.455381 0.000000
tau1 2697.380921 0.000000 483.000876 0.000000
tau2 9475.203443 0.000000 5959.920170 0.000000
tauAch 8210.394825 0.000000 4474.983516 0.000000
tauNor 21676.939512 0.000000 31193.153838 0.000000
beta -41105.650277 0.000000 112167.335010 0.000000
h0 5405.455942 0.000000 1939.670762 0.000000
mNor 3562.780351 0.000000 842.638800 0.000000
mAch 2973.782260 0.000000 587.058916 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 26155.435143 0.000000
alpha M 48867.317446 0.000000
alpha k1 18510.293659 0.000000
alpha k2 46780.924058 0.000000
alpha tau1 52697.339593 0.000000
alpha tau2 83394.450158 0.000000
alpha tauAch 77666.066171 0.000000
alpha tauNor 138656.747153 0.000000
alpha beta -145688.865928 0.000000
alpha h0 64962.352148 0.000000
alpha mNor 56616.778599 0.000000
alpha mAch 53949.175625 0.000000
N M 22971.312594 0.000000
N k1 8555.606208 0.000000
N k2 21980.542396 0.000000
N tau1 24790.083601 0.000000
N tau2 39367.287741 0.000000
N tauAch 36647.037488 0.000000
N tauNor 65609.815772 0.000000
N beta -69418.008401 0.000000
N h0 30614.396981 0.000000
N mNor 26651.316188 0.000000
N mAch 25384.545720 0.000000
M k1 -62283.471081 0.000000
M k2 -212728.383639 0.000000
M tau1 -244213.165023 0.000000
M tau2 -407570.828070 0.000000
M tauAch -377086.674873 0.000000
M tauNor -701654.522765 0.000000
M beta 811518.345769 0.000000
M h0 -309482.623661 0.000000
M mNor -265070.841356 0.000000
M mAch -250874.932369 0.000000
k1 k2 1391.757777 0.000000
k1 tau1 875.277015 0.000000
k1 tau2 -1804.464960 0.000000
k1 tauAch -1304.398643 0.000000
k1 tauNor -6628.655062 0.000000
k1 beta 18193.644527 0.000000
k1 h0 -195.412322 0.000000
k1 mNor 533.124773 0.000000
k1 mAch 765.996451 0.000000
k2 tau1 6266.070573 0.000000
k2 tau2 11427.164787 0.000000
k2 tauAch 10464.053638 0.000000
k2 tauNor 20718.395005 0.000000
k2 beta -27088.531165 0.000000
k2 h0 8328.182745 0.000000
k2 mNor 6925.044451 0.000000
k2 mAch 6476.541318 0.000000
tau1 tau2 45655.917241 0.000000
tau1 tauAch 42022.838750 0.000000
tau1 tauNor 80704.591182 0.000000
tau1 beta -99634.215224 0.000000
tau1 h0 33965.838683 0.000000
tau1 mNor 28672.875811 0.000000
tau1 mAch 26981.018036 0.000000
tau2 tauAch -203516.746715 0.000000
tau2 tauNor -371357.311752 0.000000
tau2 beta 411134.826340 0.000000
tau2 h0 -168557.331518 0.000000
tau2 mNor -145591.105242 0.000000
tau2 mAch -138250.115058 0.000000
tauAch tauNor 40705.020372 0.000000
tauAch beta -65064.032434 0.000000
tauAch h0 13292.653175 0.000000
tauAch mNor 10188.320388 0.000000
tauAch mAch 9196.042587 0.000000
tauNor beta 1337.265560 0.000000
tauNor h0 -30381.317580 0.000000
tauNor mNor -29124.691719 0.000000
tauNor mAch -28723.020238 0.000000
beta h0 69471.551133 0.000000
beta mNor 65376.448148 0.000000
beta mAch 64067.477730 0.000000
h0 mNor 47835.714382 0.000000
h0 mAch 44964.316525 0.000000
mNor mAch -21478.151524 0.000000
