Parameter S1 S1_conf ST ST_conf
alpha -0.025159 0.000000 0.000086 0.000000
N 1.738138 0.000000 0.410555 0.000000
M 1.485411 0.000000 0.299845 0.000000
k1 2.008727 0.000000 0.548334 0.000000
k2 0.906745 0.000000 0.111731 0.000000
tau1 0.180141 0.000000 0.004410 0.000000
tau2 0.713269 0.000000 0.069137 0.000000
tauAch 10.156349 0.000000 14.017762 0.000000
tauNor -3.474011 0.000000 1.640083 0.000000
beta 0.277760 0.000000 0.010484 0.000000
h0 -4.778275 0.000000 3.102742 0.000000
mNor 1.540762 0.000000 0.322608 0.000000
mAch 0.855420 0.000000 0.099440 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -1.386452 0.000000
alpha M -1.160823 0.000000
alpha k1 -1.628028 0.000000
alpha k2 -0.644202 0.000000
alpha tau1 0.004495 0.000000
alpha tau2 -0.471471 0.000000
alpha tauAch -8.902054 0.000000
alpha tauNor 3.266845 0.000000
alpha beta -0.082657 0.000000
alpha h0 4.431264 0.000000
alpha mNor -1.210239 0.000000
alpha mAch -0.598380 0.000000
N M -2.569670 0.000000
N k1 -2.897243 0.000000
N k2 -2.207449 0.000000
N tau1 -1.752626 0.000000
N tau2 -2.086342 0.000000
N tauAch -7.997307 0.000000
N tauNor 0.534717 0.000000
N beta -1.813731 0.000000
N h0 1.351130 0.000000
N mNor -2.604317 0.000000
N mAch -2.175322 0.000000
M k1 -3.261170 0.000000
M k2 -2.204401 0.000000
M tau1 -1.507608 0.000000
M tau2 -2.018863 0.000000
M tauAch -11.074508 0.000000
M tauNor 1.996620 0.000000
M beta -1.601222 0.000000
M h0 3.247371 0.000000
M mNor -2.812405 0.000000
M mAch -2.155181 0.000000
k1 k2 -2.886033 0.000000
k1 tau1 -2.035812 0.000000
k1 tau2 -2.659641 0.000000
k1 tauAch -13.709285 0.000000
k1 tauNor 2.240026 0.000000
k1 beta -2.150038 0.000000
k1 h0 3.766186 0.000000
k1 mNor -3.627917 0.000000
k1 mAch -2.825976 0.000000
k2 tau1 -0.923098 0.000000
k2 tau2 -1.299758 0.000000
k2 tauAch -7.971388 0.000000
k2 tauNor 1.658596 0.000000
k2 beta -0.992067 0.000000
k2 h0 2.580071 0.000000
k2 mNor -1.884390 0.000000
k2 mAch -1.400189 0.000000
tau1 tau2 -0.889026 0.000000
tau1 tauAch -12.922755 0.000000
tau1 tauNor 4.447007 0.000000
tau1 beta -0.334038 0.000000
tau1 h0 6.109087 0.000000
tau1 mNor -1.943536 0.000000
tau1 mAch -1.070175 0.000000
tau2 tauAch -8.319452 0.000000
tau2 tauNor 2.048718 0.000000
tau2 beta -0.805131 0.000000
tau2 h0 3.040829 0.000000
tau2 mNor -1.765856 0.000000
tau2 mAch -1.244538 0.000000
tauAch tauNor -9.449217 0.000000
tauAch beta -10.179868 0.000000
tauAch h0 -9.195214 0.000000
tauAch mNor -10.425836 0.000000
tauAch mAch -10.292367 0.000000
tauNor beta 3.376401 0.000000
tauNor h0 7.462994 0.000000
tauNor mNor 2.355567 0.000000
tauNor mAch 2.909502 0.000000
beta h0 2.597547 0.000000
beta mNor -1.083948 0.000000
beta mAch -0.684665 0.000000
h0 mNor 5.729047 0.000000
h0 mAch 5.258155 0.000000
mNor mAch -0.652830 0.000000
