Parameter S1 S1_conf ST ST_conf
alpha 1.366219 0.000000 0.349356 0.000000
N -6.809849 0.000000 8.679657 0.000000
M -25.590046 0.000000 122.565924 0.000000
k1 -8.008273 0.000000 12.003430 0.000000
k2 -69.534082 0.000000 904.946823 0.000000
tau1 -10.723947 0.000000 21.524689 0.000000
tau2 -6.017104 0.000000 6.776457 0.000000
tauAch -6.430159 0.000000 7.738754 0.000000
tauNor 0.152339 0.000000 0.004344 0.000000
beta -4.932645 0.000000 4.553940 0.000000
h0 -11.756389 0.000000 25.868752 0.000000
mNor -3.625026 0.000000 2.459517 0.000000
mAch 1.373493 0.000000 0.353086 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 0.250764 0.000000
alpha M 35.174484 0.000000
alpha k1 2.479358 0.000000
alpha k2 116.892968 0.000000
alpha tau1 7.529433 0.000000
alpha tau2 -1.223427 0.000000
alpha tauAch -0.455308 0.000000
alpha tauNor -12.696145 0.000000
alpha beta -3.240091 0.000000
alpha h0 9.449366 0.000000
alpha mNor -5.671744 0.000000
alpha mAch -14.967008 0.000000
N M 54.507764 0.000000
N k1 11.829621 0.000000
N k2 161.177887 0.000000
N tau1 18.421669 0.000000
N tau2 6.996241 0.000000
N tauAch 7.998894 0.000000
N tauNor -7.979518 0.000000
N beta 4.363815 0.000000
N h0 20.927828 0.000000
N mNor 1.189689 0.000000
N mAch -10.943759 0.000000
M k1 25.339307 0.000000
M k2 17.879314 0.000000
M tau1 25.010032 0.000000
M tau2 25.580736 0.000000
M tauAch 25.530653 0.000000
M tauNor 26.328780 0.000000
M beta 25.712226 0.000000
M h0 24.884849 0.000000
M mNor 25.870775 0.000000
M mAch 26.476844 0.000000
k1 k2 -59.209559 0.000000
k1 tau1 2.952036 0.000000
k1 tau2 7.927111 0.000000
k1 tauAch 7.490517 0.000000
k1 tauNor 14.448138 0.000000
k1 beta 9.073372 0.000000
k1 h0 1.860758 0.000000
k1 mNor 10.455509 0.000000
k1 mAch 15.738883 0.000000
k2 tau1 207.230175 0.000000
k2 tau2 71.744364 0.000000
k2 tauAch 83.634093 0.000000
k2 tauNor -105.842223 0.000000
k2 beta 40.528347 0.000000
k2 h0 236.948881 0.000000
k2 mNor 2.888710 0.000000
k2 mAch -140.992984 0.000000
tau1 tau2 10.708249 0.000000
tau1 tauAch 10.623807 0.000000
tau1 tauNor 11.969483 0.000000
tau1 beta 10.929948 0.000000
tau1 h0 9.534953 0.000000
tau1 mNor 11.197267 0.000000
tau1 mAch 12.219126 0.000000
tau2 tauAch 5.227694 0.000000
tau2 tauNor 15.835808 0.000000
tau2 beta 7.641034 0.000000
tau2 h0 -3.355862 0.000000
tau2 mNor 9.748345 0.000000
tau2 mAch 17.803775 0.000000
tauAch tauNor 1.070839 0.000000
tauAch beta 5.543774 0.000000
tauAch h0 11.546184 0.000000
tauAch mNor 4.393545 0.000000
tauAch mAch -0.003332 0.000000
tauNor beta -1.141326 0.000000
tauNor h0 5.555880 0.000000
tauNor mNor -2.424697 0.000000
tauNor mAch -7.330526 0.000000
beta h0 -33.813977 0.000000
beta mNor 20.357106 0.000000
beta mAch 53.657206 0.000000
h0 mNor 10.017127 0.000000
h0 mAch 6.262209 0.000000
mNor mAch -5.846652 0.000000
