Parameter S1 S1_conf ST ST_conf
alpha 0.205533 0.000000 0.002563 0.000000
N 2.011885 0.000000 0.245571 0.000000
M 10.400311 0.000000 6.562402 0.000000
k1 -1.142965 0.000000 0.079257 0.000000
k2 -1.056073 0.000000 0.067664 0.000000
tau1 -2.152249 0.000000 0.281032 0.000000
tau2 0.168353 0.000000 0.001720 0.000000
tauAch -22.926136 0.000000 31.888340 0.000000
tauNor 3.328634 0.000000 0.672206 0.000000
beta -4.017922 0.000000 0.979430 0.000000
h0 9.023406 0.000000 4.939821 0.000000
mNor 1.491369 0.000000 0.134940 0.000000
mAch 1.453771 0.000000 0.128222 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -1.504523 0.000000
alpha M -3.919682 0.000000
alpha k1 -0.596192 0.000000
alpha k2 -0.621210 0.000000
alpha tau1 -0.305603 0.000000
alpha tau2 -0.973741 0.000000
alpha tauAch 5.675524 0.000000
alpha tauNor -1.883636 0.000000
alpha beta 0.231553 0.000000
alpha h0 -3.523250 0.000000
alpha mNor -1.354658 0.000000
alpha mAch -1.343833 0.000000
N M -13.698377 0.000000
N k1 -3.241086 0.000000
N k2 -3.319804 0.000000
N tau1 -2.326755 0.000000
N tau2 -4.429036 0.000000
N tauAch 16.492735 0.000000
N tauNor -7.292000 0.000000
N beta -0.636603 0.000000
N h0 -12.451010 0.000000
N mNor -5.627583 0.000000
N mAch -5.593523 0.000000
M k1 -11.006658 0.000000
M k2 -11.045488 0.000000
M tau1 -10.555632 0.000000
M tau2 -11.592657 0.000000
M tauAch -1.272249 0.000000
M tauNor -13.004915 0.000000
M beta -9.721904 0.000000
M h0 -15.549781 0.000000
M mNor -12.183883 0.000000
M mAch -12.167081 0.000000
k1 k2 0.914635 0.000000
k1 tau1 1.087997 0.000000
k1 tau2 0.720991 0.000000
k1 tauAch 4.373404 0.000000
k1 tauNor 0.221190 0.000000
k1 beta 1.383054 0.000000
k1 h0 -0.679443 0.000000
k1 mNor 0.511755 0.000000
k1 mAch 0.517701 0.000000
k2 tau1 0.493706 0.000000
k2 tau2 -3.261041 0.000000
k2 tauAch 34.105955 0.000000
k2 tauNor -8.374391 0.000000
k2 beta 3.512373 0.000000
k2 h0 -17.588560 0.000000
k2 mNor -5.401686 0.000000
k2 mAch -5.340853 0.000000
tau1 tau2 -0.740974 0.000000
tau1 tauAch 24.301469 0.000000
tau1 tauNor -4.167816 0.000000
tau1 beta 3.798402 0.000000
tau1 h0 -10.342925 0.000000
tau1 mNor -2.175582 0.000000
tau1 mAch -2.134813 0.000000
tau2 tauAch 17.276020 0.000000
tau2 tauNor -5.145936 0.000000
tau2 beta 1.128130 0.000000
tau2 h0 -10.009355 0.000000
tau2 mNor -3.576885 0.000000
tau2 mAch -3.544776 0.000000
tauAch tauNor 22.505428 0.000000
tauAch beta 23.035715 0.000000
tauAch h0 22.094370 0.000000
tauAch mNor 22.638045 0.000000
tauAch mAch 22.640759 0.000000
tauNor beta -2.689935 0.000000
tauNor h0 -8.176706 0.000000
tauNor mNor -5.007813 0.000000
tauNor mAch -4.991995 0.000000
beta h0 6.095000 0.000000
beta mNor 4.737339 0.000000
beta mAch 4.730562 0.000000
h0 mNor -12.283037 0.000000
h0 mAch -12.252331 0.000000
mNor mAch -5.156374 0.000000
