Parameter S1 S1_conf ST ST_conf
alpha 0.783102 0.000000 0.740121 0.000000
N 0.747371 0.000000 0.674122 0.000000
M 1.941646 0.000000 4.549943 0.000000
k1 0.923738 0.000000 1.029826 0.000000
k2 1.295526 0.000000 2.025621 0.000000
tau1 0.551332 0.000000 0.366853 0.000000
tau2 0.059260 0.000000 0.004238 0.000000
tauAch -41.223163 0.000000 2050.919544 0.000000
tauNor 2.089678 0.000000 5.270169 0.000000
beta 0.773930 0.000000 0.722885 0.000000
h0 0.452351 0.000000 0.246955 0.000000
mNor 1.624806 0.000000 3.186172 0.000000
mAch 1.088187 0.000000 1.429134 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -0.739284 0.000000
alpha M -1.155776 0.000000
alpha k1 -0.800791 0.000000
alpha k2 -0.930448 0.000000
alpha tau1 -0.670917 0.000000
alpha tau2 -0.499312 0.000000
alpha tauAch 13.897555 0.000000
alpha tauNor -1.207401 0.000000
alpha beta -0.748546 0.000000
alpha h0 -0.636399 0.000000
alpha mNor -1.045282 0.000000
alpha mAch -0.858140 0.000000
N M -1.859286 0.000000
N k1 -0.800147 0.000000
N k2 -1.186994 0.000000
N tau1 -0.412655 0.000000
N tau2 0.099349 0.000000
N tauAch 43.053971 0.000000
N tauNor -2.013314 0.000000
N beta -0.644270 0.000000
N h0 -0.309665 0.000000
N mNor -1.529612 0.000000
N mAch -0.971256 0.000000
M k1 -2.015266 0.000000
M k2 -2.554900 0.000000
M tau1 -1.474732 0.000000
M tau2 -0.760509 0.000000
M tauAch 59.159291 0.000000
M tauNor -3.707580 0.000000
M beta -1.797824 0.000000
M h0 -1.331066 0.000000
M mNor -3.032838 0.000000
M mAch -2.253956 0.000000
k1 k2 -1.264807 0.000000
k1 tau1 -0.664059 0.000000
k1 tau2 -0.266837 0.000000
k1 tauAch 33.058224 0.000000
k1 tauNor -1.905882 0.000000
k1 beta -0.843751 0.000000
k1 h0 -0.584158 0.000000
k1 mNor -1.530617 0.000000
k1 mAch -1.097433 0.000000
k2 tau1 -1.229074 0.000000
k2 tau2 -1.127425 0.000000
k2 tauAch 7.400447 0.000000
k2 tauNor -1.546856 0.000000
k2 beta -1.275057 0.000000
k2 h0 -1.208627 0.000000
k2 mNor -1.450826 0.000000
k2 mAch -1.339974 0.000000
tau1 tau2 -0.133238 0.000000
tau1 tauAch 21.076916 0.000000
tau1 tauNor -1.176429 0.000000
tau1 beta -0.500422 0.000000
tau1 h0 -0.335201 0.000000
tau1 mNor -0.937587 0.000000
tau1 mAch -0.661882 0.000000
tau2 tauAch 92.711737 0.000000
tau2 tauNor -2.740520 0.000000
tau2 beta 0.159107 0.000000
tau2 h0 0.867798 0.000000
tau2 mNor -1.716043 0.000000
tau2 mAch -0.533448 0.000000
tauAch tauNor 48.368412 0.000000
tauAch beta 40.641240 0.000000
tauAch h0 38.752661 0.000000
tauAch mNor 45.638300 0.000000
tauAch mAch 42.486821 0.000000
tauNor beta -1.993115 0.000000
tauNor h0 -1.679728 0.000000
tauNor mNor -2.822314 0.000000
tauNor mAch -2.299366 0.000000
beta h0 -9.993149 0.000000
beta mNor 15.702116 0.000000
beta mAch 3.941684 0.000000
h0 mNor -2.030905 0.000000
h0 mAch -0.904149 0.000000
mNor mAch -2.022974 0.000000
