Parameter S1 S1_conf ST ST_conf
alpha 1.298570 0.000000 1.046174 0.000000
N -0.907435 0.000000 0.510863 0.000000
M 1.781336 0.000000 1.968632 0.000000
k1 0.796205 0.000000 0.393299 0.000000
k2 0.708747 0.000000 0.311642 0.000000
tau1 -0.087972 0.000000 0.004801 0.000000
tau2 1.051460 0.000000 0.685897 0.000000
tauAch 1.352857 0.000000 1.135473 0.000000
tauNor 1.325638 0.000000 1.090242 0.000000
beta 1.129419 0.000000 0.791377 0.000000
h0 -0.569584 0.000000 0.201275 0.000000
mNor 0.550887 0.000000 0.188278 0.000000
mAch 1.000169 0.000000 0.620611 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 0.148468 0.000000
alpha M -1.902561 0.000000
alpha k1 -1.151090 0.000000
alpha k2 -1.084377 0.000000
alpha tau1 -0.476629 0.000000
alpha tau2 -1.345802 0.000000
alpha tauAch -1.575712 0.000000
alpha tauNor -1.554949 0.000000
alpha beta -1.405270 0.000000
alpha h0 -0.109249 0.000000
alpha mNor -0.963959 0.000000
alpha mAch -1.306677 0.000000
N M 0.084850 0.000000
N k1 1.108291 0.000000
N k2 1.199150 0.000000
N tau1 2.026852 0.000000
N tau2 0.843109 0.000000
N tauAch 0.529992 0.000000
N tauNor 0.558269 0.000000
N beta 0.762118 0.000000
N h0 2.527194 0.000000
N mNor 1.363149 0.000000
N mAch 0.896395 0.000000
M k1 -2.668031 0.000000
M k2 -3.069135 0.000000
M tau1 -6.723101 0.000000
M tau2 -1.497362 0.000000
M tauAch -0.115077 0.000000
M tauNor -0.239908 0.000000
M beta -1.139822 0.000000
M h0 -8.931906 0.000000
M mNor -3.793124 0.000000
M mAch -1.732599 0.000000
k1 k2 -0.508669 0.000000
k1 tau1 0.307177 0.000000
k1 tau2 -0.859610 0.000000
k1 tauAch -1.168243 0.000000
k1 tauNor -1.140371 0.000000
k1 beta -0.939441 0.000000
k1 h0 0.800353 0.000000
k1 mNor -0.347019 0.000000
k1 mAch -0.807087 0.000000
k2 tau1 1.207830 0.000000
k2 tau2 -0.818882 0.000000
k2 tauAch -1.354977 0.000000
k2 tauNor -1.306563 0.000000
k2 beta -0.957548 0.000000
k2 h0 2.064477 0.000000
k2 mNor 0.071489 0.000000
k2 mAch -0.727649 0.000000
tau1 tau2 0.009162 0.000000
tau1 tauAch -0.374454 0.000000
tau1 tauNor -0.339810 0.000000
tau1 beta -0.090064 0.000000
tau1 h0 2.072420 0.000000
tau1 mNor 0.646289 0.000000
tau1 mAch 0.074446 0.000000
tau2 tauAch -1.486837 0.000000
tau2 tauNor -1.454220 0.000000
tau2 beta -1.219082 0.000000
tau2 h0 0.816912 0.000000
tau2 mNor -0.525801 0.000000
tau2 mAch -1.064195 0.000000
tauAch tauNor -1.577388 0.000000
tauAch beta -1.446303 0.000000
tauAch h0 -0.311274 0.000000
tauAch mNor -1.059811 0.000000
tauAch mAch -1.359956 0.000000
tauNor beta -1.485665 0.000000
tauNor h0 0.458077 0.000000
tauNor mNor -0.823797 0.000000
tauNor mAch -1.337796 0.000000
beta h0 3.219417 0.000000
beta mNor 0.094110 0.000000
beta mAch -1.159060 0.000000
h0 mNor 0.919658 0.000000
h0 mAch 0.561104 0.000000
mNor mAch -0.557470 0.000000
