Parameter S1 S1_conf ST ST_conf
alpha 0.113653 0.000000 0.001426 0.000000
N -3.049933 0.000000 1.026953 0.000000
M 0.037050 0.000000 0.000152 0.000000
k1 -0.387541 0.000000 0.016581 0.000000
k2 -0.471172 0.000000 0.024509 0.000000
tau1 0.238148 0.000000 0.006261 0.000000
tau2 -0.118478 0.000000 0.001550 0.000000
tauAch 0.616515 0.000000 0.041962 0.000000
tauNor 1.686809 0.000000 0.314125 0.000000
beta -0.208126 0.000000 0.004782 0.000000
h0 1.115684 0.000000 0.137421 0.000000
mNor -0.735887 0.000000 0.059785 0.000000
mAch -0.269360 0.000000 0.008010 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 0.335193 0.000000
alpha M -0.163713 0.000000
alpha k1 -0.095092 0.000000
alpha k2 -0.081576 0.000000
alpha tau1 -0.196214 0.000000
alpha tau2 -0.138577 0.000000
alpha tauAch -0.257364 0.000000
alpha tauNor -0.430341 0.000000
alpha beta -0.124089 0.000000
alpha h0 -0.338038 0.000000
alpha mNor -0.038794 0.000000
alpha mAch -0.114192 0.000000
N M 2.692684 0.000000
N k1 3.182389 0.000000
N k2 3.278846 0.000000
N tau1 2.460748 0.000000
N tau2 2.872064 0.000000
N tauAch 2.024355 0.000000
N tauNor 0.789925 0.000000
N beta 2.975460 0.000000
N h0 1.448636 0.000000
N mNor 3.584156 0.000000
N mAch 3.046085 0.000000
M k1 0.077359 0.000000
M k2 0.160674 0.000000
M tau1 -0.545959 0.000000
M tau2 -0.190684 0.000000
M tauAch -0.922893 0.000000
M tauNor -1.989133 0.000000
M beta -0.101376 0.000000
M h0 -1.420171 0.000000
M mNor 0.424385 0.000000
M mAch -0.040374 0.000000
k1 k2 0.593786 0.000000
k1 tau1 -0.143298 0.000000
k1 tau2 0.227286 0.000000
k1 tauAch -0.536475 0.000000
k1 tauNor -1.648662 0.000000
k1 beta 0.320443 0.000000
k1 h0 -1.055182 0.000000
k1 mNor 0.868861 0.000000
k1 mAch 0.384074 0.000000
k2 tau1 -0.024245 0.000000
k2 tau2 0.321611 0.000000
k2 tauAch -0.391187 0.000000
k2 tauNor -1.429160 0.000000
k2 beta 0.408552 0.000000
k2 h0 -0.875282 0.000000
k2 mNor 0.920375 0.000000
k2 mAch 0.467937 0.000000
tau1 tau2 -0.329990 0.000000
tau1 tauAch -0.767707 0.000000
tau1 tauNor -1.405109 0.000000
tau1 beta -0.276602 0.000000
tau1 h0 -1.064982 0.000000
tau1 mNor 0.037700 0.000000
tau1 mAch -0.240134 0.000000
tau2 tauAch -0.389001 0.000000
tau2 tauNor -0.999825 0.000000
tau2 beta 0.081627 0.000000
tau2 h0 -0.673880 0.000000
tau2 mNor 0.382824 0.000000
tau2 mAch 0.116574 0.000000
tauAch tauNor -2.267580 0.000000
tauAch beta -0.670921 0.000000
tauAch h0 -1.786354 0.000000
tauAch mNor -0.226234 0.000000
tauAch mAch -0.619326 0.000000
tauNor beta -1.750493 0.000000
tauNor h0 -3.056125 0.000000
tauNor mNor -1.229979 0.000000
tauNor mAch -1.690099 0.000000
beta h0 -1.055206 0.000000
beta mNor 0.629598 0.000000
beta mAch 0.205091 0.000000
h0 mNor -0.649300 0.000000
h0 mAch -1.119042 0.000000
mNor mAch 0.732950 0.000000
