Parameter S1 S1_conf ST ST_conf
alpha 162.586898 0.000000 4899.390328 0.000000
N 94.639672 0.000000 1660.035599 0.000000
M -7.719162 0.000000 11.043614 0.000000
k1 149.068191 0.000000 4118.517455 0.000000
k2 -6.167044 0.000000 7.048960 0.000000
tau1 37.971763 0.000000 267.234465 0.000000
tau2 11.335520 0.000000 23.815178 0.000000
tauAch -14.230932 0.000000 37.535106 0.000000
tauNor 89.406999 0.000000 1481.542060 0.000000
beta -2.922545 0.000000 1.583045 0.000000
h0 4.579558 0.000000 3.887031 0.000000
mNor 7.308300 0.000000 9.899281 0.000000
mAch 103.182495 0.000000 1973.254031 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -611.700930 0.000000
alpha M -154.836394 0.000000
alpha k1 -854.635117 0.000000
alpha k2 -161.764056 0.000000
alpha tau1 -358.771533 0.000000
alpha tau2 -239.884337 0.000000
alpha tauAch -125.772004 0.000000
alpha tauNor -588.345616 0.000000
alpha beta -176.245432 0.000000
alpha h0 -209.730032 0.000000
alpha mNor -221.909395 0.000000
alpha mAch -649.830642 0.000000
N M -144.957447 0.000000
N k1 4398.271475 0.000000
N k2 -99.981724 0.000000
N tau1 1179.028994 0.000000
N tau2 407.190275 0.000000
N tauAch -333.649101 0.000000
N tauNor 2669.468430 0.000000
N beta -5.965826 0.000000
N h0 211.422684 0.000000
N mNor 290.493472 0.000000
N mAch 3068.641132 0.000000
M k1 6585.797322 0.000000
M k2 -0.102145 0.000000
M tau1 1872.499426 0.000000
M tau2 742.449164 0.000000
M tauAch -342.214913 0.000000
M tauNor 4054.654110 0.000000
M beta 137.546676 0.000000
M h0 455.825530 0.000000
M mNor 571.593194 0.000000
M mAch 4639.083480 0.000000
k1 k2 -141.690820 0.000000
k1 tau1 -1908.004114 0.000000
k1 tau2 -842.095149 0.000000
k1 tauAch 181.003735 0.000000
k1 tauNor -3966.300384 0.000000
k1 beta -271.526737 0.000000
k1 h0 -571.740183 0.000000
k1 mNor -680.936911 0.000000
k1 mAch -4517.557727 0.000000
k2 tau1 1564.213438 0.000000
k2 tau2 620.042819 0.000000
k2 tauAch -286.207094 0.000000
k2 tauNor 3387.429985 0.000000
k2 beta 114.639498 0.000000
k2 h0 380.565318 0.000000
k2 mNor 477.290596 0.000000
k2 mAch 3875.727770 0.000000
tau1 tau2 -176.318377 0.000000
tau1 tauAch 27.919373 0.000000
tau1 tauNor -799.992838 0.000000
tau1 beta -62.417746 0.000000
tau1 h0 -122.348335 0.000000
tau1 mNor -144.146906 0.000000
tau1 mAch -910.038466 0.000000
tau2 tauAch -226.263872 0.000000
tau2 tauNor 2474.278549 0.000000
tau2 beta 68.404111 0.000000
tau2 h0 263.889931 0.000000
tau2 mNor 334.994047 0.000000
tau2 mAch 2833.233137 0.000000
tauAch tauNor 2631.965202 0.000000
tauAch beta 98.209039 0.000000
tauAch h0 304.085702 0.000000
tauAch mNor 378.969283 0.000000
tauAch mAch 3009.999643 0.000000
tauNor beta -113.184675 0.000000
tauNor h0 -171.476873 0.000000
tauNor mNor -192.679512 0.000000
tauNor mAch -937.633030 0.000000
beta h0 -1517.434013 0.000000
beta mNor -1910.216038 0.000000
beta mAch -15710.590152 0.000000
h0 mNor 345.225526 0.000000
h0 mAch 2868.535167 0.000000
mNor mAch 1072.501632 0.000000
