Parameter S1 S1_conf ST ST_conf
alpha 1.739322 0.000000 0.786349 0.000000
N 173.401322 0.000000 7815.559506 0.000000
M -5.323448 0.000000 7.366162 0.000000
k1 0.809110 0.000000 0.170165 0.000000
k2 1.941338 0.000000 0.979620 0.000000
tau1 -0.415827 0.000000 0.044945 0.000000
tau2 1.301298 0.000000 0.440158 0.000000
tauAch -2.356565 0.000000 1.443491 0.000000
tauNor 9.144309 0.000000 21.734868 0.000000
beta 1.157366 0.000000 0.348174 0.000000
h0 1.202266 0.000000 0.375713 0.000000
mNor 1.352205 0.000000 0.475270 0.000000
mAch 0.709350 0.000000 0.130791 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -1523.022568 0.000000
alpha M 52.690868 0.000000
alpha k1 -1.376363 0.000000
alpha k2 -11.358571 0.000000
alpha tau1 9.423201 0.000000
alpha tau2 -5.715702 0.000000
alpha tauAch 26.533567 0.000000
alpha tauNor -74.863014 0.000000
alpha beta -4.446739 0.000000
alpha h0 -4.842593 0.000000
alpha mNor -6.164522 0.000000
alpha mAch -0.496842 0.000000
N M -202.537461 0.000000
N k1 -173.595611 0.000000
N k2 -168.252198 0.000000
N tau1 -179.376550 0.000000
N tau2 -171.272790 0.000000
N tauAch -188.535622 0.000000
N tauNor -134.258668 0.000000
N beta -171.952058 0.000000
N h0 -171.740160 0.000000
N mNor -171.032540 0.000000
N mAch -174.066413 0.000000
M k1 5.412282 0.000000
M k2 2.969143 0.000000
M tau1 8.055467 0.000000
M tau2 4.350232 0.000000
M tauAch 12.243217 0.000000
M tauNor -12.573524 0.000000
M beta 4.660809 0.000000
M h0 4.563924 0.000000
M mNor 4.240383 0.000000
M mAch 5.627544 0.000000
k1 k2 -0.339299 0.000000
k1 tau1 -1.354295 0.000000
k1 tau2 -0.614901 0.000000
k1 tauAch -2.189977 0.000000
k1 tauNor 2.762302 0.000000
k1 beta -0.676878 0.000000
k1 h0 -0.657544 0.000000
k1 mNor -0.592980 0.000000
k1 mAch -0.869793 0.000000
k2 tau1 -0.548448 0.000000
k2 tau2 -2.437522 0.000000
k2 tauAch 1.586632 0.000000
k2 tauNor -11.065917 0.000000
k2 beta -2.279178 0.000000
k2 h0 -2.328573 0.000000
k2 mNor -2.493527 0.000000
k2 mAch -1.786298 0.000000
tau1 tau2 -0.623177 0.000000
tau1 tauAch 7.803364 0.000000
tau1 tauNor -18.690958 0.000000
tau1 beta -0.291605 0.000000
tau1 h0 -0.395039 0.000000
tau1 mNor -0.740451 0.000000
tau1 mAch 0.740480 0.000000
tau2 tauAch -3.371176 0.000000
tau2 tauNor 4.052139 0.000000
tau2 beta -1.103086 0.000000
tau2 h0 -1.074105 0.000000
tau2 mNor -0.977326 0.000000
tau2 mAch -1.392261 0.000000
tauAch tauNor -17.688387 0.000000
tauAch beta 1.614397 0.000000
tauAch h0 1.505884 0.000000
tauAch mNor 1.143512 0.000000
tauAch mAch 2.697158 0.000000
tauNor beta -9.558693 0.000000
tauNor h0 -9.619280 0.000000
tauNor mNor -9.821608 0.000000
tauNor mAch -8.954141 0.000000
beta h0 -1.426350 0.000000
beta mNor -1.540931 0.000000
beta mAch -1.049671 0.000000
h0 mNor -1.983175 0.000000
h0 mAch -0.983007 0.000000
mNor mAch -0.801993 0.000000
