Parameter S1 S1_conf ST ST_conf
alpha 5.976346 0.000000 7.469069 0.000000
N 2.857422 0.000000 1.707434 0.000000
M 1.766499 0.000000 0.652562 0.000000
k1 -58.270468 0.000000 710.054993 0.000000
k2 1.720673 0.000000 0.619144 0.000000
tau1 0.870338 0.000000 0.158406 0.000000
tau2 0.758045 0.000000 0.120167 0.000000
tauAch 2.476445 0.000000 1.282485 0.000000
tauNor 2.577918 0.000000 1.389738 0.000000
beta 0.127205 0.000000 0.003384 0.000000
h0 -3.488263 0.000000 2.544564 0.000000
mNor -5.315500 0.000000 5.908582 0.000000
mAch 2.274590 0.000000 1.081936 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -10.810758 0.000000
alpha M -8.364395 0.000000
alpha k1 126.266724 0.000000
alpha k2 -8.261630 0.000000
alpha tau1 -6.354780 0.000000
alpha tau2 -6.102967 0.000000
alpha tauAch -9.956427 0.000000
alpha tauNor -10.183977 0.000000
alpha beta -4.688325 0.000000
alpha h0 3.419254 0.000000
alpha mNor 7.516779 0.000000
alpha mAch -9.503774 0.000000
N M -4.657854 0.000000
N k1 96.845169 0.000000
N k2 -4.580376 0.000000
N tau1 -3.142737 0.000000
N tau2 -2.952886 0.000000
N tauAch -5.858142 0.000000
N tauNor -6.029699 0.000000
N beta -1.886339 0.000000
N h0 4.226243 0.000000
N mNor 7.315508 0.000000
N mAch -5.516871 0.000000
M k1 129.211731 0.000000
M k2 -4.029926 0.000000
M tau1 -2.141314 0.000000
M tau2 -1.891908 0.000000
M tauAch -5.708512 0.000000
M tauNor -5.933885 0.000000
M beta -0.490798 0.000000
M h0 7.539237 0.000000
M mNor 11.597571 0.000000
M mAch -5.260189 0.000000
k1 k2 58.381771 0.000000
k1 tau1 58.288900 0.000000
k1 tau2 58.276635 0.000000
k1 tauAch 58.464315 0.000000
k1 tauNor 58.475398 0.000000
k1 beta 58.207736 0.000000
k1 h0 57.812861 0.000000
k1 mNor 57.613294 0.000000
k1 mAch 58.442269 0.000000
k2 tau1 -1.836857 0.000000
k2 tau2 -1.759547 0.000000
k2 tauAch -2.942613 0.000000
k2 tauNor -3.012474 0.000000
k2 beta -1.325232 0.000000
k2 h0 1.163908 0.000000
k2 mNor 2.421905 0.000000
k2 mAch -2.803642 0.000000
tau1 tau2 -0.809347 0.000000
tau1 tauAch 1.046807 0.000000
tau1 tauNor 1.156414 0.000000
tau1 beta -1.490759 0.000000
tau1 h0 -5.396058 0.000000
tau1 mNor -7.369774 0.000000
tau1 mAch 0.828771 0.000000
tau2 tauAch -2.796412 0.000000
tau2 tauNor -2.912950 0.000000
tau2 beta -0.098395 0.000000
tau2 h0 4.053838 0.000000
tau2 mNor 6.152353 0.000000
tau2 mAch -2.564590 0.000000
tauAch tauNor -3.319569 0.000000
tauAch beta -2.218351 0.000000
tauAch h0 -0.593756 0.000000
tauAch mNor 0.227306 0.000000
tauAch mAch -3.183270 0.000000
tauNor beta -1.916433 0.000000
tauNor h0 2.247349 0.000000
tauNor mNor 4.351702 0.000000
tauNor mAch -4.389487 0.000000
beta h0 -69.626092 0.000000
beta mNor -99.935329 0.000000
beta mAch 25.965043 0.000000
h0 mNor 18.461404 0.000000
h0 mAch -0.426077 0.000000
mNor mAch 4.508178 0.000000
