Parameter S1 S1_conf ST ST_conf
alpha -0.208218 0.000000 0.006869 0.000000
N -0.962898 0.000000 0.146891 0.000000
M 0.266806 0.000000 0.011278 0.000000
k1 -0.558770 0.000000 0.049465 0.000000
k2 1.687460 0.000000 0.451130 0.000000
tau1 0.964925 0.000000 0.147510 0.000000
tau2 1.995587 0.000000 0.630923 0.000000
tauAch -1.147079 0.000000 0.208459 0.000000
tauNor 0.235295 0.000000 0.008771 0.000000
beta 3.937165 0.000000 2.455851 0.000000
h0 0.521702 0.000000 0.043120 0.000000
mNor -0.514028 0.000000 0.041861 0.000000
mAch 1.305776 0.000000 0.270130 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 1.406236 0.000000
alpha M 0.322939 0.000000
alpha k1 1.050224 0.000000
alpha k2 -0.928574 0.000000
alpha tau1 -0.292062 0.000000
alpha tau2 -1.200016 0.000000
alpha tauAch 1.568489 0.000000
alpha tauNor 0.350699 0.000000
alpha beta -2.910432 0.000000
alpha h0 0.098391 0.000000
alpha mNor 1.010808 0.000000
alpha mAch -0.592332 0.000000
N M 1.128949 0.000000
N k1 2.181638 0.000000
N k2 -0.682522 0.000000
N tau1 0.238780 0.000000
N tau2 -1.075414 0.000000
N tauAch 2.931788 0.000000
N tauNor 1.169129 0.000000
N beta -3.551113 0.000000
N h0 0.803931 0.000000
N mNor 2.124587 0.000000
N mAch -0.195838 0.000000
M k1 0.543407 0.000000
M k2 -1.360674 0.000000
M tau1 -0.748196 0.000000
M tau2 -1.621866 0.000000
M tauAch 1.042104 0.000000
M tauNor -0.129704 0.000000
M beta -3.267700 0.000000
M h0 -0.372486 0.000000
M mNor 0.505480 0.000000
M mAch -1.037128 0.000000
k1 k2 1.206944 0.000000
k1 tau1 0.844019 0.000000
k1 tau2 1.361715 0.000000
k1 tauAch -0.216828 0.000000
k1 tauNor 0.477530 0.000000
k1 beta 2.336958 0.000000
k1 h0 0.621391 0.000000
k1 mNor 0.101150 0.000000
k1 mAch 1.015227 0.000000
k2 tau1 -2.395371 0.000000
k2 tau2 -3.680153 0.000000
k2 tauAch 0.237366 0.000000
k2 tauNor -1.485844 0.000000
k2 beta -6.100445 0.000000
k2 h0 -1.842868 0.000000
k2 mNor -0.551769 0.000000
k2 mAch -2.820263 0.000000
tau1 tau2 -3.158427 0.000000
tau1 tauAch 1.153871 0.000000
tau1 tauNor -0.742992 0.000000
tau1 beta -5.822619 0.000000
tau1 h0 -1.135994 0.000000
tau1 mNor 0.285213 0.000000
tau1 mAch -2.211883 0.000000
tau2 tauAch 1.005143 0.000000
tau2 tauNor -1.681276 0.000000
tau2 beta -8.875263 0.000000
tau2 h0 -2.237863 0.000000
tau2 mNor -0.225089 0.000000
tau2 mAch -3.761584 0.000000
tauAch tauNor 1.173704 0.000000
tauAch beta 0.564312 0.000000
tauAch h0 1.126556 0.000000
tauAch mNor 1.297055 0.000000
tauAch mAch 0.997484 0.000000
tauNor beta -5.580902 0.000000
tauNor h0 -0.423546 0.000000
tauNor mNor 1.140408 0.000000
tauNor mAch -1.607499 0.000000
beta h0 -3.715624 0.000000
beta mNor -5.556141 0.000000
beta mAch -2.322307 0.000000
h0 mNor 0.540170 0.000000
h0 mAch -1.580875 0.000000
mNor mAch -0.331092 0.000000
